,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2016-07-16,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
1,2016-07-17,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000
2,2016-07-20,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000
3,July,5,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000
