date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2014-07-18,4,4,1,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0
2014-07-19,3,3,0,0,0,0,0,0,0,2,0.286,0.286,0.286,0.571
2014-07-20,4,3,0,2,0,0,0,0,1,0,0.4,0.455,0.4,0.854
2014-07-22,4,4,0,0,0,0,0,0,0,0,0.286,0.333,0.286,0.619
2014-07-23,5,5,0,1,1,0,0,1,0,1,0.263,0.3,0.316,0.616
2014-07-24,4,4,1,1,0,0,0,2,0,0,0.261,0.292,0.304,0.596
2014-07-25,4,2,0,0,0,0,0,1,1,0,0.24,0.286,0.28,0.566
2014-07-26,4,4,1,2,1,0,0,0,0,0,0.276,0.313,0.345,0.657
2014-07-27,3,3,0,0,0,0,0,0,0,0,0.25,0.286,0.313,0.598
2014-07-29,1,1,0,0,0,0,0,0,0,0,0.242,0.278,0.303,0.581
2014-07-30,1,1,0,1,0,0,0,0,0,0,0.265,0.297,0.324,0.621
2014-08-01,5,5,1,3,0,0,0,0,0,1,0.308,0.333,0.359,0.692
2014-08-02,2,1,0,0,0,0,0,0,1,1,0.3,0.341,0.35,0.691
2014-08-03,1,0,0,0,0,0,0,0,1,0,0.3,0.356,0.35,0.706
2014-08-05,4,4,0,0,0,0,0,0,0,2,0.273,0.327,0.318,0.645
2014-08-09,4,4,0,0,0,0,0,0,0,0,0.25,0.302,0.292,0.594
2014-08-12,3,3,0,1,0,0,0,2,0,0,0.255,0.304,0.294,0.598
2014-08-13,4,3,1,1,0,0,0,0,1,1,0.259,0.317,0.296,0.613
2014-08-14,4,3,0,0,0,0,0,0,1,2,0.246,0.313,0.281,0.593
2014-08-15,2,2,0,1,1,0,0,0,0,0,0.254,0.318,0.305,0.623
2014-08-16,1,1,0,0,0,0,0,0,0,0,0.25,0.313,0.3,0.613
2014-08-19,1,1,0,0,0,0,0,0,0,1,0.246,0.309,0.295,0.604
2014-08-23,3,3,0,0,0,0,0,0,0,0,0.234,0.296,0.281,0.577
2014-08-24,4,4,0,0,0,0,0,0,0,3,0.221,0.28,0.265,0.545
2014-08-25,4,3,0,1,0,0,0,0,1,0,0.225,0.291,0.268,0.559
2014-08-27,1,1,0,1,0,0,0,0,0,0,0.236,0.3,0.278,0.578
2014-08-29,1,1,0,0,0,0,0,0,0,0,0.233,0.296,0.274,0.57
