date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-06-08,3,3,0,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667
2018-06-09,3,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667
2018-06-10,3,3,1,2,2,0,0,1,0,1,0.444,0.444,0.667,1.111
2018-06-11,3,3,0,1,0,0,0,0,0,0,0.417,0.417,0.583,1.0
2018-06-12,4,4,0,0,0,0,0,0,0,0,0.313,0.313,0.438,0.75
2018-06-15,5,5,0,1,0,0,0,1,0,0,0.286,0.286,0.381,0.667
2018-06-16,1,1,0,1,0,0,0,1,0,0,0.318,0.318,0.409,0.727
2018-06-17,4,4,0,0,0,0,0,0,0,0,0.269,0.269,0.346,0.615
2018-06-18,3,3,0,1,0,0,0,0,0,0,0.276,0.276,0.345,0.621
2018-06-23,4,4,0,1,0,0,0,0,0,1,0.273,0.273,0.333,0.606
2018-07-13,3,3,0,0,0,0,0,0,0,0,0.25,0.25,0.306,0.556
2018-08-11,1,1,0,1,0,0,0,0,0,0,0.27,0.27,0.324,0.595
2018-08-12,5,5,0,2,1,0,0,1,0,1,0.286,0.286,0.357,0.643
2018-08-13,1,1,0,0,0,0,0,0,0,1,0.279,0.279,0.349,0.628
2018-09-01,4,3,1,0,0,0,0,0,1,1,0.261,0.277,0.326,0.603
2018-09-02,5,5,0,2,0,0,0,0,0,0,0.275,0.288,0.333,0.622
2018-09-03,4,4,1,2,0,0,0,0,0,1,0.291,0.304,0.345,0.649
2018-09-04,2,2,0,0,0,0,0,0,0,0,0.281,0.293,0.333,0.626
2018-09-05,5,5,0,2,1,0,0,0,0,1,0.29,0.302,0.355,0.656
2018-09-08,3,3,0,1,0,0,0,0,0,0,0.292,0.303,0.354,0.657
2018-09-09,4,3,1,1,0,0,0,0,1,0,0.294,0.314,0.353,0.667
2018-09-10,4,4,0,1,0,0,0,1,0,1,0.292,0.311,0.347,0.658
2018-09-11,3,3,1,1,0,0,1,1,0,1,0.293,0.312,0.387,0.698
2018-09-12,4,4,1,1,0,0,1,2,0,1,0.291,0.309,0.418,0.726
2018-09-13,4,4,0,0,0,0,0,1,0,0,0.277,0.294,0.398,0.692
2018-09-14,4,4,0,1,1,0,0,0,0,0,0.276,0.292,0.402,0.694
2018-09-15,4,4,0,1,0,0,0,0,0,1,0.275,0.29,0.396,0.686
2018-09-16,1,1,0,0,0,0,0,0,0,0,0.272,0.287,0.391,0.678
2018-09-18,5,4,1,0,0,0,0,0,1,0,0.26,0.283,0.375,0.658
2018-09-20,4,4,0,2,1,0,0,1,0,1,0.27,0.291,0.39,0.681
2018-09-21,4,4,1,1,1,0,0,0,0,0,0.269,0.29,0.394,0.684
2018-09-22,1,0,0,0,0,0,0,0,0,0,0.269,0.296,0.394,0.69
2018-09-24,4,4,0,0,0,0,0,0,0,1,0.259,0.286,0.38,0.665
2018-09-25,4,3,0,1,0,0,0,0,1,0,0.261,0.293,0.378,0.672
2018-09-28,3,3,1,1,1,0,0,0,0,1,0.263,0.294,0.386,0.68
2018-09-29,4,2,0,1,0,0,0,1,2,0,0.267,0.309,0.388,0.697
