date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2021-04-01,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0
2021-04-03,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0
2021-04-04,4,4,1,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667
2021-04-05,3,2,0,1,0,0,0,0,1,0,0.375,0.444,0.375,0.819
2021-04-09,4,4,1,1,0,0,0,0,0,1,0.333,0.385,0.333,0.718
2021-04-10,3,3,0,0,0,0,0,0,0,0,0.267,0.313,0.267,0.579
2021-04-11,3,1,0,0,0,0,0,0,2,0,0.25,0.368,0.25,0.618
2021-04-12,4,4,0,0,0,0,0,0,0,1,0.2,0.304,0.2,0.504
2021-04-13,1,1,0,1,1,0,0,1,0,0,0.238,0.333,0.286,0.619
2021-04-14,3,3,0,0,0,0,0,0,0,1,0.208,0.296,0.25,0.546
2021-04-15,4,4,0,0,0,0,0,0,0,2,0.179,0.258,0.214,0.472
2021-04-16,4,3,1,1,0,0,1,1,1,0,0.194,0.286,0.323,0.608
2021-04-17,5,5,1,1,0,0,0,0,0,1,0.194,0.275,0.306,0.581
2021-04-18,4,4,1,1,0,0,0,0,0,0,0.2,0.273,0.3,0.573
2021-04-20,5,4,1,0,0,0,0,0,1,1,0.182,0.265,0.273,0.538
2021-04-22,1,0,0,0,0,0,0,0,1,0,0.182,0.28,0.273,0.553
2021-04-23,4,3,0,1,0,0,0,1,1,1,0.191,0.296,0.277,0.573
2021-04-24,4,4,0,0,0,0,0,0,0,0,0.176,0.276,0.255,0.531
2021-04-25,4,4,0,0,0,0,0,0,0,2,0.164,0.258,0.236,0.494
2021-04-26,4,4,0,0,0,0,0,0,0,0,0.153,0.242,0.22,0.463
2021-04-28,4,4,2,2,1,0,1,1,0,0,0.175,0.257,0.302,0.559
2021-04-30,4,4,0,1,0,0,0,0,0,1,0.179,0.257,0.299,0.555
2021-05-02,4,4,1,3,0,1,0,1,0,1,0.211,0.282,0.352,0.634
2021-05-03,5,5,2,0,0,0,0,0,0,0,0.197,0.265,0.329,0.594
2021-05-04,4,4,0,0,0,0,0,0,0,4,0.188,0.253,0.313,0.565
2021-05-06,4,4,0,2,0,1,0,2,0,1,0.202,0.264,0.345,0.609
2021-05-07,3,3,0,0,0,0,0,0,0,1,0.195,0.255,0.333,0.589
2021-05-08,5,3,2,0,0,0,0,0,2,1,0.189,0.263,0.322,0.585
2021-05-12,5,5,0,4,1,0,0,2,0,0,0.221,0.288,0.358,0.646
2021-05-13,4,4,1,1,0,0,0,0,0,1,0.222,0.287,0.354,0.641
2021-05-14,4,4,0,0,0,0,0,0,0,0,0.214,0.277,0.34,0.617
2021-05-15,4,4,0,0,0,0,0,0,0,2,0.206,0.267,0.327,0.594
2021-05-16,2,2,0,1,0,0,0,0,0,1,0.211,0.271,0.33,0.602
2021-05-17,4,4,0,1,0,0,0,0,0,0,0.212,0.27,0.327,0.598
2021-05-18,5,5,1,2,0,0,0,0,0,1,0.22,0.276,0.331,0.606
2021-05-19,4,3,0,2,0,0,0,0,1,1,0.231,0.29,0.339,0.629
2021-05-21,4,4,0,0,0,0,0,0,0,3,0.224,0.281,0.328,0.61
2021-05-22,4,3,1,1,1,0,0,0,1,0,0.227,0.288,0.336,0.624
2021-05-23,5,5,0,4,1,1,0,2,0,0,0.248,0.306,0.376,0.682
2021-05-24,5,4,1,1,0,0,0,0,1,0,0.248,0.309,0.372,0.681
2021-05-25,4,2,0,0,0,0,0,0,1,0,0.245,0.314,0.367,0.681
2021-05-28,3,3,0,0,0,0,0,0,0,2,0.239,0.308,0.359,0.667
2021-05-30,3,3,0,1,0,0,0,0,0,0,0.241,0.308,0.359,0.667
2021-05-30,4,3,1,1,0,0,0,2,1,1,0.243,0.313,0.358,0.671
2021-05-31,4,4,1,2,0,0,1,1,0,1,0.25,0.317,0.382,0.699
2021-05-31,3,3,1,1,0,0,0,0,0,0,0.252,0.318,0.381,0.698
2021-06-01,4,3,2,1,0,0,0,0,1,0,0.253,0.322,0.38,0.702
2021-06-04,4,4,0,0,0,0,0,0,0,1,0.247,0.315,0.37,0.685
2021-06-05,5,5,1,2,0,0,0,1,0,0,0.251,0.317,0.371,0.688
2021-06-06,4,4,1,1,0,0,1,2,0,1,0.251,0.316,0.386,0.702
2021-06-08,5,5,3,3,0,1,0,1,0,1,0.261,0.323,0.403,0.726
2021-06-09,4,4,1,1,0,0,0,0,0,0,0.261,0.321,0.4,0.721
2021-06-11,5,5,2,4,0,0,0,0,0,0,0.276,0.333,0.411,0.744
2021-06-12,5,5,0,2,0,0,0,0,0,1,0.279,0.335,0.411,0.746
2021-06-13,3,3,0,1,0,0,0,1,0,1,0.28,0.335,0.409,0.744
2021-06-14,4,3,1,0,0,0,0,0,0,0,0.276,0.333,0.403,0.736
2021-06-15,5,5,1,3,0,0,0,1,0,1,0.284,0.339,0.408,0.747
2021-06-16,5,5,1,1,0,0,0,1,0,1,0.282,0.336,0.403,0.739
2021-06-17,5,5,1,2,0,0,0,0,0,2,0.284,0.338,0.403,0.741
