date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2021-04-01,4,3,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0
2021-04-02,4,3,0,0,0,0,0,0,1,1,0.0,0.125,0.0,0.125
2021-04-03,4,2,0,0,0,0,0,0,2,2,0.0,0.25,0.0,0.25
2021-04-04,4,3,0,1,0,0,0,0,1,1,0.091,0.313,0.091,0.403
2021-04-05,4,4,0,1,0,0,0,1,0,1,0.133,0.3,0.133,0.433
2021-04-06,4,4,0,0,0,0,0,0,0,2,0.105,0.25,0.105,0.355
2021-04-07,4,4,2,2,0,0,1,1,0,1,0.174,0.286,0.304,0.59
2021-04-08,4,4,0,0,0,0,0,0,0,2,0.148,0.25,0.259,0.509
2021-04-09,4,3,0,0,0,0,0,0,1,0,0.133,0.25,0.233,0.483
2021-04-10,4,4,0,0,0,0,0,0,0,3,0.118,0.225,0.206,0.431
2021-04-12,5,5,2,3,0,0,1,2,0,0,0.179,0.267,0.333,0.6
2021-04-13,5,5,0,1,0,1,0,1,0,3,0.182,0.26,0.364,0.624
2021-04-15,5,5,0,1,1,0,0,2,0,3,0.184,0.255,0.367,0.622
2021-04-16,4,4,2,1,0,0,1,1,0,0,0.189,0.254,0.415,0.669
2021-04-17,4,2,0,1,0,1,0,1,1,0,0.2,0.286,0.455,0.74
2021-04-18,4,4,0,0,0,0,0,0,0,3,0.186,0.269,0.424,0.692
2021-04-20,3,1,0,0,0,0,0,0,2,1,0.183,0.286,0.417,0.702
2021-04-20,3,3,0,0,0,0,0,0,0,1,0.175,0.274,0.397,0.671
2021-04-21,5,4,1,1,0,0,0,1,0,0,0.179,0.269,0.388,0.657
2021-04-23,4,4,0,0,0,0,0,0,0,1,0.169,0.256,0.366,0.622
2021-04-24,5,3,0,0,0,0,0,0,2,1,0.162,0.264,0.351,0.616
2021-04-25,4,2,0,0,0,0,0,0,2,2,0.158,0.275,0.342,0.617
2021-04-26,4,2,1,0,0,0,0,0,2,2,0.154,0.284,0.333,0.618
2021-04-27,1,1,0,0,0,0,0,0,0,1,0.152,0.281,0.329,0.61
2021-04-28,4,4,0,2,0,0,0,0,0,1,0.169,0.29,0.337,0.627
2021-04-29,4,4,1,2,1,0,1,2,0,1,0.184,0.298,0.391,0.689
2021-04-30,4,3,0,1,0,0,0,0,1,2,0.189,0.306,0.389,0.694
2021-05-01,4,3,1,1,0,0,0,0,1,1,0.194,0.313,0.387,0.7
2021-05-02,4,3,1,1,0,0,0,0,1,1,0.198,0.319,0.385,0.704
2021-05-03,4,4,1,1,1,0,0,0,0,2,0.2,0.317,0.39,0.707
2021-05-04,4,4,1,1,0,0,0,0,0,2,0.202,0.315,0.385,0.699
2021-05-05,4,4,1,1,0,0,1,1,0,3,0.204,0.313,0.407,0.72
2021-05-06,4,4,0,1,0,0,0,0,0,1,0.205,0.311,0.402,0.712
2021-05-07,4,3,0,0,0,0,0,0,1,0,0.2,0.309,0.391,0.7
2021-05-08,4,3,0,0,0,0,0,0,1,2,0.195,0.307,0.381,0.688
2021-05-09,4,4,1,3,0,0,0,0,0,0,0.213,0.319,0.393,0.713
2021-05-11,4,3,1,1,0,0,0,1,1,1,0.216,0.324,0.392,0.716
2021-05-12,4,4,0,1,1,0,0,0,0,2,0.217,0.322,0.395,0.718
2021-05-13,3,3,0,0,0,0,0,0,0,1,0.212,0.316,0.386,0.702
2021-05-14,4,2,1,1,0,0,0,0,2,1,0.216,0.327,0.388,0.715
2021-05-15,4,4,0,0,0,0,0,0,0,1,0.21,0.319,0.377,0.696
2021-05-16,5,4,0,3,0,0,0,3,0,1,0.225,0.327,0.387,0.715
2021-05-18,4,4,0,2,2,0,0,1,0,1,0.233,0.331,0.404,0.736
2021-05-19,3,3,0,0,0,0,0,0,0,1,0.228,0.326,0.396,0.722
2021-05-20,4,4,0,0,0,0,0,0,0,3,0.222,0.318,0.386,0.704
2021-05-21,5,4,0,0,0,0,0,0,1,1,0.217,0.315,0.376,0.691
2021-05-22,5,2,0,0,0,0,0,1,2,0,0.214,0.317,0.371,0.688
2021-05-23,4,3,1,0,0,0,0,0,1,0,0.21,0.316,0.364,0.68
2021-05-24,4,4,0,1,0,0,0,0,0,2,0.211,0.315,0.361,0.676
2021-05-26,4,2,0,0,0,0,0,1,1,0,0.208,0.313,0.357,0.671
2021-05-27,4,3,1,1,0,0,0,0,1,1,0.211,0.317,0.357,0.674
2021-05-28,3,2,0,1,0,0,0,0,1,0,0.214,0.322,0.358,0.68
