date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2021-07-17,3,2,1,1,0,0,0,0,1,1,0.5,0.667,0.5,1.167
2021-07-18,4,4,0,0,0,0,0,0,0,2,0.167,0.286,0.167,0.452
2021-07-19,6,6,1,1,0,0,1,2,0,2,0.167,0.231,0.417,0.647
2021-07-22,0,0,1,0,0,0,0,0,0,0,0.167,0.231,0.417,0.647
2021-07-23,4,3,2,2,1,0,0,0,1,1,0.267,0.353,0.533,0.886
2021-07-24,4,4,1,0,0,0,0,0,0,0,0.211,0.286,0.421,0.707
2021-07-25,3,3,0,0,0,0,0,0,0,3,0.182,0.25,0.364,0.614
2021-07-26,4,4,0,0,0,0,0,0,0,1,0.154,0.214,0.308,0.522
2021-07-28,1,1,0,0,0,0,0,0,0,1,0.148,0.207,0.296,0.503
2021-07-28,3,2,1,1,0,1,0,2,0,0,0.172,0.219,0.379,0.598
2021-07-29,5,5,0,0,0,0,0,0,0,1,0.147,0.189,0.324,0.513
2021-07-30,4,4,0,1,0,0,0,0,0,3,0.158,0.195,0.316,0.511
2021-07-31,1,1,0,0,0,0,0,0,0,1,0.154,0.19,0.308,0.498
2021-08-01,1,1,0,0,0,0,0,0,0,1,0.15,0.186,0.3,0.486
2021-08-03,5,5,0,2,0,0,0,0,0,1,0.178,0.208,0.311,0.519
2021-08-04,5,5,1,1,0,0,1,1,0,2,0.18,0.208,0.36,0.568
2021-08-05,1,1,0,0,0,0,0,0,0,1,0.176,0.204,0.353,0.557
2021-08-08,5,5,0,2,0,0,0,0,0,2,0.196,0.22,0.357,0.578
2021-08-10,5,5,0,2,0,0,0,0,0,1,0.213,0.234,0.361,0.595
2021-08-11,5,5,1,1,0,0,0,0,0,2,0.212,0.232,0.348,0.58
2021-08-12,4,4,0,0,0,0,0,0,0,3,0.2,0.219,0.329,0.548
2021-08-13,4,4,1,2,1,0,0,2,0,1,0.216,0.234,0.351,0.585
2021-08-14,5,5,1,1,0,1,0,1,0,1,0.215,0.232,0.367,0.599
2021-08-17,2,2,0,1,0,0,0,0,0,1,0.222,0.238,0.37,0.608
2021-08-20,4,4,1,1,1,0,0,0,0,0,0.224,0.239,0.376,0.615
2021-08-21,0,0,0,0,0,0,0,0,0,0,0.224,0.239,0.376,0.615
2021-08-23,1,1,0,0,0,0,0,0,0,1,0.221,0.236,0.372,0.608
2021-08-26,4,3,3,1,0,0,0,0,1,1,0.225,0.247,0.371,0.618
2021-08-27,3,3,1,1,0,0,0,0,0,0,0.228,0.25,0.37,0.62
2021-08-28,5,5,1,0,0,0,0,0,0,1,0.216,0.238,0.351,0.588
2021-08-29,4,3,0,1,0,0,0,1,1,1,0.22,0.248,0.35,0.598
2021-08-30,3,3,0,0,0,0,0,0,0,2,0.214,0.241,0.34,0.58
2021-09-01,4,4,0,1,0,0,0,1,0,2,0.215,0.241,0.336,0.578
