date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2012-09-01,4,4,0,2,0,0,0,0,0,1,0.5,0.5,0.5,1.0
2012-09-02,4,4,0,1,1,0,0,0,0,0,0.375,0.375,0.5,0.875
2012-09-03,4,4,0,1,0,0,0,0,0,1,0.333,0.333,0.417,0.75
2012-09-04,4,4,0,1,0,0,0,0,0,1,0.313,0.313,0.375,0.688
2012-09-07,5,4,1,3,0,0,1,3,1,1,0.4,0.429,0.6,1.029
2012-09-08,3,3,0,0,0,0,0,0,0,0,0.348,0.375,0.522,0.897
2012-09-09,3,3,0,1,0,0,0,1,0,0,0.346,0.37,0.5,0.87
2012-09-10,4,4,0,0,0,0,0,0,0,0,0.3,0.323,0.433,0.756
2012-09-11,4,4,2,1,0,0,0,1,0,2,0.294,0.314,0.412,0.726
2012-09-12,4,3,0,0,0,0,0,0,1,2,0.27,0.308,0.378,0.686
2012-09-13,1,1,0,1,0,0,0,0,0,0,0.289,0.325,0.395,0.72
2012-09-14,4,4,0,0,0,0,0,0,0,1,0.262,0.295,0.357,0.653
2012-09-15,4,4,1,1,1,0,0,1,0,0,0.261,0.292,0.37,0.661
2012-09-16,3,3,1,2,0,0,0,1,0,0,0.286,0.314,0.388,0.702
2012-09-18,5,5,0,1,0,0,0,0,0,2,0.278,0.304,0.37,0.674
2012-09-19,4,4,0,0,0,0,0,0,0,0,0.259,0.283,0.345,0.628
2012-09-21,1,1,0,0,0,0,0,0,0,1,0.254,0.279,0.339,0.618
2012-09-22,4,4,0,2,0,0,0,0,0,1,0.27,0.292,0.349,0.642
2012-09-24,4,4,1,1,0,0,1,2,0,0,0.269,0.29,0.388,0.678
2012-09-25,4,4,2,3,1,0,1,1,0,0,0.296,0.315,0.465,0.78
2012-09-26,4,4,0,2,0,0,0,1,0,2,0.307,0.325,0.467,0.791
2012-09-28,5,5,1,2,0,0,0,0,0,0,0.313,0.329,0.463,0.792
2012-09-29,3,3,0,0,0,0,0,0,0,2,0.301,0.318,0.446,0.763
2012-10-01,3,3,0,0,0,0,0,0,0,2,0.291,0.307,0.43,0.737
2012-10-02,5,4,0,0,0,0,0,0,1,1,0.278,0.301,0.411,0.712
2012-10-03,4,3,0,0,0,0,0,0,1,2,0.269,0.299,0.398,0.697
