date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2014-09-12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2014-09-14,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2014-09-15,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2014-09-16,3,2,0,0,0,0,0,0,1,1,0.0,0.2,0.0,0.2
2014-09-18,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2
2014-09-19,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2
2014-09-26,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2
