date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,1,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0
2018-03-30,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0
March,3,3,1,2,0,0,1,2,0,1,0.667,0.667,1.667,2.333
2018-03-31,1,1,1,1,0,0,1,2,0,0,0.667,0.667,1.667,2.333
2018-04-02,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1.25,1.75
2018-04-03,1,1,0,1,0,0,0,2,0,0,0.6,0.6,1.2,1.8
2018-04-04,1,0,1,0,0,0,0,0,1,0,0.6,0.667,1.2,1.867
2018-04-06,1,1,0,0,0,0,0,0,0,0,0.5,0.571,1.0,1.571
2018-04-07,3,2,1,0,0,0,0,0,1,1,0.375,0.5,0.75,1.25
2018-04-10,1,1,0,0,0,0,0,0,0,0,0.333,0.455,0.667,1.121
2018-04-11,1,1,0,0,0,0,0,0,0,0,0.3,0.417,0.6,1.017
2018-04-13,1,0,0,0,0,0,0,0,1,0,0.3,0.462,0.6,1.062
2018-04-14,5,4,2,1,0,0,0,0,1,1,0.286,0.444,0.5,0.944
2018-04-16,1,1,0,0,0,0,0,0,0,0,0.267,0.421,0.467,0.888
2018-04-17,1,1,0,0,0,0,0,0,0,0,0.25,0.4,0.438,0.838
2018-04-18,1,1,0,0,0,0,0,0,0,1,0.235,0.381,0.412,0.793
2018-09-01,0,0,1,0,0,0,0,0,0,0,0.235,0.381,0.412,0.793
2018-09-05,1,1,0,0,0,0,0,0,0,1,0.222,0.364,0.389,0.752
2018-09-07,0,0,0,0,0,0,0,0,0,0,0.222,0.364,0.389,0.752
2018-09-09,1,1,1,0,0,0,0,0,0,0,0.211,0.348,0.368,0.716
2018-09-10,0,0,1,0,0,0,0,0,0,0,0.211,0.348,0.368,0.716
2018-09-12,0,0,0,0,0,0,0,0,0,0,0.211,0.348,0.368,0.716
2018-09-20,0,0,0,0,0,0,0,0,0,0,0.211,0.348,0.368,0.716
2018-09-21,0,0,1,0,0,0,0,0,0,0,0.211,0.348,0.368,0.716
2018-09-23,3,3,1,2,1,0,1,2,0,1,0.273,0.385,0.591,0.976
2018-09-28,1,1,0,0,0,0,0,0,0,1,0.261,0.37,0.565,0.936
2018-09-30,2,2,0,0,0,0,0,0,0,1,0.24,0.345,0.52,0.865
