date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-05-06,5,4,1,1,0,0,0,0,1,2,0.25,0.4,0.25,0.65
2018-05-08,2,2,0,0,0,0,0,0,0,1,0.167,0.286,0.167,0.452
2018-05-09,3,3,0,1,0,0,0,0,0,1,0.222,0.3,0.222,0.522
2018-06-11,4,3,0,0,0,0,0,0,1,3,0.167,0.286,0.167,0.452
2018-06-12,4,4,0,0,0,0,0,0,0,2,0.125,0.222,0.125,0.347
2018-06-13,0,0,0,0,0,0,0,0,0,0,0.125,0.222,0.125,0.347
2018-06-16,3,2,0,0,0,0,0,0,1,0,0.111,0.238,0.111,0.349
2018-07-13,0,0,0,0,0,0,0,0,0,0,0.111,0.238,0.111,0.349
2018-07-15,1,1,0,0,0,0,0,0,0,1,0.105,0.227,0.105,0.332
2018-07-20,3,2,0,0,0,0,0,1,0,2,0.095,0.2,0.095,0.295
2018-07-21,1,1,0,0,0,0,0,0,0,1,0.091,0.192,0.091,0.283
2018-07-22,0,0,0,0,0,0,0,0,0,0,0.091,0.192,0.091,0.283
2018-07-25,1,1,0,0,0,0,0,0,0,1,0.087,0.185,0.087,0.272
2018-07-26,0,0,0,0,0,0,0,0,0,0,0.087,0.185,0.087,0.272
2018-08-22,3,3,1,1,1,0,0,0,0,2,0.115,0.2,0.154,0.354
2018-09-04,3,2,0,0,0,0,0,0,1,2,0.107,0.212,0.143,0.355
2018-09-05,5,4,1,1,0,0,0,0,1,3,0.125,0.237,0.156,0.393
2018-09-08,0,0,0,0,0,0,0,0,0,0,0.125,0.237,0.156,0.393
2018-09-12,0,0,0,0,0,0,0,0,0,0,0.125,0.237,0.156,0.393
2018-09-13,0,0,0,0,0,0,0,0,0,0,0.125,0.237,0.156,0.393
2018-09-19,3,3,0,0,0,0,0,0,0,1,0.114,0.22,0.143,0.362
2018-09-20,1,1,0,0,0,0,0,0,0,0,0.111,0.214,0.139,0.353
2018-09-28,0,0,0,0,0,0,0,0,0,0,0.111,0.214,0.139,0.353
2018-09-30,3,3,1,0,0,0,0,0,0,2,0.103,0.2,0.128,0.328
