date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2021-04-11,5,5,0,1,0,0,0,0,0,3,0.2,0.2,0.2,0.4
2021-06-15,4,4,0,0,0,0,0,0,0,2,0.111,0.111,0.111,0.222
2021-06-16,4,4,0,1,0,0,0,0,0,1,0.154,0.154,0.154,0.308
2021-06-18,5,5,0,1,0,0,0,0,0,3,0.167,0.167,0.167,0.333
2021-06-19,5,5,1,2,0,0,1,2,0,1,0.217,0.217,0.348,0.565
2021-06-20,4,4,0,1,0,0,0,0,0,2,0.222,0.222,0.333,0.556
2021-06-22,3,3,1,1,0,0,1,1,0,0,0.233,0.233,0.433,0.667
2021-06-23,4,4,0,0,0,0,0,0,0,2,0.206,0.206,0.382,0.588
2021-06-24,4,3,0,2,0,0,0,0,1,0,0.243,0.263,0.405,0.669
2021-06-25,5,5,0,1,1,0,0,2,0,0,0.238,0.256,0.405,0.661
2021-06-26,3,3,0,1,0,0,0,0,0,1,0.244,0.261,0.4,0.661
2021-06-27,4,2,0,0,0,0,0,0,1,1,0.234,0.28,0.383,0.663
2021-06-29,4,4,0,0,0,0,0,0,0,1,0.216,0.259,0.353,0.612
2021-06-30,5,5,1,2,1,0,0,2,0,1,0.232,0.271,0.375,0.646
2021-07-02,1,1,0,1,0,0,0,0,0,0,0.246,0.283,0.386,0.669
2021-07-03,4,2,0,1,0,0,0,0,2,1,0.254,0.313,0.39,0.702
2021-07-04,5,5,0,0,0,0,0,0,0,3,0.234,0.29,0.359,0.649
2021-07-05,4,4,0,0,0,0,0,0,0,0,0.221,0.274,0.338,0.612
2021-07-06,4,3,0,1,0,0,0,0,1,0,0.225,0.286,0.338,0.624
2021-07-07,4,4,1,2,0,0,1,2,0,2,0.24,0.296,0.387,0.683
2021-07-08,4,4,0,1,0,0,0,0,0,1,0.241,0.294,0.38,0.674
2021-07-09,3,3,0,0,0,0,0,0,0,2,0.232,0.284,0.366,0.65
2021-07-10,2,2,0,1,0,0,0,0,0,0,0.238,0.289,0.369,0.658
2021-07-11,4,4,2,3,1,1,0,0,0,0,0.261,0.309,0.42,0.729
2021-08-16,3,3,0,0,0,0,0,0,0,1,0.253,0.299,0.407,0.706
2021-08-17,3,3,0,0,0,0,0,0,0,2,0.245,0.29,0.394,0.684
2021-08-18,5,5,1,1,0,0,1,2,0,3,0.242,0.286,0.414,0.7
2021-08-19,4,4,1,2,1,0,0,0,0,0,0.252,0.294,0.427,0.721
2021-08-20,4,3,0,0,0,0,0,0,1,0,0.245,0.292,0.415,0.707
2021-08-21,1,0,0,0,0,0,0,0,0,0,0.245,0.298,0.415,0.713
2021-08-22,4,2,0,1,1,0,0,1,2,0,0.25,0.314,0.426,0.74
2021-08-24,4,4,0,1,0,0,0,0,0,3,0.25,0.311,0.42,0.731
2021-08-25,5,5,1,1,1,0,0,0,0,1,0.248,0.307,0.419,0.726
2021-08-26,4,3,1,0,0,0,0,0,1,3,0.242,0.305,0.408,0.714
2021-08-27,4,4,0,0,0,0,0,0,0,1,0.234,0.296,0.395,0.692
2021-08-28,4,4,1,1,0,0,1,3,0,0,0.234,0.295,0.414,0.709
2021-08-29,3,3,1,1,0,0,1,2,0,1,0.237,0.296,0.435,0.731
2021-08-31,3,2,0,1,0,0,0,0,1,1,0.241,0.303,0.436,0.74
2021-09-02,4,2,0,0,0,0,0,0,2,1,0.237,0.309,0.43,0.738
2021-09-03,4,3,2,2,0,0,1,3,1,0,0.246,0.32,0.457,0.777
2021-09-04,4,4,0,0,0,0,0,0,0,4,0.239,0.312,0.444,0.756
2021-09-05,4,3,1,0,0,0,0,0,1,1,0.234,0.311,0.434,0.745
2021-09-07,5,5,0,1,0,0,0,1,0,2,0.233,0.307,0.427,0.734
2021-09-08,5,5,0,1,0,0,0,0,0,4,0.232,0.304,0.419,0.723
2021-09-09,3,3,0,0,0,0,0,0,0,2,0.228,0.299,0.411,0.71
2021-09-10,4,3,1,1,0,0,1,2,1,1,0.23,0.303,0.429,0.732
2021-09-11,5,5,1,1,0,0,1,1,0,0,0.229,0.301,0.44,0.74
2021-09-12,4,4,1,3,0,1,1,2,0,0,0.241,0.31,0.476,0.787
2021-09-13,4,4,0,1,0,0,0,1,0,0,0.241,0.309,0.471,0.78
2021-09-14,4,4,0,0,0,0,0,0,0,3,0.236,0.303,0.461,0.763
2021-09-15,5,4,2,2,0,0,2,4,0,1,0.242,0.31,0.495,0.804
2021-09-17,4,3,1,1,0,0,0,0,1,2,0.243,0.314,0.492,0.806
2021-09-18,4,4,0,0,0,0,0,0,0,3,0.238,0.308,0.481,0.789
2021-09-19,5,4,2,2,1,0,0,1,0,1,0.244,0.31,0.487,0.797
2021-09-20,5,4,1,2,0,0,1,2,1,2,0.249,0.317,0.503,0.819
2021-09-21,4,4,0,0,0,0,0,0,0,0,0.244,0.311,0.493,0.803
2021-09-22,4,3,0,1,0,0,0,1,1,1,0.245,0.314,0.49,0.804
2021-09-24,3,3,0,1,1,0,0,0,0,1,0.246,0.314,0.493,0.807
2021-09-25,5,5,1,3,0,0,0,0,0,0,0.255,0.321,0.495,0.816
2021-09-26,4,3,0,0,0,0,0,0,1,2,0.251,0.319,0.488,0.808
2021-09-28,3,2,1,1,0,0,0,0,1,1,0.253,0.324,0.488,0.812
2021-09-28,4,4,1,1,0,0,1,1,0,1,0.253,0.322,0.498,0.82
2021-09-29,4,4,0,0,0,0,0,0,0,2,0.249,0.317,0.489,0.806
2021-09-30,2,2,0,1,0,0,0,0,0,0,0.251,0.319,0.489,0.808
