date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2019-03-29,1,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0
2019-03-30,3,3,0,0,0,0,0,0,0,2,0.0,0.25,0.0,0.25
March,5,3,1,0,0,0,0,1,1,2,0.0,0.4,0.0,0.4
2019-03-31,1,0,0,0,0,0,0,1,1,0,0.0,0.4,0.0,0.4
2019-04-03,4,4,2,3,0,0,1,1,0,0,0.429,0.556,0.857,1.413
2019-04-04,1,1,0,1,0,0,0,0,0,0,0.5,0.6,0.875,1.475
2019-04-05,4,4,1,2,1,0,0,2,0,0,0.5,0.571,0.833,1.405
2019-04-07,4,4,0,0,0,0,0,0,0,2,0.375,0.444,0.625,1.069
2019-04-09,1,1,0,0,0,0,0,0,0,0,0.353,0.421,0.588,1.009
2019-04-11,4,4,0,0,0,0,0,0,0,1,0.286,0.348,0.476,0.824
2019-04-13,1,1,0,0,0,0,0,0,0,1,0.273,0.333,0.455,0.788
2019-04-14,2,2,0,0,0,0,0,0,0,1,0.25,0.308,0.417,0.724
2019-04-15,3,2,0,0,0,0,0,0,1,0,0.231,0.31,0.385,0.695
2019-04-22,1,1,1,1,0,0,0,1,0,0,0.259,0.333,0.407,0.741
2019-04-24,5,5,0,0,0,0,0,0,0,3,0.219,0.286,0.344,0.63
2019-04-25,4,4,0,0,0,0,0,1,0,1,0.194,0.256,0.306,0.562
2019-04-26,1,0,0,0,0,0,0,0,1,0,0.194,0.275,0.306,0.581
2019-04-27,1,1,0,0,0,0,0,0,0,0,0.189,0.268,0.297,0.566
2019-04-28,1,1,0,0,0,0,0,0,0,1,0.184,0.262,0.289,0.551
2019-05-03,1,1,0,0,0,0,0,0,0,1,0.179,0.256,0.282,0.538
2019-05-04,1,1,0,0,0,0,0,0,0,1,0.175,0.25,0.275,0.525
2019-05-05,4,3,2,2,0,0,1,2,1,0,0.209,0.292,0.372,0.664
2019-05-06,1,1,1,1,0,0,0,0,0,0,0.227,0.306,0.386,0.692
2019-05-08,5,5,0,0,0,0,0,0,0,3,0.204,0.278,0.347,0.625
2019-05-09,1,1,0,0,0,0,0,0,0,0,0.2,0.273,0.34,0.613
2019-05-10,1,1,0,0,0,0,0,0,0,1,0.196,0.268,0.333,0.601
2019-05-11,4,3,1,1,0,0,1,2,1,2,0.204,0.283,0.389,0.672
2019-05-13,1,1,0,0,0,0,0,0,0,1,0.2,0.279,0.382,0.66
2019-05-14,1,1,0,0,0,0,0,0,0,1,0.196,0.274,0.375,0.649
2019-05-15,2,2,1,1,0,0,1,2,0,1,0.207,0.281,0.431,0.712
2019-05-17,1,1,0,0,0,0,0,0,0,0,0.203,0.277,0.424,0.701
2019-05-18,4,3,1,0,0,0,0,0,1,1,0.194,0.275,0.403,0.679
2019-05-19,1,1,0,0,0,0,0,0,0,0,0.19,0.271,0.397,0.668
2019-05-20,4,4,0,0,0,0,0,0,0,3,0.179,0.257,0.373,0.63
2019-05-21,2,2,0,0,0,0,0,0,0,1,0.174,0.25,0.362,0.612
2019-05-22,3,3,0,1,0,0,0,0,0,1,0.181,0.253,0.361,0.614
2019-05-24,2,2,1,0,0,0,0,0,0,0,0.176,0.247,0.351,0.598
2019-05-25,2,2,0,1,0,0,0,0,0,0,0.184,0.253,0.355,0.608
2019-05-26,4,4,0,0,0,0,0,0,0,1,0.175,0.241,0.338,0.579
2019-05-27,4,4,0,0,0,0,0,0,0,1,0.167,0.231,0.321,0.552
2019-05-29,4,4,1,1,0,0,0,1,0,2,0.17,0.232,0.318,0.55
2019-05-30,1,1,0,0,0,0,0,0,0,0,0.169,0.229,0.315,0.544
2019-05-31,1,1,0,0,0,0,0,0,0,1,0.167,0.227,0.311,0.538
2019-08-11,2,2,0,0,0,0,0,0,0,2,0.163,0.222,0.304,0.527
