date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2017-04-15,2,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2017-04-16,4,3,0,1,0,0,0,1,0,0,0.2,0.167,0.2,0.367
2017-04-20,1,1,0,0,0,0,0,0,0,1,0.167,0.143,0.167,0.31
2017-04-21,6,3,1,1,0,0,0,0,2,1,0.222,0.385,0.222,0.607
2017-04-22,1,1,0,0,0,0,0,0,0,0,0.2,0.357,0.2,0.557
2017-04-23,4,4,0,0,0,0,0,0,0,2,0.143,0.278,0.143,0.421
2017-04-24,4,4,0,1,0,0,0,0,0,2,0.167,0.273,0.167,0.439
2017-04-25,1,0,1,0,0,0,0,0,1,0,0.167,0.304,0.167,0.471
2017-04-27,3,3,0,0,0,0,0,0,0,2,0.143,0.269,0.143,0.412
2017-04-27,3,3,1,2,1,0,0,0,0,0,0.208,0.31,0.25,0.56
2017-04-28,1,1,0,1,0,0,0,0,0,0,0.24,0.333,0.28,0.613
2017-04-29,3,3,0,0,0,0,0,0,0,2,0.214,0.303,0.25,0.553
2017-05-01,4,4,1,2,0,0,1,1,0,1,0.25,0.324,0.375,0.699
2017-05-02,3,3,0,1,0,0,0,1,0,0,0.257,0.325,0.371,0.696
2017-05-03,1,1,0,0,0,0,0,0,0,0,0.25,0.317,0.361,0.678
2017-05-05,3,3,0,0,0,0,0,0,0,2,0.231,0.295,0.333,0.629
2017-05-06,1,1,0,0,0,0,0,0,0,0,0.225,0.289,0.325,0.614
2017-05-09,3,3,0,0,0,0,0,0,0,1,0.209,0.271,0.302,0.573
2017-05-11,3,2,0,0,0,0,0,0,0,0,0.2,0.275,0.289,0.563
2017-05-13,1,1,0,0,0,0,0,0,0,0,0.196,0.269,0.283,0.552
2017-05-14,0,0,0,0,0,0,0,0,0,0,0.196,0.269,0.283,0.552
2017-05-15,4,3,0,0,0,0,0,0,1,0,0.184,0.268,0.265,0.533
2017-05-16,1,1,0,0,0,0,0,0,0,1,0.18,0.263,0.26,0.523
2017-05-17,1,1,0,0,0,0,0,0,0,0,0.176,0.259,0.255,0.514
2017-05-18,5,4,0,2,1,0,0,2,1,1,0.2,0.286,0.291,0.577
2017-05-19,2,2,0,1,0,0,0,0,0,1,0.211,0.292,0.298,0.591
2017-05-20,1,1,0,0,0,0,0,0,0,1,0.207,0.288,0.293,0.581
2017-05-23,4,3,0,0,0,0,0,0,1,0,0.197,0.286,0.279,0.564
2017-05-24,4,3,2,2,0,0,0,0,1,0,0.219,0.311,0.297,0.608
2017-05-27,0,0,0,0,0,0,0,0,0,0,0.219,0.311,0.297,0.608
2017-05-28,3,3,0,1,0,0,0,0,0,1,0.224,0.312,0.299,0.61
2017-05-31,2,1,0,0,0,0,0,0,1,1,0.221,0.316,0.294,0.611
2017-06-01,1,1,0,0,0,0,0,0,0,0,0.217,0.313,0.29,0.602
2017-06-04,3,2,0,0,0,0,0,0,0,0,0.211,0.305,0.282,0.587
2017-06-06,1,1,0,0,0,0,0,0,0,0,0.208,0.301,0.278,0.579
2017-06-07,4,3,1,0,0,0,0,0,1,1,0.2,0.299,0.267,0.566
