date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2019-09-01,3,3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2019-09-03,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019-09-05,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019-09-09,4,4,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
2019-09-10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019-09-11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2019-09-14,3,3,0,1,0,0,0,0,0,0,0.083,0.083,0.083,0.167
2019-09-15,1,1,0,0,0,0,0,0,0,0,0.077,0.077,0.077,0.154
2019-09-17,3,2,1,1,0,0,0,0,0,0,0.133,0.133,0.133,0.267
2019-09-19,4,4,0,0,0,0,0,0,0,2,0.105,0.105,0.105,0.21
2019-09-20,4,3,1,1,0,1,0,0,1,2,0.136,0.174,0.227,0.401
2019-09-21,1,1,0,0,0,0,0,0,0,0,0.13,0.167,0.217,0.384
2019-09-22,5,5,0,0,0,0,0,0,0,2,0.107,0.138,0.179,0.316
2019-09-23,4,4,0,0,0,0,0,0,0,1,0.094,0.121,0.156,0.278
2019-09-24,3,2,1,1,0,0,0,1,0,0,0.118,0.139,0.176,0.315
2019-09-25,5,4,1,0,0,0,0,0,1,2,0.105,0.146,0.158,0.304
2019-09-26,4,4,0,1,1,0,0,1,0,0,0.119,0.156,0.19,0.346
2019-09-27,3,2,0,0,0,0,0,0,1,2,0.114,0.167,0.182,0.348
2019-09-28,4,2,0,1,0,0,0,0,2,0,0.13,0.212,0.196,0.407
2019-09-29,3,3,1,1,0,1,0,0,0,0,0.143,0.218,0.245,0.463
