,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2018-05-06,4,4,1,1,0,0,0,0,0,1,.250,.250,.250,.500
1,2018-05-08,3,2,0,0,0,0,0,0,1,1,.167,.286,.167,.452
2,2018-05-09,0,0,1,0,0,0,0,0,0,0,.167,.286,.167,.452
3,2018-05-10,1,0,0,0,0,0,0,0,1,0,.167,.375,.167,.542
4,2018-05-11,3,3,0,0,0,0,0,0,0,1,.111,.273,.111,.384
5,2018-05-12,3,3,0,1,0,0,0,1,0,1,.167,.286,.167,.452
6,2018-05-13,2,2,0,0,0,0,0,0,0,2,.143,.250,.143,.393
7,May,16,14,2,2,0,0,0,1,2,6,.143,.250,.143,.393
8,2018-09-20,1,1,0,0,0,0,0,0,0,1,.133,.235,.133,.369
9,2018-09-21,1,1,0,0,0,0,0,0,0,0,.125,.222,.125,.347
10,2018-09-22,0,0,1,0,0,0,0,0,0,0,.125,.222,.125,.347
11,2018-09-23,0,0,0,0,0,0,0,0,0,0,.125,.222,.125,.347
12,2018-09-25,0,0,0,0,0,0,0,0,0,0,.125,.222,.125,.347
13,2018-09-29,3,3,0,0,0,0,0,0,0,2,.105,.190,.105,.296
14,September,5,5,1,0,0,0,0,0,0,3,.000,.000,.000,.000
