PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2019-03-28,4,3,1,0,0,0,0,1,0,2,0.0,0.25,0.0,0.25
2019-03-30,4,4,0,2,0,0,0,0,0,2,0.286,0.375,0.286,0.661
2019-03-31,5,4,0,0,0,0,0,1,1,0,0.182,0.308,0.182,0.49
2019-04-01,4,4,0,0,0,0,0,0,0,2,0.133,0.235,0.133,0.369
2019-04-03,5,5,0,2,0,0,0,0,0,2,0.2,0.273,0.2,0.473
2019-04-05,4,4,0,0,0,0,0,0,0,1,0.167,0.231,0.167,0.397
2019-04-06,4,4,0,3,0,0,0,0,0,1,0.25,0.3,0.25,0.55
2019-04-07,4,3,0,0,0,0,0,0,1,1,0.226,0.294,0.226,0.52
2019-04-08,4,4,0,2,0,0,0,0,0,2,0.257,0.316,0.257,0.573
2019-04-09,4,4,0,2,0,0,0,1,0,0,0.282,0.333,0.282,0.615
2019-04-10,4,4,0,1,1,0,0,0,0,1,0.279,0.326,0.302,0.628
2019-04-12,4,4,2,3,0,0,2,3,0,0,0.319,0.36,0.468,0.828
2019-04-13,3,3,0,0,0,0,0,0,0,1,0.3,0.34,0.44,0.78
2019-04-14,4,2,1,0,0,0,0,0,2,2,0.288,0.351,0.423,0.774
2019-04-15,4,4,0,0,0,0,0,0,0,1,0.268,0.328,0.393,0.721
2019-04-16,4,4,0,1,0,0,0,0,0,1,0.267,0.323,0.383,0.706
2019-04-17,5,5,1,1,1,0,0,0,0,2,0.262,0.314,0.385,0.699
2019-04-18,5,4,1,1,0,0,1,2,1,1,0.261,0.32,0.42,0.74
2019-04-19,5,5,0,0,0,0,0,0,0,1,0.243,0.3,0.392,0.692
2019-04-21,4,4,0,0,0,0,0,0,0,2,0.231,0.286,0.372,0.658
2019-04-26,1,1,0,1,0,0,0,0,0,0,0.241,0.294,0.38,0.674
2019-05-20,4,4,0,0,0,0,0,0,0,1,0.229,0.281,0.361,0.642
2019-05-21,3,3,0,0,0,0,0,0,0,3,0.221,0.272,0.349,0.621
2019-05-22,4,4,3,2,0,0,2,2,0,1,0.233,0.281,0.422,0.704
2019-05-23,4,4,1,1,0,0,1,1,0,1,0.234,0.28,0.447,0.727
2019-05-24,4,4,1,0,0,0,0,0,0,2,0.224,0.269,0.429,0.698
2019-05-25,4,4,0,1,0,0,0,0,0,2,0.225,0.269,0.422,0.69
2019-05-26,4,4,0,0,0,0,0,0,0,1,0.217,0.259,0.406,0.665
2019-05-27,4,2,0,0,0,0,0,0,2,1,0.213,0.267,0.398,0.665
2019-05-28,4,4,0,0,0,0,0,0,0,0,0.205,0.258,0.384,0.642
2019-05-29,4,4,1,1,0,0,0,0,0,1,0.207,0.258,0.379,0.637
2019-05-30,4,4,0,3,1,0,0,2,0,0,0.225,0.273,0.4,0.673
2019-05-31,4,3,0,0,0,0,0,0,1,1,0.22,0.273,0.39,0.663
2019-06-01,4,4,0,2,1,0,0,0,0,1,0.228,0.279,0.402,0.681
2019-06-02,3,3,0,0,0,0,0,0,0,3,0.223,0.273,0.392,0.666
2019-06-04,4,4,1,1,0,0,0,1,0,2,0.224,0.273,0.388,0.661
2019-06-05,4,3,0,1,0,0,0,0,1,1,0.226,0.279,0.387,0.666
2019-06-07,4,4,0,1,0,0,0,0,0,1,0.227,0.278,0.383,0.661
2019-06-08,3,3,1,1,0,0,1,2,0,0,0.229,0.279,0.403,0.682
2019-06-09,5,5,2,2,1,0,1,1,0,1,0.235,0.283,0.43,0.712
2019-06-10,3,3,0,0,0,0,0,0,0,0,0.23,0.278,0.421,0.699
2019-06-11,4,3,3,2,1,0,1,2,1,0,0.239,0.289,0.452,0.741
2019-06-13,4,2,0,0,0,0,0,0,2,1,0.236,0.294,0.446,0.74
2019-06-14,5,5,3,3,0,0,2,6,0,0,0.247,0.303,0.488,0.79
2019-06-15,4,4,0,2,0,0,0,0,0,2,0.253,0.307,0.488,0.795
2019-06-16,4,4,0,0,0,0,0,0,0,3,0.247,0.301,0.476,0.777
2019-06-18,4,3,1,2,0,0,1,2,1,0,0.254,0.31,0.497,0.807
2019-06-19,4,3,1,0,0,0,0,0,1,1,0.25,0.309,0.489,0.798
2019-06-21,5,5,1,2,0,0,0,1,0,0,0.254,0.311,0.486,0.797
2019-06-22,4,4,0,0,0,0,0,0,0,3,0.249,0.305,0.476,0.781
2019-06-23,4,2,1,1,0,0,0,1,1,0,0.251,0.309,0.476,0.785
2019-06-24,4,3,2,1,1,0,0,0,1,1,0.253,0.313,0.479,0.791
2019-06-25,4,4,0,1,0,0,0,1,0,1,0.253,0.311,0.474,0.786
2019-06-26,5,5,0,0,0,0,0,0,0,4,0.246,0.304,0.462,0.766
2019-06-28,4,4,1,2,0,0,1,2,0,1,0.251,0.308,0.478,0.786
2019-06-29,4,4,1,1,0,0,1,1,0,1,0.251,0.307,0.488,0.795
2019-06-30,4,4,0,0,0,0,0,0,0,1,0.246,0.301,0.479,0.78
2019-07-03,4,2,2,1,0,0,0,0,1,0,0.249,0.309,0.479,0.788
2019-07-03,5,5,0,0,0,0,0,0,0,2,0.243,0.303,0.468,0.77
2019-07-04,5,4,1,1,0,0,1,3,0,2,0.243,0.3,0.477,0.778
