PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,4,3,0,2,0,0,0,0,1,1,0.667,0.75,0.667,1.417
2018-03-30,3,3,0,0,0,0,0,0,0,2,0.333,0.429,0.333,0.762
2018-04-01,4,4,2,2,0,0,0,1,0,1,0.4,0.455,0.4,0.854
2018-04-02,8,6,2,3,1,0,1,2,2,0,0.438,0.526,0.688,1.214
2018-04-03,1,1,0,0,0,0,0,0,0,0,0.412,0.5,0.647,1.147
2018-04-04,3,3,0,0,0,0,0,0,0,3,0.35,0.435,0.55,0.985
2018-04-07,4,3,0,1,0,0,0,0,1,1,0.348,0.444,0.522,0.966
2018-04-08,5,5,0,1,0,0,0,0,0,2,0.321,0.406,0.464,0.87
2018-04-11,4,4,1,3,1,0,1,2,0,0,0.375,0.444,0.625,1.069
2018-04-13,5,4,1,1,0,0,0,0,0,1,0.361,0.439,0.583,1.022
2018-04-14,4,3,0,1,0,0,0,0,1,0,0.359,0.444,0.564,1.009
2018-04-16,5,4,1,2,1,0,1,5,1,0,0.372,0.46,0.651,1.111
2018-04-17,6,6,1,1,1,0,0,2,0,0,0.347,0.429,0.612,1.041
2018-04-18,6,5,1,2,1,0,0,1,1,0,0.352,0.435,0.611,1.047
2018-04-20,4,4,0,1,0,0,0,1,0,1,0.345,0.424,0.586,1.01
2018-04-21,4,2,1,1,0,0,0,0,1,1,0.35,0.443,0.583,1.026
2018-04-22,4,3,1,1,1,0,0,2,1,1,0.349,0.446,0.587,1.033
2018-04-23,4,4,0,0,0,0,0,0,0,1,0.328,0.423,0.552,0.975
2018-04-25,5,4,1,1,0,0,1,2,1,1,0.324,0.422,0.577,0.999
2018-04-27,5,5,1,1,1,0,0,1,0,1,0.316,0.409,0.566,0.975
2018-04-28,2,2,0,0,0,0,0,0,0,0,0.308,0.4,0.551,0.951
2018-04-28,4,4,0,1,0,0,0,0,0,1,0.305,0.394,0.537,0.93
2018-04-29,4,4,0,0,0,0,0,0,0,1,0.291,0.378,0.512,0.889
2018-04-30,4,3,2,3,2,0,0,1,0,0,0.315,0.402,0.551,0.952
2018-05-01,4,2,1,0,0,0,0,0,2,1,0.308,0.406,0.538,0.944
2018-05-02,4,2,0,0,0,0,0,1,1,1,0.301,0.4,0.527,0.927
2018-05-03,1,1,0,0,0,0,0,0,0,1,0.298,0.396,0.521,0.918
2018-05-04,4,4,0,0,0,0,0,0,0,2,0.286,0.383,0.5,0.883
2018-05-05,5,4,0,0,0,0,0,0,1,3,0.275,0.375,0.48,0.855
2018-05-06,1,1,0,0,0,0,0,0,0,0,0.272,0.372,0.476,0.848
2018-05-08,5,4,1,2,0,0,1,2,1,0,0.28,0.381,0.505,0.886
2018-05-09,4,3,1,1,0,0,0,0,1,0,0.282,0.385,0.5,0.885
2018-05-10,4,3,0,0,0,0,0,0,1,0,0.274,0.381,0.487,0.867
2018-05-11,4,3,0,0,0,0,0,0,1,1,0.267,0.377,0.474,0.851
2018-05-12,1,0,0,0,0,0,0,0,1,0,0.267,0.381,0.474,0.855
2018-05-13,4,4,1,2,0,0,1,1,0,0,0.275,0.385,0.5,0.885
2018-05-15,2,2,0,0,0,0,0,0,0,0,0.27,0.379,0.492,0.871
2018-05-16,4,4,2,2,0,0,1,2,0,1,0.278,0.383,0.516,0.898
2018-05-19,4,2,1,1,0,0,0,1,1,0,0.281,0.386,0.516,0.901
2018-05-19,5,5,0,0,0,0,0,0,0,3,0.271,0.373,0.496,0.87
2018-05-20,4,4,1,1,0,0,1,1,0,2,0.27,0.37,0.511,0.881
