PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,5,5,1,1,0,0,1,1,0,3,0.2,0.2,0.8,1.0
2018-03-30,4,4,0,0,0,0,0,0,0,3,0.111,0.111,0.444,0.556
2018-03-31,5,4,1,0,0,0,0,0,1,2,0.077,0.143,0.308,0.45
2018-04-02,4,3,0,1,0,0,0,0,1,2,0.125,0.222,0.313,0.535
2018-04-05,6,6,1,1,0,0,0,0,0,4,0.136,0.208,0.273,0.481
2018-04-06,1,1,0,1,0,0,0,0,0,0,0.174,0.24,0.304,0.544
2018-04-07,5,5,0,1,0,0,0,2,0,3,0.179,0.233,0.286,0.519
2018-04-10,5,4,0,0,0,0,0,0,1,1,0.156,0.229,0.25,0.479
2018-04-11,1,1,1,1,0,0,1,2,0,0,0.182,0.25,0.364,0.614
2018-04-12,4,4,0,2,1,0,0,0,0,0,0.216,0.275,0.405,0.68
2018-04-13,4,4,0,2,1,0,0,0,0,1,0.244,0.295,0.439,0.734
2018-04-14,4,4,0,0,0,0,0,0,0,3,0.222,0.271,0.4,0.671
2018-04-17,5,4,0,0,0,0,0,0,1,3,0.204,0.264,0.367,0.632
2018-04-19,0,0,0,0,0,0,0,0,0,0,0.204,0.264,0.367,0.632
2018-04-21,3,3,0,1,0,0,0,0,0,0,0.212,0.268,0.365,0.633
2018-04-22,2,2,0,1,0,0,0,0,0,0,0.222,0.276,0.37,0.646
2018-04-24,4,4,2,3,0,0,1,2,0,1,0.259,0.306,0.448,0.755
2018-04-25,4,3,1,0,0,0,0,0,1,3,0.246,0.303,0.426,0.729
2018-04-26,0,0,0,0,0,0,0,0,0,0,0.246,0.303,0.426,0.729
2018-04-27,4,4,0,1,0,0,0,0,0,2,0.246,0.3,0.415,0.715
2018-04-29,1,1,0,0,0,0,0,0,0,1,0.242,0.296,0.409,0.705
2018-04-30,3,3,0,1,0,0,0,0,0,1,0.246,0.297,0.406,0.703
2018-05-01,3,3,0,0,0,0,0,0,0,2,0.236,0.286,0.389,0.675
2018-05-02,1,1,0,0,0,0,0,0,0,1,0.233,0.282,0.384,0.666
2018-05-04,1,1,0,1,1,0,0,0,0,0,0.243,0.291,0.405,0.696
2018-05-05,1,1,0,0,0,0,0,0,0,0,0.24,0.288,0.4,0.688
2018-05-06,6,4,0,0,0,0,0,0,2,3,0.228,0.291,0.38,0.67
2018-05-07,5,5,2,2,0,0,2,5,0,2,0.238,0.297,0.452,0.749
2018-05-08,3,3,1,1,0,0,0,0,0,1,0.241,0.298,0.448,0.746
2018-05-09,5,4,1,0,0,0,0,0,1,3,0.231,0.293,0.429,0.722
2018-05-11,5,5,0,1,0,0,0,0,0,2,0.229,0.288,0.417,0.705
2018-05-13,4,3,0,1,1,0,0,1,1,2,0.232,0.296,0.424,0.72
2018-05-14,1,0,0,0,0,0,0,1,0,0,0.232,0.303,0.424,0.727
2018-05-15,0,0,0,0,0,0,0,0,0,0,0.232,0.303,0.424,0.727
2018-05-16,4,4,1,1,0,0,0,0,0,1,0.233,0.301,0.417,0.718
2018-05-18,5,2,0,1,1,0,0,0,3,1,0.238,0.322,0.429,0.751
2018-05-19,5,4,2,3,1,1,1,1,1,1,0.257,0.341,0.495,0.837
2018-05-19,5,3,2,1,0,0,1,1,2,1,0.259,0.352,0.518,0.869
2018-05-20,5,2,1,0,0,0,0,0,3,1,0.254,0.361,0.509,0.87
2018-05-22,1,1,1,1,0,0,1,1,0,0,0.261,0.366,0.539,0.905
2018-05-23,4,3,0,0,0,0,0,0,1,1,0.254,0.362,0.525,0.888
2018-05-25,4,2,2,0,0,0,0,0,2,2,0.25,0.366,0.517,0.883
2018-05-26,3,2,0,0,0,0,0,0,1,1,0.246,0.366,0.508,0.874
2018-05-28,1,1,0,0,0,0,0,0,0,1,0.244,0.363,0.504,0.867
2018-05-29,4,4,1,1,1,0,0,1,0,0,0.244,0.36,0.504,0.864
2018-05-31,4,4,0,0,0,0,0,0,0,2,0.237,0.351,0.489,0.839
2018-06-01,2,2,0,1,0,0,0,1,0,1,0.241,0.353,0.489,0.841
2018-06-02,4,3,0,1,0,0,0,0,1,2,0.243,0.356,0.485,0.842
2018-06-03,4,2,0,0,0,0,0,0,2,2,0.239,0.36,0.478,0.838
2018-06-05,1,1,0,0,0,0,0,0,0,0,0.237,0.358,0.475,0.832
2018-06-06,1,0,1,0,0,0,0,0,1,0,0.237,0.361,0.475,0.836
2018-06-07,3,3,0,0,0,0,0,0,0,3,0.232,0.355,0.465,0.82
2018-06-08,3,3,0,0,0,0,0,0,0,1,0.228,0.349,0.455,0.804
2018-06-09,4,2,0,1,0,0,0,0,2,0,0.231,0.358,0.456,0.814
2018-06-10,4,3,0,0,0,0,0,0,1,2,0.227,0.356,0.447,0.802
2018-06-13,4,4,0,1,0,0,0,0,0,1,0.227,0.353,0.442,0.795
2018-06-15,5,5,2,1,0,0,1,1,0,2,0.226,0.349,0.453,0.802
2018-06-16,5,4,0,2,1,0,0,1,1,1,0.233,0.356,0.46,0.816
2018-06-17,1,1,0,0,0,0,0,0,0,1,0.232,0.354,0.457,0.811
2018-06-19,5,5,0,0,0,0,0,0,0,1,0.225,0.345,0.444,0.789
2018-06-19,4,3,0,0,0,0,0,0,1,3,0.221,0.343,0.436,0.779
2018-06-21,4,4,0,1,0,0,0,0,0,1,0.222,0.341,0.432,0.773
2018-06-22,1,1,0,0,0,0,0,0,0,0,0.22,0.34,0.429,0.769
2018-06-23,4,2,0,2,0,0,0,0,2,0,0.229,0.352,0.436,0.788
2018-06-24,4,3,1,1,0,0,0,0,1,1,0.231,0.355,0.434,0.789
2018-06-25,3,3,0,2,0,0,0,0,0,1,0.238,0.359,0.438,0.797
2018-06-26,5,3,1,0,0,0,0,0,2,1,0.234,0.36,0.431,0.791
2018-06-27,4,4,1,2,0,0,0,0,0,1,0.24,0.362,0.432,0.795
2018-06-28,5,5,1,1,1,0,0,0,0,3,0.239,0.359,0.431,0.79
2018-06-29,4,2,0,1,0,0,0,0,2,1,0.241,0.366,0.432,0.798
2018-06-30,3,3,2,2,1,0,0,1,0,1,0.248,0.369,0.441,0.81
2018-07-01,5,4,2,3,0,0,1,1,1,0,0.257,0.378,0.461,0.839
2018-07-03,1,0,0,0,0,0,0,0,1,0,0.257,0.381,0.461,0.842
2018-07-04,4,4,0,0,0,0,0,0,0,2,0.252,0.375,0.452,0.827
2018-07-06,2,1,0,1,0,0,0,0,1,0,0.256,0.379,0.455,0.834
2018-07-07,5,4,0,0,0,0,0,0,1,3,0.251,0.376,0.447,0.822
2018-07-08,5,4,1,2,0,0,0,0,1,0,0.256,0.38,0.447,0.828
