PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,4,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2018-03-31,5,5,0,1,0,0,0,0,0,1,0.111,0.111,0.111,0.222
2018-04-01,5,4,0,1,0,0,0,0,1,1,0.154,0.214,0.154,0.368
2018-04-02,5,4,0,1,0,0,0,0,1,1,0.176,0.263,0.176,0.44
2018-04-03,4,3,1,0,0,0,0,0,1,3,0.15,0.261,0.15,0.411
2018-04-04,6,6,2,2,0,0,0,0,0,1,0.192,0.276,0.192,0.468
2018-04-06,4,3,1,0,0,0,0,0,1,1,0.172,0.273,0.172,0.445
2018-04-07,4,4,0,2,1,0,0,0,0,1,0.212,0.297,0.242,0.54
2018-04-08,4,3,0,0,0,0,0,0,0,0,0.194,0.275,0.222,0.497
2018-04-09,4,4,0,0,0,0,0,0,0,2,0.175,0.25,0.2,0.45
2018-04-10,4,4,0,0,0,0,0,0,0,1,0.159,0.229,0.182,0.411
2018-04-11,5,5,0,2,1,0,0,1,0,0,0.184,0.245,0.224,0.47
2018-04-12,5,4,3,2,1,0,1,3,0,0,0.208,0.276,0.321,0.597
2018-04-13,5,5,2,3,2,0,0,1,0,1,0.241,0.302,0.379,0.681
2018-04-17,5,5,1,1,0,0,1,2,0,1,0.238,0.294,0.413,0.707
2018-04-18,7,6,0,0,0,0,0,0,1,4,0.217,0.28,0.377,0.657
2018-04-20,5,4,0,0,0,0,0,0,1,2,0.205,0.275,0.356,0.631
2018-04-21,4,4,0,1,0,0,0,0,0,1,0.208,0.274,0.351,0.624
2018-04-22,5,5,1,2,0,0,0,1,0,0,0.22,0.281,0.354,0.635
2018-04-23,4,3,0,1,0,0,0,0,1,0,0.224,0.29,0.353,0.643
2018-04-24,4,2,0,0,0,0,0,0,1,0,0.218,0.292,0.345,0.636
2018-04-25,4,3,2,1,0,0,1,1,1,0,0.222,0.3,0.378,0.678
2018-04-26,5,3,1,0,0,0,0,0,1,2,0.215,0.305,0.366,0.67
2018-04-27,5,5,1,3,1,0,1,1,0,1,0.235,0.318,0.418,0.736
2018-04-28,4,4,0,0,0,0,0,0,0,1,0.225,0.307,0.402,0.709
2018-04-29,5,3,0,1,0,0,0,0,2,0,0.229,0.319,0.4,0.719
2018-04-30,5,5,2,3,0,0,0,1,0,1,0.245,0.331,0.409,0.74
2018-05-01,6,6,1,2,1,0,0,0,0,0,0.25,0.331,0.414,0.745
2018-05-02,5,5,3,3,0,0,1,1,0,0,0.264,0.341,0.446,0.787
2018-05-03,6,6,2,3,0,0,2,4,0,1,0.276,0.348,0.496,0.844
2018-05-03,6,6,1,2,1,0,0,2,0,1,0.278,0.347,0.496,0.843
2018-05-04,5,5,0,2,1,0,0,0,0,3,0.283,0.349,0.5,0.849
2018-05-05,4,3,1,1,0,0,1,1,1,0,0.284,0.353,0.518,0.87
2018-05-06,4,4,1,1,1,0,0,1,0,0,0.283,0.35,0.517,0.867
2018-05-08,4,4,1,2,1,0,1,1,0,0,0.289,0.354,0.544,0.897
2018-05-09,5,5,1,2,0,0,1,1,0,2,0.292,0.355,0.558,0.914
2018-05-11,5,3,1,1,0,0,0,0,2,0,0.293,0.362,0.554,0.916
2018-05-12,4,4,4,4,2,0,2,2,0,0,0.311,0.376,0.615,0.991
2018-05-13,5,4,1,3,1,0,0,1,0,0,0.321,0.388,0.624,1.012
2018-05-14,5,5,0,1,0,0,0,1,0,2,0.318,0.383,0.612,0.995
2018-05-15,5,1,1,0,0,0,0,0,4,1,0.316,0.394,0.608,1.002
2018-05-16,5,4,1,1,0,0,0,1,0,1,0.314,0.389,0.6,0.989
2018-05-18,5,5,0,0,0,0,0,0,0,2,0.306,0.379,0.583,0.963
2018-05-19,4,4,0,1,0,0,0,0,0,0,0.304,0.377,0.576,0.953
