PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-04-01,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2018-04-07,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2018-04-10,4,4,1,1,0,0,0,0,0,2,0.2,0.2,0.2,0.4
2018-04-13,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
2018-04-17,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
2018-04-18,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
2018-04-19,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
2018-04-20,3,3,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25
2018-04-25,1,1,1,0,0,0,0,0,0,0,0.111,0.111,0.111,0.222
2018-04-26,3,3,0,0,0,0,0,0,0,0,0.083,0.083,0.083,0.167
2018-04-29,3,3,0,1,0,0,0,0,0,2,0.133,0.133,0.133,0.267
2018-04-30,2,2,0,0,0,0,0,0,0,0,0.118,0.118,0.118,0.235
2018-05-02,0,0,0,0,0,0,0,0,0,0,0.118,0.118,0.118,0.235
2018-05-04,0,0,1,0,0,0,0,0,0,0,0.118,0.118,0.118,0.235
2018-05-06,4,4,0,1,0,0,0,0,0,1,0.143,0.143,0.143,0.286
2018-05-07,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286
2018-05-08,1,1,0,0,0,0,0,0,0,0,0.136,0.136,0.136,0.273
2018-05-09,1,1,0,0,0,0,0,0,0,1,0.13,0.13,0.13,0.261
2018-05-12,4,4,0,0,0,0,0,0,0,2,0.111,0.111,0.111,0.222
2018-05-12,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0.261
2018-05-15,0,0,0,0,0,0,0,0,0,0,0.111,0.111,0.111,0.222
2018-05-16,3,3,0,0,0,0,0,0,0,2,0.1,0.1,0.1,0.2
2018-05-17,1,1,1,0,0,0,0,0,0,0,0.097,0.097,0.097,0.194
2018-05-26,3,3,0,1,0,0,0,0,0,0,0.118,0.118,0.118,0.235
2018-05-27,0,0,0,0,0,0,0,0,0,0,0.118,0.118,0.118,0.235
2018-05-28,2,2,0,1,0,1,0,1,0,1,0.139,0.139,0.194,0.333
2018-05-31,4,4,1,3,1,1,0,3,0,1,0.2,0.2,0.325,0.525
2018-06-02,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.325,0.525
2018-06-04,4,4,0,0,0,0,0,0,0,1,0.182,0.182,0.295,0.477
2018-06-09,2,2,1,1,0,0,0,0,0,0,0.196,0.196,0.304,0.5
2018-06-13,4,4,1,2,0,0,0,1,0,0,0.22,0.22,0.32,0.54
2018-06-14,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.32,0.54
2018-06-15,4,4,0,1,0,0,0,1,0,1,0.222,0.222,0.315,0.537
2018-06-16,1,1,1,0,0,0,0,0,0,1,0.218,0.218,0.309,0.527
2018-06-19,4,4,1,1,0,0,0,0,0,0,0.22,0.22,0.305,0.525
2018-06-22,1,1,0,0,0,0,0,0,0,0,0.217,0.217,0.3,0.517
2018-06-24,1,1,0,0,0,0,0,0,0,0,0.213,0.213,0.295,0.508
2018-06-25,0,0,0,0,0,0,0,0,0,0,0.213,0.213,0.295,0.508
2018-06-26,4,4,1,1,0,0,0,0,0,0,0.215,0.215,0.292,0.508
2018-06-28,3,3,0,0,0,0,0,0,0,0,0.206,0.206,0.279,0.485
2018-06-30,0,0,0,0,0,0,0,0,0,0,0.206,0.206,0.279,0.485
2018-07-01,2,2,1,1,1,0,0,0,0,0,0.214,0.214,0.3,0.514
2018-07-03,1,1,0,0,0,0,0,0,0,1,0.211,0.211,0.296,0.507
2018-07-04,0,0,0,0,0,0,0,0,0,0,0.211,0.211,0.296,0.507
2018-07-05,4,4,0,2,0,0,0,1,0,0,0.227,0.227,0.307,0.533
2018-07-06,3,3,0,1,0,0,0,0,0,0,0.231,0.231,0.308,0.538
2018-07-07,1,1,0,1,0,0,0,0,0,0,0.241,0.241,0.316,0.557
2018-07-08,3,2,0,0,0,0,0,0,1,0,0.235,0.244,0.309,0.552
2018-07-09,5,5,1,2,0,0,0,0,0,2,0.244,0.253,0.314,0.567
2018-07-10,3,3,0,0,0,0,0,0,0,1,0.236,0.244,0.303,0.548
2018-07-14,3,3,0,0,0,0,0,0,0,1,0.228,0.237,0.293,0.53
2018-07-15,3,3,0,0,0,0,0,0,0,2,0.221,0.229,0.284,0.513
2018-07-20,0,0,0,0,0,0,0,0,0,0,0.221,0.229,0.284,0.513
2018-07-22,3,3,0,1,0,0,0,0,0,0,0.224,0.232,0.286,0.518
2018-07-23,4,4,0,1,0,0,0,0,0,1,0.225,0.233,0.284,0.517
2018-07-25,4,4,1,1,0,0,0,0,0,1,0.226,0.234,0.283,0.517
2018-07-27,4,4,1,0,0,0,0,0,0,1,0.218,0.225,0.273,0.498
2018-07-28,1,0,0,0,0,0,0,0,1,0,0.218,0.232,0.273,0.505
2018-07-29,3,3,0,1,0,0,0,0,0,0,0.221,0.235,0.274,0.509
2018-08-01,4,4,0,1,0,0,0,0,0,1,0.222,0.235,0.274,0.509
2018-08-04,0,0,0,0,0,0,0,0,0,0,0.222,0.235,0.274,0.509
2018-08-05,3,3,0,0,0,0,0,0,0,1,0.217,0.23,0.267,0.496
2018-08-06,3,3,0,1,0,0,0,0,0,0,0.22,0.232,0.268,0.5
2018-08-07,0,0,0,0,0,0,0,0,0,0,0.22,0.232,0.268,0.5
2018-08-11,4,4,0,1,0,0,0,0,0,1,0.22,0.233,0.268,0.5
2018-08-12,3,3,1,1,0,0,0,0,0,0,0.223,0.235,0.269,0.504
2018-08-13,4,3,2,1,0,0,0,1,1,0,0.226,0.243,0.271,0.513
2018-08-14,4,4,0,1,0,0,0,0,0,0,0.226,0.243,0.27,0.513
2018-08-15,4,4,0,0,0,0,0,0,0,2,0.22,0.236,0.262,0.498
2018-08-16,4,4,0,1,0,0,0,0,0,1,0.221,0.236,0.262,0.499
2018-08-17,1,0,0,0,0,0,0,0,1,0,0.221,0.242,0.262,0.504
2018-08-18,4,4,0,1,0,0,0,0,0,0,0.221,0.242,0.262,0.504
2018-08-19,1,1,0,1,0,0,0,0,0,0,0.227,0.247,0.267,0.513
2018-08-21,3,3,0,2,0,0,0,0,0,0,0.235,0.255,0.275,0.529
2018-08-22,4,4,0,0,0,0,0,0,0,1,0.229,0.248,0.268,0.516
2018-08-23,3,3,0,0,0,0,0,0,0,1,0.225,0.244,0.263,0.506
2018-08-24,4,4,2,1,1,0,0,0,0,2,0.226,0.244,0.268,0.512
2018-08-25,3,3,0,0,0,0,0,0,0,1,0.222,0.24,0.263,0.503
2018-08-26,4,4,0,0,0,0,0,0,0,0,0.216,0.234,0.257,0.492
2018-08-29,3,3,0,0,0,0,0,0,0,1,0.213,0.23,0.253,0.483
2018-08-31,1,1,0,0,0,0,0,0,0,1,0.211,0.229,0.251,0.48
2018-09-02,5,5,2,4,2,0,1,3,0,1,0.228,0.245,0.294,0.539
2018-09-03,3,3,0,1,0,1,0,0,0,1,0.23,0.246,0.306,0.552
2018-09-04,0,0,0,0,0,0,0,0,0,0,0.23,0.246,0.306,0.552
2018-09-05,1,1,0,0,0,0,0,0,0,1,0.228,0.245,0.304,0.549
2018-09-07,4,3,2,2,0,0,0,0,0,0,0.235,0.251,0.31,0.562
2018-09-08,4,4,2,2,0,0,0,0,0,0,0.241,0.256,0.314,0.57
2018-09-11,0,0,0,0,0,0,0,0,0,0,0.241,0.256,0.314,0.57
2018-09-12,4,3,1,0,0,0,0,0,1,1,0.237,0.256,0.309,0.566
2018-09-15,2,2,0,1,0,0,0,0,0,0,0.24,0.259,0.311,0.57
2018-09-16,4,4,1,0,0,0,0,0,0,0,0.235,0.254,0.305,0.559
2018-09-17,3,3,0,0,0,0,0,0,0,1,0.232,0.25,0.3,0.55
2018-09-18,0,0,1,0,0,0,0,0,0,0,0.232,0.25,0.3,0.55
2018-09-20,0,0,1,0,0,0,0,0,0,0,0.232,0.25,0.3,0.55
2018-09-21,0,0,0,0,0,0,0,0,0,0,0.232,0.25,0.3,0.55
2018-09-23,4,3,0,0,0,0,0,1,0,0,0.228,0.245,0.296,0.541
2018-09-25,0,0,1,0,0,0,0,0,0,0,0.228,0.245,0.296,0.541
2018-09-26,1,1,0,0,0,0,0,0,0,1,0.227,0.244,0.295,0.539
2018-09-28,4,4,0,0,0,0,0,0,0,1,0.223,0.24,0.289,0.529
2018-09-29,1,1,0,0,0,0,0,0,0,1,0.222,0.239,0.288,0.526
2019-05-01,1,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0
2019-05-19,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0
2019-05-29,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
2019-06-13,2,2,1,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0
2019-06-18,1,0,0,0,0,0,0,0,1,0,0.5,0.6,0.5,1.1
2019-06-28,5,5,0,0,0,0,0,0,0,0,0.222,0.3,0.222,0.522
2019-07-04,5,5,2,2,0,0,0,1,0,1,0.286,0.333,0.286,0.619
2019-07-05,5,5,0,1,0,0,0,0,0,0,0.263,0.3,0.263,0.563
2019-07-06,5,5,0,1,0,1,0,1,0,0,0.25,0.28,0.333,0.613
2019-07-07,5,3,2,0,0,0,0,0,2,2,0.222,0.3,0.296,0.596
2019-07-12,5,4,2,3,1,0,0,1,1,1,0.29,0.371,0.387,0.758
2019-07-13,4,4,0,0,0,0,0,0,0,1,0.257,0.333,0.343,0.676
2019-07-14,6,5,2,1,1,0,0,0,1,1,0.25,0.333,0.35,0.683
2019-07-15,5,5,0,2,0,0,0,0,0,1,0.267,0.34,0.356,0.696
2019-07-16,4,3,0,0,0,0,0,0,1,2,0.25,0.333,0.333,0.667
2019-07-17,4,4,0,1,0,0,0,0,0,2,0.25,0.328,0.327,0.654
2019-07-18,4,4,0,0,0,0,0,0,0,2,0.232,0.306,0.304,0.61
2019-07-30,4,4,1,2,1,0,0,0,0,1,0.25,0.318,0.333,0.652
2019-07-31,4,4,0,0,0,0,0,0,0,0,0.234,0.3,0.313,0.612
2019-08-02,4,4,0,0,0,0,0,0,0,0,0.221,0.284,0.294,0.578
2019-08-04,4,4,0,1,1,0,0,0,0,0,0.222,0.282,0.306,0.588
2019-08-05,4,4,0,2,0,0,0,0,0,0,0.237,0.293,0.316,0.608
2019-08-06,4,4,0,1,0,0,0,0,0,1,0.238,0.291,0.313,0.603
2019-08-07,4,3,1,0,0,0,0,0,1,0,0.229,0.289,0.301,0.59
2019-08-08,3,3,0,2,0,1,0,1,0,0,0.244,0.301,0.337,0.638
2019-08-09,5,5,0,2,0,0,0,0,0,2,0.253,0.306,0.341,0.647
2019-08-10,4,4,0,1,0,0,0,0,0,2,0.253,0.304,0.337,0.641
2019-08-14,4,4,0,2,0,0,0,2,0,2,0.263,0.311,0.343,0.655
2019-08-15,4,4,1,2,0,1,0,0,0,1,0.272,0.318,0.369,0.687
2019-08-16,4,4,0,1,1,0,0,0,0,2,0.271,0.316,0.374,0.69
2019-08-17,5,5,0,0,0,0,0,0,0,2,0.259,0.303,0.357,0.66
2019-08-18,5,4,2,2,2,0,0,1,1,1,0.267,0.315,0.379,0.694
2019-08-19,5,5,1,2,0,0,0,0,0,2,0.273,0.318,0.38,0.698
2019-08-20,5,4,2,2,0,0,1,1,1,1,0.28,0.328,0.408,0.736
2019-08-21,4,4,0,0,0,0,0,0,0,3,0.271,0.319,0.395,0.714
2019-08-22,4,4,0,1,0,0,0,0,0,3,0.271,0.317,0.391,0.708
2019-08-23,5,5,1,1,0,0,0,0,0,0,0.268,0.313,0.384,0.697
2019-08-24,5,5,0,3,0,0,0,2,0,0,0.28,0.322,0.392,0.714
2019-08-25,5,5,0,1,0,0,0,0,0,0,0.277,0.318,0.385,0.704
2019-08-27,4,4,0,0,0,0,0,0,0,1,0.27,0.311,0.375,0.686
2019-08-28,4,4,0,2,1,0,0,0,0,0,0.276,0.315,0.385,0.7
2019-08-29,4,4,0,1,0,0,0,0,0,1,0.275,0.314,0.381,0.695
2019-08-30,5,5,1,2,1,0,0,0,0,2,0.279,0.316,0.388,0.704
2019-08-31,5,5,2,3,0,0,0,1,0,0,0.288,0.324,0.394,0.718
