PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2019-05-28,4,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25
2019-05-29,3,3,0,0,0,0,0,0,0,2,0.286,0.286,0.429,0.714
2019-05-31,4,4,0,1,0,0,0,0,0,1,0.273,0.273,0.364,0.636
2019-06-01,4,3,1,1,0,0,1,1,1,2,0.286,0.333,0.571,0.905
2019-06-03,4,4,0,1,0,0,0,0,0,1,0.278,0.316,0.5,0.816
2019-06-05,4,3,1,1,0,0,1,2,1,0,0.286,0.348,0.619,0.967
2019-06-23,1,1,1,1,0,0,1,3,0,0,0.318,0.375,0.773,1.148
2019-06-24,1,1,0,0,0,0,0,0,0,0,0.304,0.36,0.739,1.099
2019-06-25,4,3,0,0,0,0,0,0,1,3,0.269,0.345,0.654,0.999
2019-07-27,4,3,1,3,2,0,1,6,0,0,0.345,0.394,0.862,1.256
2019-07-28,4,3,0,1,0,0,0,0,0,1,0.344,0.405,0.813,1.218
2019-07-29,3,3,1,1,1,0,0,0,0,1,0.343,0.4,0.8,1.2
2019-07-31,4,4,1,1,0,0,1,3,0,3,0.333,0.386,0.821,1.207
2019-08-01,4,4,1,2,1,0,1,4,0,1,0.349,0.396,0.884,1.28
2019-08-02,3,3,0,0,0,0,0,0,0,0,0.326,0.373,0.826,1.199
2019-08-03,4,3,1,1,1,0,0,0,1,1,0.327,0.382,0.816,1.198
2019-08-04,1,1,0,0,0,0,0,0,0,0,0.32,0.375,0.8,1.175
2019-08-05,5,4,0,1,0,0,0,0,1,0,0.315,0.377,0.759,1.136
2019-08-06,4,4,0,0,0,0,0,0,0,2,0.293,0.354,0.707,1.061
2019-08-07,1,1,1,1,0,0,0,0,0,0,0.305,0.364,0.712,1.076
2019-08-09,5,5,0,1,1,0,0,1,0,2,0.297,0.352,0.688,1.04
2019-08-11,4,3,1,2,1,0,1,3,0,0,0.313,0.36,0.746,1.106
2019-08-13,5,4,3,2,0,0,2,3,1,1,0.324,0.375,0.817,1.192
2019-08-15,5,2,2,1,0,0,0,0,2,0,0.329,0.4,0.808,1.208
2019-08-16,4,3,1,1,0,0,1,2,1,1,0.329,0.404,0.829,1.233
2019-08-18,4,4,1,1,0,0,0,0,0,2,0.325,0.398,0.8,1.198
2019-08-20,5,4,2,1,0,0,1,2,1,0,0.321,0.398,0.81,1.207
2019-08-21,4,4,1,1,0,0,1,1,0,2,0.318,0.392,0.818,1.21
2019-08-23,4,4,0,0,0,0,0,0,0,4,0.304,0.377,0.783,1.16
2019-08-24,4,3,0,1,0,0,0,0,1,0,0.305,0.382,0.768,1.15
2019-08-25,1,1,0,0,0,0,0,0,0,1,0.302,0.378,0.76,1.139
2019-08-26,4,4,0,0,0,0,0,0,0,2,0.29,0.365,0.73,1.095
2019-08-27,4,4,0,2,0,0,0,2,0,0,0.298,0.37,0.721,1.091
2019-08-28,1,1,0,1,0,0,0,0,0,0,0.305,0.375,0.724,1.099
2019-08-29,4,4,0,0,0,0,0,0,0,0,0.294,0.363,0.697,1.06
2019-08-30,1,1,0,0,0,0,0,0,0,1,0.291,0.36,0.691,1.051
2019-08-31,4,3,1,1,0,0,1,1,1,1,0.292,0.364,0.708,1.072
2019-09-02,5,4,1,0,0,0,0,0,1,3,0.282,0.358,0.684,1.042
2019-09-04,4,4,0,0,0,0,0,0,0,1,0.273,0.348,0.661,1.009
2019-09-06,4,4,0,0,0,0,0,0,0,3,0.264,0.338,0.64,0.978
2019-09-07,3,3,0,2,0,0,0,0,0,0,0.273,0.345,0.641,0.986
