PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-04-01,3,3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2018-04-04,3,3,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667
2018-04-06,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
2018-04-07,4,4,1,1,0,0,0,1,0,0,0.3,0.3,0.3,0.6
2018-04-08,6,5,0,3,0,0,0,3,1,1,0.4,0.438,0.4,0.838
2018-04-10,4,4,0,0,0,0,0,0,0,3,0.316,0.35,0.316,0.666
2018-04-16,0,0,0,0,0,0,0,0,0,0,0.316,0.35,0.316,0.666
2018-04-21,4,2,1,0,0,0,0,0,2,1,0.286,0.375,0.286,0.661
2018-04-22,3,3,0,1,1,0,0,2,0,0,0.292,0.37,0.333,0.704
2018-04-25,4,3,0,0,0,0,0,0,1,1,0.259,0.355,0.296,0.651
2018-04-30,2,2,0,1,0,0,0,0,0,0,0.276,0.364,0.31,0.674
2018-05-02,4,4,0,1,1,0,0,0,0,1,0.273,0.351,0.333,0.685
2018-05-05,3,2,2,1,1,0,0,1,1,1,0.286,0.375,0.371,0.746
2018-05-11,3,3,0,1,0,0,0,0,0,1,0.289,0.372,0.368,0.74
2018-05-20,5,5,2,3,1,0,1,2,0,0,0.326,0.396,0.488,0.884
2018-05-22,1,1,1,1,0,0,1,2,0,0,0.341,0.408,0.568,0.976
2018-05-23,4,3,1,1,0,0,0,2,1,2,0.34,0.415,0.553,0.968
2018-05-26,4,4,1,2,0,0,1,2,0,0,0.353,0.421,0.608,1.029
2018-05-30,3,2,2,1,0,0,0,0,1,0,0.358,0.433,0.604,1.037
2018-06-01,4,3,0,2,1,0,0,1,1,0,0.375,0.453,0.625,1.078
2018-06-04,4,3,1,1,0,0,1,3,1,0,0.373,0.456,0.661,1.117
2018-06-06,5,5,0,0,0,0,0,0,0,1,0.344,0.425,0.609,1.034
2018-06-12,3,2,0,1,0,0,0,1,0,0,0.348,0.421,0.606,1.027
2018-06-13,4,4,0,0,0,0,0,0,0,1,0.329,0.4,0.571,0.971
2018-06-18,4,4,0,1,0,0,0,0,0,0,0.324,0.393,0.554,0.947
