PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2019-04-07,3,3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2019-04-08,4,3,0,0,0,0,0,0,1,1,0.0,0.143,0.0,0.143
2019-04-13,4,4,0,0,0,0,0,0,0,1,0.0,0.091,0.0,0.091
2019-08-23,4,3,0,0,0,0,0,0,0,2,0.0,0.133,0.0,0.133
2020-07-24,2,2,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
2020-07-25,2,2,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
2020-07-28,3,3,0,2,1,0,0,0,0,0,0.286,0.286,0.429,0.714
2020-08-21,0,0,0,0,0,0,0,0,0,0,0.286,0.286,0.429,0.714
2020-08-22,0,0,0,0,0,0,0,0,0,0,0.286,0.286,0.429,0.714
2021-04-07,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-11,4,2,2,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333
2021-04-12,4,2,1,1,0,0,0,0,0,0,0.167,0.5,0.167,0.667
2021-04-13,1,1,0,0,0,0,0,0,0,0,0.143,0.455,0.143,0.597
2021-04-15,4,4,0,0,0,0,0,0,0,3,0.091,0.333,0.091,0.424
2021-04-17,1,1,0,0,0,0,0,0,0,1,0.083,0.313,0.083,0.396
2021-04-23,4,3,0,0,0,0,0,0,1,3,0.067,0.3,0.067,0.367
2021-04-25,2,2,0,0,0,0,0,0,0,1,0.059,0.273,0.059,0.332
2021-04-28,5,4,0,0,0,0,0,0,0,2,0.048,0.259,0.048,0.307
2021-04-30,3,2,1,0,0,0,0,0,1,2,0.043,0.267,0.043,0.31
2021-05-01,2,2,0,0,0,0,0,0,0,1,0.04,0.25,0.04,0.29
2021-08-02,4,4,0,0,0,0,0,0,0,2,0.034,0.222,0.034,0.257
2021-08-03,4,4,1,1,0,0,1,1,0,2,0.061,0.225,0.152,0.376
2021-08-04,3,3,0,1,1,0,0,0,0,2,0.083,0.233,0.194,0.427
2021-08-05,1,1,0,0,0,0,0,0,0,0,0.081,0.227,0.189,0.416
2021-08-06,1,1,0,0,0,0,0,0,0,1,0.079,0.222,0.184,0.406
2021-08-07,4,4,1,1,0,0,0,1,0,2,0.095,0.224,0.19,0.415
2021-08-08,4,3,1,1,0,0,1,3,1,0,0.111,0.245,0.267,0.512
2021-08-09,4,4,0,0,0,0,0,0,0,1,0.102,0.228,0.245,0.473
2021-08-10,1,1,0,0,0,0,0,0,0,1,0.1,0.224,0.24,0.464
2021-08-11,5,5,0,1,0,0,0,0,0,4,0.109,0.222,0.236,0.459
2021-08-13,5,3,2,1,0,0,1,3,2,1,0.121,0.25,0.293,0.543
2021-08-14,4,4,0,0,0,0,0,0,0,2,0.113,0.236,0.274,0.51
2021-08-16,2,2,0,0,0,0,0,0,0,2,0.109,0.23,0.266,0.495
2021-08-17,3,3,0,0,0,0,0,0,0,2,0.104,0.221,0.254,0.474
2021-08-18,5,4,2,1,0,0,0,0,0,2,0.113,0.232,0.254,0.485
2021-08-19,4,4,0,1,0,0,0,0,0,2,0.12,0.233,0.253,0.486
2021-08-20,4,3,1,0,0,0,0,0,1,3,0.115,0.233,0.244,0.477
2021-08-21,4,4,1,1,0,0,0,0,0,3,0.122,0.234,0.244,0.478
2021-08-24,3,3,0,0,0,0,0,0,0,2,0.118,0.227,0.235,0.462
2021-08-26,1,1,0,0,0,0,0,0,0,1,0.116,0.224,0.233,0.457
2021-08-27,3,3,0,0,0,0,0,0,0,0,0.112,0.218,0.225,0.442
2021-08-28,4,3,0,1,0,0,0,0,1,1,0.12,0.229,0.228,0.457
2021-09-04,3,2,0,0,0,0,0,0,1,0,0.117,0.231,0.223,0.455
2021-09-05,4,4,0,1,0,0,0,0,0,3,0.122,0.232,0.224,0.457
2021-09-07,1,1,0,0,0,0,0,0,0,1,0.121,0.23,0.222,0.452
2021-09-08,4,4,0,2,1,0,0,1,0,1,0.136,0.239,0.243,0.482
2021-09-09,0,0,0,0,0,0,0,0,0,0,0.136,0.239,0.243,0.482
2021-09-10,4,4,0,0,0,0,0,0,0,4,0.131,0.231,0.234,0.465
2021-09-12,4,3,0,0,0,0,0,0,1,1,0.127,0.232,0.227,0.459
2021-09-13,4,3,0,1,1,0,0,2,1,2,0.133,0.24,0.239,0.479
2021-09-14,3,2,0,0,0,0,0,0,0,2,0.13,0.242,0.235,0.477
2021-09-19,4,4,0,0,0,0,0,0,0,3,0.126,0.235,0.227,0.462
2021-09-21,1,1,0,0,0,0,0,0,0,1,0.125,0.234,0.225,0.459
2021-09-22,2,2,0,0,0,0,0,0,0,1,0.123,0.23,0.221,0.452
2021-09-25,0,0,0,0,0,0,0,0,0,0,0.123,0.23,0.221,0.452
2021-09-26,3,2,0,0,0,0,0,0,0,2,0.121,0.232,0.218,0.45
2021-09-29,3,3,0,2,1,0,0,1,0,0,0.134,0.241,0.236,0.478
2021-09-30,1,0,0,0,0,0,0,0,1,0,0.134,0.247,0.236,0.483
2021-10-01,1,1,0,1,0,0,0,0,0,0,0.141,0.252,0.242,0.494
2021-10-02,3,2,0,0,0,0,0,0,1,1,0.138,0.253,0.238,0.492
2021-10-03,1,1,0,0,0,0,0,0,0,1,0.137,0.252,0.237,0.488
