PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-04-08,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0
2018-04-10,1,1,0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.5
2018-04-11,1,1,0,0,0,0,0,0,0,1,0.0,0.333,0.0,0.333
2018-04-14,1,1,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25
2018-04-15,1,1,0,0,0,0,0,0,0,1,0.0,0.2,0.0,0.2
2018-04-18,1,1,0,0,0,0,0,0,0,0,0.0,0.167,0.0,0.167
2018-04-20,1,1,0,1,1,0,0,1,0,0,0.167,0.286,0.333,0.619
2018-04-22,1,1,0,0,0,0,0,0,0,1,0.143,0.25,0.286,0.536
2018-04-24,1,0,0,0,0,0,0,0,1,0,0.143,0.333,0.286,0.619
2018-04-25,1,1,0,0,0,0,0,0,0,0,0.125,0.3,0.25,0.55
2018-04-26,0,0,0,0,0,0,0,0,0,0,0.125,0.3,0.25,0.55
2018-04-28,5,4,0,0,0,0,0,0,1,2,0.083,0.267,0.167,0.433
2018-04-30,1,1,0,0,0,0,0,0,0,1,0.077,0.25,0.154,0.404
2018-05-01,1,1,1,1,0,0,1,1,0,0,0.143,0.294,0.429,0.723
2018-05-02,1,1,0,0,0,0,0,0,0,1,0.133,0.278,0.4,0.678
2018-05-16,1,1,0,0,0,0,0,0,0,1,0.125,0.263,0.375,0.638
2018-06-10,1,1,1,1,0,0,0,0,0,0,0.176,0.3,0.412,0.712
2018-06-29,1,1,0,0,0,0,0,0,0,1,0.167,0.286,0.389,0.675
2018-06-30,1,1,0,0,0,0,0,0,0,1,0.158,0.273,0.368,0.641
2018-07-01,5,5,1,2,0,0,0,0,0,1,0.208,0.296,0.375,0.671
2018-08-28,1,1,0,0,0,0,0,0,0,0,0.2,0.286,0.36,0.646
2018-08-29,1,1,0,0,0,0,0,0,0,1,0.192,0.276,0.346,0.622
2018-08-30,1,1,0,0,0,0,0,0,0,0,0.185,0.267,0.333,0.6
2018-09-01,1,1,1,1,0,0,1,1,0,0,0.214,0.29,0.464,0.755
2018-09-03,1,1,0,0,0,0,0,0,0,1,0.207,0.281,0.448,0.73
2018-09-06,1,1,1,1,1,0,0,0,0,0,0.233,0.303,0.5,0.803
2018-09-08,1,1,0,0,0,0,0,0,0,0,0.226,0.294,0.484,0.778
2018-09-09,1,1,0,0,0,0,0,0,0,1,0.219,0.286,0.469,0.754
2018-09-10,1,1,0,0,0,0,0,0,0,0,0.212,0.278,0.455,0.732
2018-09-11,1,1,0,0,0,0,0,0,0,0,0.206,0.27,0.441,0.711
2018-09-13,1,1,0,0,0,0,0,0,0,0,0.2,0.263,0.429,0.692
2018-09-14,3,3,0,0,0,0,0,0,0,1,0.184,0.244,0.395,0.639
2018-09-15,1,1,0,0,0,0,0,0,0,1,0.179,0.238,0.385,0.623
2018-09-18,2,2,0,0,0,0,0,0,0,1,0.171,0.227,0.366,0.593
2018-09-19,4,4,1,1,0,0,1,3,0,1,0.178,0.229,0.422,0.651
2018-09-23,1,1,0,0,0,0,0,0,0,0,0.174,0.224,0.413,0.638
2018-09-24,4,3,0,0,0,0,0,0,0,2,0.163,0.226,0.388,0.614
2019-03-28,4,4,2,2,1,0,1,2,0,0,0.5,0.5,1.5,2.0
2019-03-29,1,1,1,1,0,0,1,3,0,0,0.6,0.6,2.0,2.6
2019-03-31,2,2,0,1,0,0,0,0,0,1,0.571,0.571,1.571,2.143
2019-04-01,5,4,1,2,1,0,0,0,1,1,0.545,0.583,1.273,1.856
2019-04-02,4,4,1,1,0,0,1,1,0,0,0.467,0.5,1.2,1.7
2019-04-03,4,4,0,0,0,0,0,0,0,1,0.368,0.4,0.947,1.347
2019-04-05,5,4,1,0,0,0,0,0,1,2,0.304,0.36,0.783,1.143
2019-04-06,3,3,0,0,0,0,0,0,0,0,0.269,0.321,0.692,1.014
2019-04-07,3,3,0,1,1,0,0,0,0,2,0.276,0.323,0.69,1.012
2019-04-09,4,4,1,1,0,0,0,0,0,1,0.273,0.314,0.636,0.951
2019-04-10,4,4,0,0,0,0,0,0,0,4,0.243,0.282,0.568,0.85
2019-04-11,1,0,0,0,0,0,0,0,1,0,0.243,0.3,0.568,0.868
2019-04-12,3,2,0,0,0,0,0,0,1,0,0.231,0.302,0.538,0.841
2019-04-13,5,4,0,0,0,0,0,0,1,3,0.209,0.292,0.488,0.78
2019-04-14,4,4,1,3,1,0,1,1,0,0,0.255,0.327,0.596,0.923
2019-04-16,5,4,2,3,0,0,1,2,1,0,0.294,0.368,0.667,1.035
2019-04-17,5,4,0,1,0,0,0,0,1,3,0.291,0.371,0.636,1.007
2019-04-18,5,5,1,2,1,0,1,2,0,3,0.3,0.373,0.683,1.056
2019-04-19,4,4,0,2,0,0,0,0,0,2,0.313,0.38,0.672,1.052
2019-04-20,5,4,1,4,1,0,0,0,1,0,0.353,0.421,0.706,1.127
2019-04-22,4,4,1,1,0,0,1,2,0,0,0.347,0.413,0.722,1.135
2019-04-23,4,4,0,0,0,0,0,0,0,2,0.329,0.393,0.684,1.077
2019-04-24,5,5,0,2,1,0,0,1,0,1,0.333,0.393,0.679,1.072
2019-04-25,4,4,1,2,2,0,0,1,0,1,0.341,0.398,0.694,1.092
2019-04-26,5,4,1,0,0,0,0,0,1,0,0.326,0.388,0.663,1.051
2019-04-27,4,4,0,0,0,0,0,0,0,3,0.312,0.373,0.634,1.007
2019-04-28,7,5,1,2,1,0,0,0,2,1,0.316,0.385,0.633,1.018
2019-04-30,4,3,0,0,0,0,0,0,1,2,0.307,0.381,0.614,0.994
2019-05-01,3,3,1,1,0,0,0,0,0,1,0.308,0.379,0.606,0.985
2019-05-03,5,4,1,1,1,0,0,0,1,2,0.306,0.38,0.602,0.982
2019-05-04,5,5,1,2,2,0,0,1,0,1,0.31,0.381,0.611,0.992
2019-05-05,5,5,1,2,1,0,0,0,0,1,0.314,0.382,0.61,0.992
2019-05-06,4,3,0,0,0,0,0,0,1,2,0.306,0.378,0.595,0.973
2019-05-07,4,4,0,0,0,0,0,0,0,3,0.296,0.367,0.576,0.943
2019-05-09,5,4,1,1,0,1,0,0,1,0,0.295,0.368,0.581,0.95
2019-05-10,4,3,0,0,0,0,0,0,1,1,0.288,0.365,0.568,0.933
2019-05-11,4,3,0,1,0,0,0,0,0,1,0.289,0.368,0.563,0.931
2019-05-12,5,5,0,1,0,0,0,0,0,3,0.286,0.363,0.55,0.913
2019-05-13,4,4,2,2,1,0,1,1,0,2,0.292,0.366,0.576,0.943
2019-05-14,3,3,0,0,0,0,0,0,0,1,0.286,0.36,0.565,0.924
2019-05-15,4,4,0,0,0,0,0,1,0,1,0.278,0.351,0.55,0.901
2019-05-17,3,3,0,0,0,0,0,0,0,1,0.273,0.345,0.539,0.884
2019-05-18,4,4,0,1,0,0,0,0,0,1,0.272,0.343,0.532,0.874
2019-05-19,4,2,1,1,0,0,0,0,2,0,0.275,0.352,0.531,0.883
2019-05-20,4,4,0,0,0,0,0,0,0,3,0.268,0.344,0.518,0.863
2019-05-21,4,4,0,1,0,0,0,0,0,1,0.268,0.342,0.512,0.854
2019-05-22,4,4,0,0,0,0,0,0,0,2,0.262,0.335,0.5,0.835
2019-05-24,5,4,1,0,0,0,0,0,1,4,0.256,0.332,0.489,0.82
2019-05-26,4,3,0,0,0,0,0,0,0,0,0.251,0.33,0.48,0.81
2019-05-27,5,5,0,0,0,0,0,0,0,0,0.245,0.322,0.467,0.789
2019-05-28,4,4,0,0,0,0,0,0,0,1,0.239,0.316,0.457,0.773
2019-05-29,1,1,0,1,0,0,0,0,0,0,0.243,0.319,0.46,0.779
2019-05-30,5,5,2,2,0,0,1,2,0,1,0.247,0.321,0.474,0.795
2019-05-31,4,3,2,3,0,0,1,2,1,0,0.259,0.333,0.497,0.831
2019-06-01,5,5,0,0,0,0,0,0,0,3,0.252,0.326,0.485,0.811
2019-06-02,4,4,1,2,1,0,0,1,0,0,0.257,0.329,0.49,0.819
2019-06-03,3,3,1,1,0,0,1,1,0,1,0.258,0.329,0.502,0.831
2019-06-04,4,4,0,1,0,0,0,0,0,0,0.258,0.328,0.498,0.825
2019-06-05,4,4,0,0,0,0,0,0,0,2,0.253,0.322,0.488,0.811
2019-06-07,4,4,1,2,1,0,0,1,0,0,0.258,0.325,0.493,0.818
2019-06-08,4,3,1,1,0,0,0,0,1,1,0.259,0.328,0.491,0.819
2019-06-09,5,3,1,0,0,0,0,0,2,0,0.256,0.329,0.485,0.814
2019-06-10,5,3,1,0,0,0,0,0,2,1,0.252,0.331,0.478,0.809
2019-06-11,1,1,0,0,0,0,0,0,0,0,0.251,0.329,0.476,0.806
2019-06-12,3,3,0,1,0,0,0,1,0,1,0.252,0.33,0.474,0.804
2019-06-13,4,4,0,0,0,0,0,0,0,1,0.248,0.325,0.466,0.791
2019-06-14,1,0,0,0,0,0,0,0,1,0,0.248,0.327,0.466,0.794
2019-06-15,4,4,1,2,0,0,1,1,0,0,0.252,0.33,0.479,0.809
2019-06-16,5,5,0,1,0,0,0,0,0,1,0.251,0.327,0.474,0.801
2019-06-18,3,3,0,1,1,0,0,0,0,1,0.252,0.327,0.476,0.803
2019-06-19,4,4,1,2,0,0,0,0,0,1,0.256,0.33,0.476,0.806
2019-06-20,3,2,1,1,0,0,1,2,1,1,0.258,0.333,0.488,0.822
2019-06-21,4,4,1,1,0,0,0,0,0,1,0.258,0.332,0.485,0.817
2019-06-22,4,4,0,1,0,0,0,1,0,1,0.258,0.331,0.481,0.812
2019-06-23,4,4,0,3,1,0,0,1,0,1,0.265,0.337,0.489,0.826
2019-06-24,4,3,2,2,0,0,1,3,1,0,0.269,0.342,0.502,0.844
2019-06-25,4,4,0,0,0,0,0,0,0,2,0.265,0.338,0.495,0.832
