PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2021-05-13,4,4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
2021-05-14,4,4,2,3,2,0,1,3,0,1,0.375,0.375,1.0,1.375
2021-05-15,5,5,0,0,0,0,0,0,0,3,0.231,0.231,0.615,0.846
2021-05-16,5,5,0,0,0,0,0,0,0,0,0.167,0.167,0.444,0.611
2021-05-17,4,4,0,1,0,0,0,0,0,1,0.182,0.182,0.409,0.591
2021-05-18,4,3,0,0,0,0,0,0,1,0,0.16,0.192,0.36,0.552
2021-05-19,4,3,0,1,0,0,0,0,0,1,0.179,0.233,0.357,0.59
2021-05-21,4,3,0,0,0,0,0,0,1,0,0.161,0.235,0.323,0.558
2021-05-22,5,5,0,0,0,0,0,0,0,1,0.139,0.205,0.278,0.483
2021-05-23,1,1,0,0,0,0,0,0,0,0,0.135,0.2,0.27,0.47
2021-05-24,5,4,2,1,0,0,1,1,1,0,0.146,0.222,0.341,0.564
2021-05-25,5,5,0,2,0,0,0,1,0,1,0.174,0.24,0.348,0.588
2021-05-26,5,5,0,0,0,0,0,1,0,0,0.157,0.218,0.314,0.532
2021-05-27,4,4,0,0,0,0,0,0,0,2,0.145,0.203,0.291,0.494
2021-05-28,4,3,1,0,0,0,0,0,1,1,0.138,0.206,0.276,0.482
2021-05-29,4,4,0,0,0,0,0,0,0,2,0.129,0.194,0.258,0.452
2021-05-30,4,3,0,0,0,0,0,0,1,0,0.123,0.197,0.246,0.443
2021-05-31,5,3,1,0,0,0,0,0,2,3,0.118,0.211,0.235,0.446
2021-06-01,4,4,0,0,0,0,0,0,0,3,0.111,0.2,0.222,0.422
2021-06-03,4,3,1,0,0,0,0,0,1,3,0.107,0.202,0.213,0.416
2021-06-04,4,4,0,0,0,0,0,0,0,2,0.101,0.193,0.203,0.396
2021-06-05,4,4,0,0,0,0,0,0,0,1,0.096,0.185,0.193,0.378
2021-06-06,0,0,0,0,0,0,0,0,0,0,0.096,0.185,0.193,0.378
2021-07-16,4,4,0,1,0,0,0,0,0,2,0.103,0.188,0.195,0.383
2021-07-17,5,5,0,1,0,0,0,0,0,2,0.109,0.188,0.196,0.384
2021-07-18,4,4,0,1,0,0,0,0,0,2,0.115,0.19,0.198,0.388
2021-07-20,4,4,0,0,0,0,0,0,0,2,0.11,0.183,0.19,0.374
2021-07-21,3,3,0,0,0,0,0,0,0,1,0.107,0.179,0.184,0.363
2021-07-22,4,3,0,0,0,0,0,0,1,2,0.104,0.181,0.179,0.36
2021-07-23,3,3,0,0,0,0,0,0,0,2,0.101,0.176,0.174,0.351
2021-07-24,4,2,1,0,0,0,0,0,2,1,0.099,0.187,0.171,0.358
2021-07-25,4,4,0,1,0,0,0,0,0,1,0.104,0.189,0.174,0.363
2021-07-26,4,3,1,0,0,0,0,0,1,3,0.102,0.191,0.169,0.36
2021-07-27,4,4,1,2,0,0,0,2,0,2,0.115,0.2,0.18,0.38
2021-07-28,5,4,0,0,0,0,0,1,1,2,0.111,0.2,0.175,0.375
2021-07-30,5,5,2,2,0,0,1,4,0,0,0.122,0.207,0.206,0.413
2021-07-31,4,4,0,0,0,0,0,0,0,0,0.119,0.201,0.2,0.401
2021-08-01,4,2,0,1,0,0,0,0,2,0,0.124,0.216,0.204,0.42
2021-08-02,5,4,0,2,0,0,0,1,1,1,0.135,0.228,0.213,0.441
2021-08-03,4,4,1,1,0,0,1,1,0,1,0.138,0.228,0.234,0.463
2021-08-04,4,4,0,0,0,0,0,0,0,2,0.134,0.223,0.228,0.451
2021-08-05,4,3,2,2,0,0,1,1,1,0,0.145,0.235,0.257,0.492
2021-08-06,4,4,0,0,0,0,0,0,0,0,0.141,0.23,0.25,0.48
2021-08-07,4,4,1,2,2,0,0,0,0,1,0.15,0.236,0.269,0.505
2021-08-08,4,4,0,1,0,0,0,0,0,2,0.152,0.236,0.268,0.505
2021-08-10,5,4,0,0,0,0,0,0,1,0,0.149,0.235,0.262,0.497
2021-08-11,4,3,1,1,1,0,0,1,1,0,0.152,0.241,0.269,0.51
2021-08-12,3,2,0,0,0,0,0,1,0,0,0.15,0.237,0.266,0.503
2021-08-13,4,3,1,1,1,0,0,1,1,0,0.153,0.242,0.273,0.515
2021-08-14,4,4,1,1,0,0,1,1,0,0,0.156,0.243,0.289,0.532
2021-08-15,4,3,0,0,0,0,0,0,1,2,0.153,0.243,0.284,0.527
2021-08-17,4,3,0,0,0,0,0,0,1,0,0.151,0.243,0.28,0.522
2021-08-18,3,1,1,0,0,0,0,0,1,0,0.15,0.249,0.278,0.527
2021-08-20,4,4,0,0,0,0,0,0,0,4,0.147,0.244,0.272,0.516
2021-08-21,4,4,0,0,0,0,0,0,0,1,0.144,0.24,0.267,0.506
2021-08-22,4,4,0,0,0,0,0,0,0,2,0.141,0.236,0.261,0.497
2021-08-23,4,4,0,1,0,0,0,0,0,1,0.143,0.236,0.261,0.497
2021-08-24,4,4,1,2,1,0,0,2,0,0,0.15,0.24,0.271,0.511
2021-08-26,4,4,0,1,0,0,0,0,0,2,0.152,0.241,0.27,0.511
