PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-07-24,4,4,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
2018-07-26,4,4,0,1,0,0,0,0,0,3,0.125,0.125,0.125,0.25
2018-07-27,2,2,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2
2018-07-28,2,2,1,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333
2018-07-29,4,4,0,1,0,0,0,0,0,1,0.188,0.188,0.188,0.375
2018-07-30,3,3,0,0,0,0,0,0,0,1,0.158,0.158,0.158,0.316
2018-07-31,4,4,0,3,1,0,0,2,0,1,0.261,0.261,0.304,0.565
2018-08-02,3,3,0,1,0,0,0,0,0,1,0.269,0.269,0.308,0.577
2018-08-03,3,3,1,1,0,0,0,0,0,1,0.276,0.276,0.31,0.586
2018-08-04,4,4,0,0,0,0,0,0,0,2,0.242,0.242,0.273,0.515
2018-08-05,3,3,0,0,0,0,0,0,0,0,0.222,0.222,0.25,0.472
2018-08-06,3,3,0,1,1,0,0,0,0,0,0.231,0.231,0.282,0.513
2018-08-07,3,3,0,0,0,0,0,0,0,0,0.214,0.214,0.262,0.476
2018-08-08,3,3,0,0,0,0,0,0,0,0,0.2,0.2,0.244,0.444
2018-08-10,4,4,0,0,0,0,0,0,0,0,0.184,0.184,0.224,0.408
2018-08-11,5,4,1,1,0,0,0,0,0,2,0.189,0.189,0.226,0.415
2018-08-12,4,4,0,0,0,0,0,0,0,0,0.175,0.175,0.211,0.386
2018-08-13,3,3,0,0,0,0,0,0,0,0,0.167,0.167,0.2,0.367
2018-08-14,4,4,2,2,0,0,0,0,0,1,0.188,0.188,0.219,0.406
2018-08-15,3,3,0,0,0,0,0,0,0,1,0.179,0.179,0.209,0.388
2018-08-17,4,4,0,0,0,0,0,0,0,2,0.169,0.169,0.197,0.366
2018-08-18,2,2,0,0,0,0,0,0,0,0,0.164,0.164,0.192,0.356
2018-08-21,5,4,0,0,0,0,0,0,0,2,0.156,0.156,0.182,0.338
2018-08-22,4,4,2,2,0,0,0,0,0,2,0.173,0.173,0.198,0.37
2018-08-24,2,2,0,0,0,0,0,0,0,0,0.169,0.169,0.193,0.361
2018-08-25,3,2,0,0,0,0,0,0,0,2,0.165,0.165,0.188,0.353
2018-08-26,2,2,0,0,0,0,0,0,0,1,0.161,0.161,0.184,0.345
