Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-11,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2021-04-28,5,2,1,0,0,0,0,1,2,0,0.0,0.4,0.0,0.4
2,2021-04-30,4,3,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333
3,April,10,6,1,0,0,0,0,1,3,0,0.0,0.333,0.0,0.333
4,2021-05-01,4,2,0,0,0,0,0,1,1,1,0.0,0.308,0.0,0.308
5,2021-05-02,4,4,1,2,0,0,1,1,0,1,0.167,0.353,0.417,0.77
6,2021-05-04,4,3,0,0,0,0,0,0,1,0,0.133,0.333,0.333,0.667
7,2021-05-05,4,4,0,1,0,0,0,1,0,2,0.158,0.32,0.316,0.636
8,2021-05-07,4,3,1,2,0,0,1,4,1,0,0.227,0.379,0.5,0.879
9,2021-05-08,3,3,0,0,0,0,0,0,0,2,0.2,0.344,0.44,0.784
10,2021-05-09,4,3,0,0,0,0,0,0,0,2,0.179,0.333,0.393,0.726
11,2021-05-10,4,4,0,0,0,0,0,0,0,0,0.156,0.3,0.344,0.644
12,2021-05-11,1,1,0,0,0,0,0,0,0,0,0.152,0.293,0.333,0.626
13,2021-05-12,1,1,0,0,0,0,0,0,0,0,0.147,0.286,0.324,0.609
14,2021-05-13,1,1,0,0,0,0,0,0,0,1,0.143,0.279,0.314,0.593
15,2021-05-14,4,4,0,1,0,0,0,0,0,0,0.154,0.277,0.308,0.584
16,2021-05-15,2,2,0,0,0,0,0,0,0,2,0.146,0.265,0.293,0.558
17,2021-05-16,4,4,0,0,0,0,0,0,0,1,0.133,0.245,0.267,0.512
18,2021-05-20,4,4,0,1,0,0,0,0,0,2,0.143,0.246,0.265,0.511
19,2021-05-21,1,1,0,0,0,0,0,0,0,1,0.14,0.241,0.26,0.501
20,2021-05-25,1,1,0,0,0,0,0,0,0,1,0.137,0.237,0.255,0.492
21,2021-05-26,4,2,1,0,0,0,0,0,2,0,0.132,0.254,0.245,0.499
22,2021-05-27,4,2,0,0,0,0,0,0,2,1,0.127,0.269,0.236,0.505
23,2021-05-28,3,3,0,0,0,0,0,0,0,1,0.121,0.257,0.224,0.481
24,2021-05-29,4,3,0,0,0,0,0,0,1,1,0.115,0.257,0.213,0.47
25,May,65,55,3,7,0,0,2,7,8,19,0.127,0.246,0.236,0.482
26,2021-06-01,4,4,0,1,0,0,0,0,0,2,0.123,0.256,0.215,0.472
27,2021-06-02,4,2,0,0,0,0,0,0,2,1,0.119,0.268,0.209,0.477
28,2021-06-03,4,3,0,0,0,0,0,0,1,0,0.114,0.267,0.2,0.467
29,2021-06-05,5,4,0,1,1,0,0,1,0,1,0.122,0.264,0.216,0.48
30,2021-06-06,4,4,0,1,0,0,0,0,0,0,0.128,0.263,0.218,0.481
31,2021-06-07,5,4,0,2,1,0,0,1,1,2,0.146,0.28,0.244,0.524
32,2021-06-08,4,3,0,0,0,0,0,0,1,2,0.141,0.279,0.235,0.514
33,2021-06-09,4,3,0,1,0,0,0,0,1,2,0.148,0.287,0.239,0.526
34,2021-06-11,4,2,1,0,0,0,0,0,2,1,0.144,0.295,0.233,0.528
35,2021-06-12,4,4,0,0,0,0,0,0,0,1,0.138,0.284,0.223,0.508
36,2021-06-13,4,3,1,1,0,0,0,0,1,1,0.144,0.292,0.227,0.518
37,2021-06-14,3,3,0,1,0,0,0,0,0,2,0.15,0.293,0.23,0.523
38,2021-06-15,4,4,0,0,0,0,0,0,0,3,0.144,0.283,0.221,0.505
39,June,53,43,2,8,2,0,0,2,9,18,0.186,0.321,0.233,0.553
40,2021-07-16,1,1,0,0,0,0,0,0,0,0,0.143,0.281,0.219,0.5
41,2021-07-17,1,1,0,0,0,0,0,0,0,0,0.142,0.279,0.217,0.496
42,2021-07-18,1,1,0,1,1,0,0,0,0,0,0.15,0.285,0.234,0.518
43,2021-07-19,1,1,0,0,0,0,0,0,0,1,0.148,0.282,0.231,0.514
44,2021-07-20,4,3,1,1,0,0,0,0,1,0,0.153,0.289,0.234,0.523
