Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,2,1,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5
1,2021-04-03,3,2,0,0,0,0,0,0,1,1,0.0,0.4,0.0,0.4
2,2021-04-05,1,1,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333
3,2021-04-07,4,3,1,0,0,0,0,0,1,1,0.0,0.3,0.0,0.3
4,2021-04-09,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.3
5,2021-04-10,1,1,0,0,0,0,0,0,0,0,0.0,0.273,0.0,0.273
6,2021-04-11,0,0,0,0,0,0,0,0,0,0,0.0,0.273,0.0,0.273
7,2021-04-13,4,4,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.2
8,2021-04-14,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2
9,2021-04-15,1,1,0,0,0,0,0,0,0,0,0.0,0.188,0.0,0.188
10,2021-04-16,1,1,0,1,1,0,0,0,0,0,0.071,0.235,0.143,0.378
11,April,17,14,1,1,1,0,0,0,3,6,0.071,0.235,0.143,0.378
12,2021-05-10,2,2,0,0,0,0,0,0,0,1,0.063,0.211,0.125,0.336
13,2021-05-11,1,1,0,0,0,0,0,0,0,0,0.059,0.2,0.118,0.318
14,2021-05-12,4,3,0,1,0,0,0,0,1,1,0.1,0.25,0.15,0.4
15,2021-05-13,3,3,0,0,0,0,0,0,0,1,0.087,0.222,0.13,0.353
16,2021-05-14,1,1,0,0,0,0,0,0,0,1,0.083,0.214,0.125,0.339
17,2021-05-15,4,4,1,1,1,0,0,0,0,1,0.107,0.219,0.179,0.397
18,2021-05-18,1,1,0,0,0,0,0,0,0,0,0.103,0.212,0.172,0.384
19,2021-05-19,4,3,0,0,0,0,0,0,1,0,0.094,0.216,0.156,0.372
20,2021-05-20,4,4,2,1,0,0,0,0,0,2,0.111,0.22,0.167,0.386
21,2021-05-21,4,4,0,2,0,0,0,0,0,2,0.15,0.244,0.2,0.444
22,2021-05-22,4,4,0,0,0,0,0,0,0,2,0.136,0.224,0.182,0.406
23,2021-05-25,3,2,1,2,1,0,0,1,1,0,0.174,0.269,0.239,0.508
24,2021-05-26,4,4,0,2,1,1,0,0,0,2,0.2,0.286,0.32,0.606
25,2021-05-27,4,4,0,0,0,0,0,0,0,1,0.185,0.267,0.296,0.563
26,2021-05-29,4,2,1,1,0,0,0,1,1,0,0.196,0.281,0.304,0.585
27,2021-05-29,3,3,0,0,0,0,0,0,0,0,0.186,0.269,0.288,0.557
28,May,50,45,5,10,3,1,0,2,4,14,0.222,0.28,0.333,0.613
29,2021-06-01,5,4,0,0,0,0,0,1,0,2,0.175,0.25,0.27,0.52
30,2021-06-03,4,4,0,1,0,0,0,0,0,0,0.179,0.25,0.269,0.519
31,2021-06-04,2,2,1,1,1,0,0,0,0,0,0.188,0.256,0.29,0.546
32,2021-06-05,2,2,0,0,0,0,0,0,0,1,0.183,0.25,0.282,0.532
33,2021-06-06,4,3,0,1,1,0,0,0,1,0,0.189,0.262,0.297,0.559
34,2021-06-08,1,1,0,0,0,0,0,0,0,0,0.187,0.259,0.293,0.552
35,2021-06-09,1,0,0,0,0,0,0,0,1,0,0.187,0.267,0.293,0.561
36,2021-06-10,1,1,0,0,0,0,0,0,0,1,0.184,0.264,0.289,0.554
37,2021-06-11,3,3,1,1,0,0,1,1,0,1,0.19,0.267,0.329,0.596
38,2021-06-12,1,1,0,0,0,0,0,0,0,0,0.188,0.264,0.325,0.589
39,2021-06-13,4,4,0,3,2,0,0,0,0,0,0.214,0.284,0.369,0.653
40,2021-06-14,1,1,0,0,0,0,0,0,0,0,0.212,0.281,0.365,0.646
41,2021-06-15,4,4,0,2,0,0,0,0,0,1,0.225,0.29,0.371,0.661
42,2021-06-16,4,4,0,1,0,0,0,0,0,1,0.226,0.288,0.366,0.654
43,2021-06-18,1,1,0,0,0,0,0,0,0,0,0.223,0.286,0.362,0.647
44,2021-06-19,4,3,1,1,0,0,0,0,1,1,0.227,0.294,0.361,0.654
45,2021-06-20,4,2,0,0,0,0,0,0,1,1,0.222,0.295,0.354,0.648
46,2021-06-23,3,3,0,1,0,0,0,0,0,2,0.225,0.296,0.353,0.649
47,2021-06-24,5,4,0,0,0,0,0,0,1,1,0.217,0.292,0.34,0.631
48,2021-06-25,4,4,0,0,0,0,0,0,0,1,0.209,0.282,0.327,0.61
49,2021-06-26,1,1,0,0,0,0,0,0,0,0,0.207,0.28,0.324,0.604
50,2021-06-27,4,3,2,3,0,0,1,2,1,0,0.228,0.302,0.368,0.671
51,2021-06-28,3,3,0,0,0,0,0,0,0,1,0.222,0.295,0.359,0.654
52,2021-06-29,3,3,0,0,0,0,0,0,0,1,0.217,0.289,0.35,0.639
53,2021-06-30,4,4,0,0,0,0,0,0,0,3,0.21,0.281,0.339,0.619
54,June,73,65,5,15,4,0,2,4,6,18,0.231,0.292,0.385,0.676
55,2021-07-01,4,4,1,1,0,0,1,1,0,1,0.211,0.28,0.359,0.639
56,2021-07-02,4,3,1,1,1,0,0,0,1,1,0.214,0.286,0.366,0.652
57,2021-07-03,4,4,2,2,0,0,1,1,0,1,0.222,0.291,0.393,0.684
58,2021-07-04,4,3,1,1,0,0,0,0,1,0,0.225,0.297,0.391,0.688
59,2021-07-05,5,5,3,3,1,0,2,6,0,1,0.238,0.306,0.448,0.754
60,2021-07-06,4,3,0,1,0,0,0,0,1,1,0.24,0.311,0.445,0.756
61,2021-07-07,1,1,0,1,0,0,0,0,0,0,0.245,0.315,0.449,0.764
62,2021-07-09,5,4,1,1,0,0,0,0,1,1,0.245,0.318,0.444,0.761
63,2021-07-10,4,4,0,0,0,0,0,0,0,2,0.239,0.31,0.432,0.743
64,2021-07-10,3,1,0,0,0,0,0,0,2,0,0.237,0.316,0.429,0.746
65,2021-07-11,5,4,0,1,0,0,0,0,1,0,0.238,0.319,0.425,0.744
66,2021-07-16,4,4,0,1,0,0,0,0,0,2,0.238,0.317,0.421,0.738
67,2021-07-17,5,5,1,1,0,0,0,0,0,3,0.237,0.314,0.414,0.728
68,2021-07-18,5,3,1,2,1,0,0,0,2,0,0.244,0.327,0.424,0.751
69,2021-07-19,3,3,0,1,1,0,0,0,0,2,0.246,0.327,0.429,0.755
70,2021-07-20,5,5,1,1,0,0,0,1,0,2,0.244,0.324,0.422,0.746
71,2021-07-21,1,1,0,0,0,0,0,0,0,1,0.243,0.322,0.42,0.742
72,2021-07-23,4,3,1,0,0,0,0,0,1,0,0.239,0.321,0.413,0.734
73,2021-07-24,5,5,1,3,1,0,0,1,0,0,0.249,0.327,0.423,0.75
74,2021-07-25,1,1,0,0,0,0,0,0,0,0,0.247,0.326,0.421,0.747
