Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-14,4,4,0,1,0,0,0,0,0,3,0.25,0.25,0.25,0.5
1,2021-04-21,3,3,0,1,0,0,0,0,0,0,0.286,0.286,0.286,0.571
2,2021-04-23,4,4,1,1,0,0,0,0,0,2,0.273,0.273,0.273,0.546
3,2021-04-24,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
4,2021-04-25,4,4,0,1,0,0,0,1,0,1,0.25,0.25,0.25,0.5
5,2021-04-27,4,3,0,1,0,0,0,0,1,0,0.263,0.3,0.263,0.563
6,April,20,19,1,5,0,0,0,1,1,6,0.263,0.3,0.263,0.563
7,2021-05-29,4,4,1,1,0,0,0,0,0,2,0.261,0.292,0.261,0.552
8,2021-05-31,4,4,0,0,0,0,0,1,0,2,0.222,0.25,0.222,0.472
9,May,8,8,1,1,0,0,0,1,0,4,0.125,0.125,0.125,0.25
0,2021-04-14,4,4,0,1,0,0,0,0,0,3,0.25,0.25,0.25,0.5
1,2021-04-21,3,3,0,1,0,0,0,0,0,0,0.286,0.286,0.286,0.571
2,2021-04-23,4,4,1,1,0,0,0,0,0,2,0.273,0.273,0.273,0.546
3,2021-04-24,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
4,2021-04-25,4,4,0,1,0,0,0,1,0,1,0.25,0.25,0.25,0.5
5,2021-04-27,4,3,0,1,0,0,0,0,1,0,0.263,0.3,0.263,0.563
6,April,20,19,1,5,0,0,0,1,1,6,0.263,0.3,0.263,0.563
7,2021-05-29,4,4,1,1,0,0,0,0,0,2,0.261,0.292,0.261,0.552
8,2021-05-31,4,4,0,0,0,0,0,1,0,2,0.222,0.25,0.222,0.472
9,May,8,8,1,1,0,0,0,1,0,4,0.125,0.125,0.125,0.25
0,2021-04-14,4,4,0,1,0,0,0,0,0,3,0.25,0.25,0.25,0.5
1,2021-04-21,3,3,0,1,0,0,0,0,0,0,0.286,0.286,0.286,0.571
2,2021-04-23,4,4,1,1,0,0,0,0,0,2,0.273,0.273,0.273,0.546
3,2021-04-24,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
4,2021-04-25,4,4,0,1,0,0,0,1,0,1,0.25,0.25,0.25,0.5
5,2021-04-27,4,3,0,1,0,0,0,0,1,0,0.263,0.3,0.263,0.563
6,April,20,19,1,5,0,0,0,1,1,6,0.263,0.3,0.263,0.563
7,2021-05-29,4,4,1,1,0,0,0,0,0,2,0.261,0.292,0.261,0.552
8,2021-05-31,4,4,0,0,0,0,0,1,0,2,0.222,0.25,0.222,0.472
9,May,8,8,1,1,0,0,0,1,0,4,0.125,0.125,0.125,0.25
0,2021-04-14,4,4,0,1,0,0,0,0,0,3,0.25,0.25,0.25,0.5
1,2021-04-21,3,3,0,1,0,0,0,0,0,0,0.286,0.286,0.286,0.571
2,2021-04-23,4,4,1,1,0,0,0,0,0,2,0.273,0.273,0.273,0.546
3,2021-04-24,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
4,2021-04-25,4,4,0,1,0,0,0,1,0,1,0.25,0.25,0.25,0.5
5,2021-04-27,4,3,0,1,0,0,0,0,1,0,0.263,0.3,0.263,0.563
6,April,20,19,1,5,0,0,0,1,1,6,0.263,0.3,0.263,0.563
7,2021-05-29,4,4,1,1,0,0,0,0,0,2,0.261,0.292,0.261,0.552
8,2021-05-31,4,4,0,0,0,0,0,1,0,2,0.222,0.25,0.222,0.472
9,May,8,8,1,1,0,0,0,1,0,4,0.125,0.125,0.125,0.25
