PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2021-04-01,4,4,0,2,1,0,0,0,0,1,0.5,0.5,0.75,1.25
2021-04-03,4,3,0,2,0,0,0,1,0,1,0.571,0.625,0.714,1.339
2021-04-04,4,4,1,1,0,0,0,1,0,0,0.455,0.5,0.545,1.045
2021-04-05,4,4,0,1,0,0,0,1,0,2,0.4,0.438,0.467,0.904
2021-04-06,5,4,3,3,0,1,0,4,0,0,0.474,0.476,0.632,1.108
2021-04-07,4,2,0,1,0,0,0,3,0,1,0.476,0.48,0.619,1.099
2021-04-09,4,4,0,0,0,0,0,0,0,1,0.4,0.414,0.52,0.934
2021-04-10,4,4,0,1,0,0,0,1,0,1,0.379,0.394,0.483,0.877
2021-04-12,3,2,0,0,0,0,0,0,0,0,0.355,0.389,0.452,0.84
2021-04-13,4,3,1,1,0,0,0,0,1,1,0.353,0.4,0.441,0.841
2021-04-14,3,2,0,0,0,0,0,0,1,0,0.333,0.395,0.417,0.812
2021-04-16,4,4,1,1,0,0,0,0,0,1,0.325,0.383,0.4,0.783
2021-04-17,5,4,0,0,0,0,0,0,1,3,0.295,0.365,0.364,0.729
2021-04-18,2,2,0,0,0,0,0,0,0,2,0.283,0.352,0.348,0.7
2021-04-20,4,3,1,0,0,0,0,0,1,2,0.265,0.345,0.327,0.671
2021-04-21,3,2,0,0,0,0,0,1,0,0,0.255,0.328,0.314,0.642
2021-04-22,5,4,1,1,0,0,1,1,1,1,0.255,0.333,0.364,0.697
2021-04-23,4,4,1,1,0,1,0,1,0,0,0.254,0.329,0.39,0.718
2021-04-24,3,3,0,1,0,0,0,0,0,0,0.258,0.329,0.387,0.716
2021-04-25,2,1,0,0,0,0,0,0,0,0,0.254,0.333,0.381,0.714
2021-04-26,4,4,0,0,0,0,0,0,0,3,0.239,0.316,0.358,0.675
2021-05-04,3,2,0,0,0,0,0,0,1,2,0.232,0.317,0.348,0.665
2021-05-05,4,3,0,0,0,0,0,0,1,1,0.222,0.314,0.333,0.647
2021-05-08,4,4,0,0,0,0,0,0,0,1,0.211,0.3,0.316,0.616
2021-05-10,1,0,0,0,0,0,0,0,0,0,0.211,0.308,0.316,0.624
2021-05-12,1,1,0,0,0,0,0,0,0,0,0.208,0.304,0.312,0.616
2021-05-13,4,4,2,2,0,0,1,3,0,0,0.222,0.313,0.358,0.67
2021-05-14,4,4,1,2,1,0,1,2,0,1,0.235,0.32,0.412,0.732
2021-05-15,5,3,0,1,0,0,0,0,2,0,0.239,0.333,0.409,0.742
2021-05-16,4,2,1,0,0,0,0,0,1,0,0.233,0.339,0.4,0.739
2021-05-17,4,4,0,0,0,0,0,0,0,0,0.223,0.327,0.383,0.71
2021-05-18,4,4,0,1,0,0,0,0,0,0,0.224,0.325,0.378,0.702
2021-05-19,3,3,0,0,0,0,0,0,0,1,0.218,0.317,0.366,0.683
2021-05-20,4,4,0,1,0,0,0,0,0,1,0.219,0.315,0.362,0.676
2021-05-21,4,3,0,1,0,0,0,1,1,1,0.222,0.32,0.361,0.681
2021-05-22,3,3,0,1,0,0,0,0,0,0,0.225,0.321,0.36,0.681
2021-05-25,3,2,0,0,0,0,0,0,1,0,0.221,0.321,0.354,0.675
2021-05-26,4,3,0,1,0,0,0,0,1,1,0.224,0.326,0.353,0.68
2021-05-28,4,2,0,1,0,0,0,0,1,0,0.229,0.338,0.356,0.694
2021-05-29,3,3,0,0,0,0,0,0,0,2,0.223,0.331,0.347,0.678
2021-05-30,4,4,0,2,0,0,0,1,0,2,0.232,0.336,0.352,0.688
