Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
1,2021-04-04,1,1,0,1,1,0,0,2,0,0,0.5,0.5,1.0,1.5
2,2021-04-05,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0
3,2021-04-06,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75
4,2021-04-07,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.4,0.6
5,2021-04-09,1,1,1,1,0,0,0,0,0,0,0.333,0.333,0.5,0.833
6,2021-04-11,2,1,0,0,0,0,0,0,0,0,0.286,0.375,0.429,0.804
7,2021-04-13,1,1,0,1,0,0,0,1,0,0,0.375,0.444,0.5,0.944
8,2021-04-16,1,1,0,0,0,0,0,0,0,1,0.333,0.4,0.444,0.844
9,2021-04-20,1,1,0,0,0,0,0,0,0,0,0.3,0.364,0.4,0.764
10,2021-04-21,2,1,1,1,1,0,0,1,1,0,0.364,0.462,0.545,1.007
11,2021-04-22,2,2,1,2,1,0,0,0,0,0,0.462,0.533,0.692,1.226
12,2021-04-23,4,3,1,1,0,0,0,0,1,1,0.438,0.526,0.625,1.151
13,2021-04-25,4,4,0,0,0,0,0,0,0,1,0.35,0.435,0.5,0.935
14,2021-04-26,5,2,1,0,0,0,0,0,3,0,0.318,0.464,0.455,0.919
15,2021-04-27,4,4,0,0,0,0,0,0,0,3,0.269,0.406,0.385,0.791
16,2021-04-28,1,1,0,0,0,0,0,0,0,1,0.259,0.394,0.37,0.764
17,2021-04-30,0,0,0,0,0,0,0,0,0,0,0.259,0.394,0.37,0.764
18,April,33,27,5,7,3,0,0,4,5,10,0.259,0.394,0.37,0.764
19,2021-05-01,1,1,0,0,0,0,0,0,0,1,0.25,0.382,0.357,0.74
20,2021-05-02,1,1,0,0,0,0,0,0,0,1,0.241,0.371,0.345,0.716
21,2021-05-04,2,2,0,0,0,0,0,0,0,2,0.226,0.351,0.323,0.674
22,2021-05-05,1,1,0,1,0,0,0,0,0,0,0.25,0.368,0.344,0.712
