Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-04,3,3,1,1,0,0,1,1,0,1,0.333,0.333,1.333,1.667
1,2021-04-05,4,4,1,2,0,0,1,4,0,1,0.429,0.429,1.286,1.714
2,2021-04-06,1,1,0,1,0,0,0,1,0,0,0.5,0.5,1.25,1.75
3,2021-04-07,3,3,0,1,0,1,0,1,0,0,0.455,0.455,1.182,1.636
4,2021-04-09,3,2,0,0,0,0,0,0,1,1,0.385,0.429,1.0,1.429
5,2021-04-10,3,3,0,0,0,0,0,0,0,1,0.313,0.353,0.813,1.165
6,2021-04-12,4,3,1,2,1,0,1,2,0,0,0.368,0.381,1.0,1.381
7,2021-04-13,4,4,1,2,0,0,1,1,0,2,0.391,0.4,1.043,1.443
8,2021-04-14,4,4,1,1,1,0,0,1,0,2,0.37,0.379,0.963,1.342
9,2021-04-15,4,4,0,0,0,0,0,0,0,3,0.323,0.333,0.839,1.172
10,2021-04-16,3,3,0,0,0,0,0,0,0,3,0.294,0.306,0.765,1.07
11,2021-04-18,4,4,0,0,0,0,0,0,0,2,0.263,0.275,0.684,0.959
12,2021-04-21,2,2,1,1,1,0,0,1,0,0,0.275,0.286,0.7,0.986
13,2021-04-22,4,4,0,2,1,1,0,1,0,2,0.295,0.304,0.75,1.054
14,2021-04-23,3,2,0,0,0,0,0,0,1,2,0.283,0.306,0.717,1.024
15,2021-04-24,4,4,0,0,0,0,0,0,0,3,0.26,0.283,0.66,0.943
16,2021-04-26,4,4,0,1,0,1,0,0,0,2,0.259,0.281,0.667,0.947
17,2021-04-27,4,4,0,0,0,0,0,0,0,1,0.241,0.262,0.621,0.883
18,2021-04-29,2,2,0,0,0,0,0,0,0,1,0.233,0.254,0.6,0.854
19,2021-04-30,3,3,0,0,0,0,0,0,0,2,0.222,0.242,0.571,0.814
20,April,66,63,6,14,4,3,4,13,2,29,0.222,0.242,0.571,0.814
21,2021-05-01,4,3,0,0,0,0,0,0,1,2,0.212,0.243,0.545,0.788
22,2021-05-02,3,3,0,0,0,0,0,0,0,2,0.203,0.233,0.522,0.755
23,2021-05-05,0,0,1,0,0,0,0,0,0,0,0.203,0.233,0.522,0.755
24,2021-05-06,5,4,0,0,0,0,0,1,1,1,0.192,0.231,0.493,0.724
25,2021-05-07,4,4,0,1,1,0,0,0,0,1,0.195,0.232,0.494,0.725
26,2021-05-08,0,0,0,0,0,0,0,0,0,0,0.195,0.232,0.494,0.725
27,2021-05-11,5,2,2,2,0,0,0,1,3,0,0.215,0.276,0.506,0.782
28,2021-05-13,4,3,0,0,0,0,0,1,0,1,0.207,0.264,0.488,0.752
29,2021-05-14,1,1,0,0,0,0,0,0,0,1,0.205,0.261,0.482,0.743
30,2021-05-15,5,3,1,2,0,0,0,0,2,0,0.221,0.289,0.488,0.777
31,2021-05-17,0,0,0,0,0,0,0,0,0,0,0.221,0.289,0.488,0.777
32,2021-05-18,4,4,1,1,0,0,0,1,0,3,0.222,0.287,0.478,0.765
33,2021-05-22,4,3,1,3,1,0,0,2,1,0,0.247,0.314,0.505,0.82
34,2021-05-24,1,0,0,0,0,0,0,0,1,0,0.247,0.321,0.505,0.826
35,2021-05-25,4,3,0,1,0,1,0,0,1,0,0.25,0.327,0.521,0.848
36,2021-05-26,3,2,0,0,0,0,0,0,1,1,0.245,0.327,0.51,0.838
