Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,3,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
1,2021-04-02,4,4,1,1,0,0,0,0,0,1,0.143,0.143,0.143,0.286
2,2021-04-03,3,3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
3,2021-04-04,1,1,1,1,0,0,0,0,0,0,0.182,0.182,0.182,0.364
4,2021-04-05,4,4,0,1,0,0,0,1,0,1,0.2,0.2,0.2,0.4
5,2021-04-08,5,5,1,2,0,0,0,0,0,1,0.25,0.25,0.25,0.5
6,2021-04-09,1,0,0,0,0,0,0,0,1,0,0.25,0.286,0.25,0.536
7,April,21,20,3,5,0,0,0,1,1,6,0.25,0.286,0.25,0.536
0,2021-04-01,3,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
1,2021-04-02,4,4,1,1,0,0,0,0,0,1,0.143,0.143,0.143,0.286
2,2021-04-03,3,3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
3,2021-04-04,1,1,1,1,0,0,0,0,0,0,0.182,0.182,0.182,0.364
4,2021-04-05,4,4,0,1,0,0,0,1,0,1,0.2,0.2,0.2,0.4
5,2021-04-08,5,5,1,2,0,0,0,0,0,1,0.25,0.25,0.25,0.5
6,2021-04-09,1,0,0,0,0,0,0,0,1,0,0.25,0.286,0.25,0.536
7,April,21,20,3,5,0,0,0,1,1,6,0.25,0.286,0.25,0.536
0,2021-04-01,3,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
1,2021-04-02,4,4,1,1,0,0,0,0,0,1,0.143,0.143,0.143,0.286
2,2021-04-03,3,3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
3,2021-04-04,1,1,1,1,0,0,0,0,0,0,0.182,0.182,0.182,0.364
4,2021-04-05,4,4,0,1,0,0,0,1,0,1,0.2,0.2,0.2,0.4
5,2021-04-08,5,5,1,2,0,0,0,0,0,1,0.25,0.25,0.25,0.5
6,2021-04-09,1,0,0,0,0,0,0,0,1,0,0.25,0.286,0.25,0.536
7,April,21,20,3,5,0,0,0,1,1,6,0.25,0.286,0.25,0.536
0,2021-04-01,3,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
1,2021-04-02,4,4,1,1,0,0,0,0,0,1,0.143,0.143,0.143,0.286
2,2021-04-03,3,3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
3,2021-04-04,1,1,1,1,0,0,0,0,0,0,0.182,0.182,0.182,0.364
4,2021-04-05,4,4,0,1,0,0,0,1,0,1,0.2,0.2,0.2,0.4
5,2021-04-08,5,5,1,2,0,0,0,0,0,1,0.25,0.25,0.25,0.5
6,2021-04-09,1,0,0,0,0,0,0,0,1,0,0.25,0.286,0.25,0.536
7,April,21,20,3,5,0,0,0,1,1,6,0.25,0.286,0.25,0.536
