Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,4,4,0,2,0,0,0,3,0,1,0.5,0.5,0.5,1.0
1,2021-04-03,4,4,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5
2,2021-04-05,4,2,0,1,0,0,0,2,1,1,0.3,0.333,0.3,0.633
3,2021-04-06,3,3,1,1,0,0,1,2,0,0,0.308,0.333,0.538,0.872
4,2021-04-09,3,3,0,1,0,0,0,0,0,1,0.313,0.333,0.5,0.833
5,2021-04-10,0,0,0,0,0,0,0,0,0,0,0.313,0.333,0.5,0.833
6,2021-04-11,4,4,0,0,0,0,0,0,0,0,0.25,0.273,0.4,0.673
7,2021-04-12,4,4,0,1,1,0,0,1,0,0,0.25,0.269,0.417,0.686
8,2021-04-13,1,1,0,0,0,0,0,0,0,1,0.24,0.259,0.4,0.659
9,2021-04-14,3,2,0,0,0,0,0,0,1,0,0.222,0.267,0.37,0.637
10,2021-04-16,3,2,0,0,0,0,0,0,1,2,0.207,0.273,0.345,0.618
11,2021-04-17,3,3,0,0,0,0,0,0,0,3,0.188,0.25,0.313,0.562
12,2021-04-18,3,2,0,0,0,0,0,0,1,0,0.176,0.256,0.294,0.55
13,2021-04-19,3,2,0,1,0,0,0,0,1,1,0.194,0.286,0.306,0.591
14,2021-04-21,4,4,1,1,1,0,0,1,0,2,0.2,0.283,0.325,0.608
15,2021-04-22,1,1,0,1,0,0,0,0,0,0,0.22,0.298,0.341,0.639
16,2021-04-23,4,3,0,0,0,0,0,0,1,2,0.205,0.294,0.318,0.612
17,2021-04-24,4,4,0,1,0,0,0,0,0,2,0.208,0.291,0.313,0.603
18,2021-04-25,5,4,1,2,0,0,0,2,1,2,0.231,0.317,0.327,0.644
19,2021-04-27,3,3,0,1,0,0,0,0,0,1,0.236,0.317,0.327,0.645
20,2021-04-28,5,3,2,1,0,0,0,0,2,0,0.241,0.338,0.328,0.666
21,2021-04-30,4,3,0,0,0,0,0,0,1,0,0.23,0.333,0.311,0.645
22,April,72,61,5,14,2,0,1,11,10,22,0.23,0.333,0.311,0.645
23,2021-05-02,4,4,0,0,0,0,0,0,0,3,0.215,0.316,0.292,0.608
24,2021-05-05,4,4,2,1,0,0,1,1,0,0,0.217,0.313,0.333,0.646
25,2021-05-07,1,1,0,0,0,0,0,0,0,1,0.214,0.309,0.329,0.637
26,2021-05-09,5,5,2,2,1,0,0,0,0,1,0.227,0.314,0.347,0.661
27,2021-05-12,3,2,1,1,0,0,1,4,1,0,0.234,0.326,0.39,0.716
28,2021-05-12,1,1,0,1,0,0,0,1,0,0,0.244,0.333,0.397,0.731
29,2021-05-15,5,3,0,1,0,0,0,0,1,0,0.247,0.347,0.395,0.742
30,2021-05-17,4,4,0,1,1,0,0,2,0,1,0.247,0.343,0.4,0.743
31,2021-05-19,3,2,0,0,0,0,0,0,1,0,0.241,0.343,0.391,0.734
32,2021-05-21,0,0,0,0,0,0,0,0,0,0,0.241,0.343,0.391,0.734
33,2021-05-23,4,3,1,0,0,0,0,1,0,1,0.233,0.34,0.378,0.717
34,2021-05-25,4,3,1,0,0,0,0,0,1,1,0.226,0.336,0.366,0.702
35,2021-05-26,4,4,0,2,0,0,0,1,0,1,0.237,0.342,0.371,0.713
