Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,4,4,0,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5
1,2021-04-02,4,4,0,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5
2,2021-04-05,4,3,1,2,0,0,0,0,1,1,0.364,0.417,0.364,0.78
3,2021-04-06,6,5,0,1,0,0,0,1,0,3,0.313,0.389,0.313,0.701
4,2021-04-07,4,4,1,1,1,0,0,0,0,1,0.3,0.364,0.35,0.714
5,2021-04-09,5,5,1,1,0,0,0,1,0,3,0.28,0.333,0.32,0.653
6,2021-04-10,5,5,1,3,0,0,1,1,0,1,0.333,0.375,0.467,0.842
7,2021-04-11,5,5,1,1,0,0,1,2,0,1,0.314,0.351,0.514,0.866
8,2021-04-12,4,3,0,0,0,0,0,0,1,2,0.289,0.341,0.474,0.815
9,2021-04-13,4,3,2,2,0,0,0,0,0,0,0.317,0.378,0.488,0.866
10,2021-04-14,4,4,0,0,0,0,0,0,0,2,0.289,0.347,0.444,0.791
11,2021-04-15,5,4,0,0,0,0,0,0,1,0,0.265,0.333,0.408,0.742
12,2021-04-16,5,4,1,1,1,0,0,1,1,0,0.264,0.339,0.415,0.754
13,2021-04-17,4,4,0,0,0,0,0,0,0,3,0.246,0.317,0.386,0.703
14,2021-04-19,4,4,0,1,0,0,0,0,0,2,0.246,0.313,0.377,0.69
15,2021-04-20,6,6,1,3,0,0,0,0,0,3,0.269,0.329,0.388,0.717
16,2021-04-21,1,1,0,1,1,0,0,1,0,0,0.279,0.338,0.412,0.75
17,2021-04-23,4,4,1,2,0,0,1,3,0,1,0.292,0.346,0.458,0.804
18,2021-04-24,4,4,1,1,0,0,0,0,0,2,0.289,0.341,0.447,0.789
19,2021-04-25,4,3,0,0,0,0,0,0,1,3,0.278,0.337,0.43,0.768
20,2021-04-26,4,4,1,3,0,0,0,0,0,1,0.301,0.356,0.446,0.801
21,2021-04-27,4,3,1,1,1,0,0,1,1,0,0.302,0.362,0.453,0.815
22,2021-04-28,4,4,0,1,0,0,0,0,0,1,0.3,0.357,0.444,0.802
23,2021-04-29,4,4,0,0,0,0,0,0,0,3,0.287,0.343,0.426,0.769
24,April,102,94,13,27,4,0,3,11,6,35,0.287,0.343,0.426,0.769
25,2021-05-01,4,3,0,0,0,0,0,0,1,0,0.278,0.34,0.412,0.752
26,2021-05-02,4,2,1,0,0,0,0,0,1,1,0.273,0.345,0.404,0.75
27,2021-05-03,5,3,1,0,0,0,0,0,2,2,0.265,0.348,0.392,0.74
28,2021-05-04,5,4,2,1,0,0,0,0,0,3,0.264,0.35,0.387,0.737
29,2021-05-06,5,4,1,1,1,0,0,1,1,2,0.264,0.352,0.391,0.743
30,2021-05-07,4,3,0,0,0,0,0,0,1,0,0.257,0.349,0.381,0.729
31,2021-05-08,5,4,0,2,0,0,0,0,0,1,0.265,0.358,0.385,0.743
32,2021-05-09,4,3,0,1,0,0,0,0,1,1,0.267,0.362,0.383,0.746
33,2021-05-11,4,4,0,0,0,0,0,0,0,1,0.258,0.352,0.371,0.723
34,2021-05-12,4,4,0,1,1,0,0,0,0,1,0.258,0.349,0.375,0.724
35,2021-05-13,5,3,2,1,0,0,1,3,2,1,0.26,0.358,0.397,0.755
36,2021-05-14,4,4,0,0,0,0,0,0,0,0,0.252,0.348,0.385,0.734
37,2021-05-15,5,5,1,3,0,0,0,1,0,1,0.264,0.356,0.393,0.749
38,2021-05-16,4,3,0,0,0,0,0,0,1,1,0.259,0.354,0.385,0.738
39,2021-05-18,6,5,2,1,0,0,0,0,1,0,0.257,0.353,0.378,0.731
40,2021-05-19,5,5,2,3,1,0,2,4,0,1,0.268,0.36,0.431,0.791
41,2021-05-20,6,6,3,4,0,0,1,4,0,0,0.283,0.37,0.459,0.829
42,2021-05-21,6,3,0,0,0,0,0,0,3,0,0.278,0.374,0.451,0.825
