Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-07,4,3,0,1,0,0,0,0,1,2,0.333,0.5,0.333,0.833
1,2021-04-08,2,2,0,0,0,0,0,0,0,0,0.2,0.333,0.2,0.533
2,2021-04-09,4,3,0,0,0,0,0,0,1,2,0.125,0.3,0.125,0.425
3,2021-04-10,4,4,1,1,0,0,1,1,0,1,0.167,0.286,0.417,0.702
4,2021-04-12,1,1,0,0,0,0,0,0,0,1,0.154,0.267,0.385,0.651
5,2021-04-13,5,5,1,1,0,0,1,1,0,1,0.167,0.25,0.5,0.75
6,2021-04-16,3,2,0,0,0,0,0,0,1,0,0.15,0.261,0.45,0.711
7,2021-04-17,4,4,0,1,0,0,0,0,0,0,0.167,0.259,0.417,0.676
8,2021-04-20,2,2,0,2,1,0,0,1,0,0,0.231,0.31,0.5,0.81
9,2021-04-21,5,4,2,3,0,0,1,2,1,1,0.3,0.382,0.633,1.016
10,2021-04-23,4,4,0,0,0,0,0,1,0,1,0.265,0.342,0.559,0.901
11,2021-04-25,1,1,0,0,0,0,0,0,0,1,0.257,0.333,0.543,0.876
12,2021-04-26,0,0,0,0,0,0,0,0,0,0,0.257,0.333,0.543,0.876
13,2021-04-27,2,2,0,1,0,0,0,0,0,0,0.27,0.341,0.541,0.882
14,2021-04-28,3,3,0,0,0,0,0,0,0,0,0.25,0.318,0.5,0.818
15,2021-04-29,1,1,0,0,0,0,0,0,0,0,0.244,0.311,0.488,0.799
16,2021-04-30,1,1,0,0,0,0,0,0,0,0,0.238,0.304,0.476,0.78
17,April,46,42,4,10,1,0,3,6,4,10,0.238,0.304,0.476,0.78
18,2021-05-01,3,3,1,1,1,0,0,1,0,0,0.244,0.306,0.489,0.795
19,2021-05-02,2,2,0,0,0,0,0,0,0,1,0.234,0.294,0.468,0.762
20,2021-05-03,0,0,0,0,0,0,0,0,0,0,0.234,0.294,0.468,0.762
21,2021-05-05,2,2,0,0,0,0,0,0,0,0,0.224,0.283,0.449,0.732
22,2021-05-07,2,2,1,2,0,0,1,2,0,0,0.255,0.309,0.529,0.838
23,2021-05-08,4,4,1,2,0,0,1,3,0,2,0.273,0.322,0.582,0.904
24,2021-05-09,4,3,1,0,0,0,0,0,1,1,0.259,0.317,0.552,0.869
25,2021-05-11,4,3,1,0,0,0,0,0,1,2,0.246,0.313,0.525,0.838
26,2021-05-12,2,2,0,0,0,0,0,0,0,0,0.238,0.304,0.508,0.812
27,2021-05-13,4,4,0,0,0,0,0,0,0,2,0.224,0.288,0.478,0.765
28,2021-05-14,3,2,1,0,0,0,0,0,1,0,0.217,0.289,0.464,0.753
29,2021-05-15,4,4,1,1,1,0,0,0,0,1,0.219,0.288,0.466,0.753
30,2021-05-16,4,3,1,0,0,0,0,1,1,1,0.211,0.286,0.447,0.733
31,2021-05-18,5,5,0,1,0,0,0,0,0,3,0.21,0.281,0.432,0.713
32,2021-05-19,0,0,0,0,0,0,0,0,0,0,0.21,0.281,0.432,0.713
33,2021-05-20,5,5,1,1,0,0,1,1,0,2,0.209,0.277,0.453,0.73
34,2021-05-22,2,2,1,1,0,0,1,2,0,0,0.216,0.281,0.489,0.77
35,2021-05-23,3,2,1,1,0,0,1,2,1,1,0.222,0.293,0.522,0.815
36,2021-05-24,1,1,0,1,1,0,0,1,0,0,0.231,0.3,0.538,0.838
37,2021-05-25,5,4,0,0,0,0,0,0,1,0,0.221,0.295,0.516,0.811
38,2021-05-26,4,4,0,2,1,0,0,2,0,1,0.232,0.303,0.525,0.828
39,2021-05-27,2,1,1,0,0,0,0,0,1,1,0.23,0.306,0.52,0.826
40,2021-05-28,4,4,0,0,0,0,0,0,0,3,0.221,0.296,0.5,0.796
41,2021-05-29,3,3,0,0,0,0,0,0,0,1,0.215,0.288,0.486,0.774
42,2021-05-30,2,2,0,0,0,0,0,0,0,1,0.211,0.283,0.477,0.76
43,2021-05-31,4,4,0,0,0,0,0,0,0,2,0.204,0.274,0.46,0.734
44,May,78,71,12,13,4,0,5,15,7,25,0.183,0.256,0.451,0.707
45,2021-06-02,1,1,0,0,0,0,0,0,0,0,0.202,0.272,0.456,0.728
46,2021-06-04,5,4,1,0,0,0,0,0,1,0,0.195,0.269,0.441,0.71
47,2021-06-05,1,1,0,0,0,0,0,0,0,0,0.193,0.267,0.437,0.704
48,2021-06-06,4,4,0,1,0,0,0,0,0,0,0.195,0.267,0.431,0.698
49,2021-06-08,1,1,0,0,0,0,0,0,0,1,0.194,0.265,0.427,0.692
50,2021-06-09,4,4,0,0,0,0,0,0,0,2,0.188,0.257,0.414,0.671
51,2021-06-11,4,3,1,1,0,0,1,2,1,0,0.191,0.264,0.435,0.699
52,2021-06-12,5,3,1,1,0,0,0,0,2,0,0.194,0.275,0.433,0.708
