PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,5,5,2,1,0,0,1,1,0,0,0.2,0.2,0.8,1.0
2018-03-30,5,4,0,1,0,0,0,0,1,0,0.222,0.3,0.556,0.856
2018-03-31,4,3,0,0,0,0,0,0,1,1,0.167,0.286,0.417,0.702
2018-04-01,5,5,0,0,0,0,0,0,0,2,0.118,0.211,0.294,0.505
2018-04-03,5,4,3,2,0,0,0,0,0,1,0.19,0.261,0.333,0.594
2018-04-04,4,4,1,1,0,0,0,0,0,1,0.2,0.259,0.32,0.579
2018-04-05,5,4,0,0,0,0,0,0,1,3,0.172,0.25,0.276,0.526
2018-04-06,6,4,2,1,1,0,0,0,2,2,0.182,0.289,0.303,0.592
2018-04-07,5,3,1,2,1,0,0,2,2,0,0.222,0.349,0.361,0.71
2018-04-08,7,6,1,2,0,0,0,0,0,2,0.238,0.347,0.357,0.704
2018-04-11,5,3,3,2,0,0,0,0,2,1,0.267,0.389,0.378,0.767
2018-04-12,4,4,0,0,0,0,0,0,0,2,0.245,0.362,0.347,0.709
2018-04-13,5,4,2,2,1,0,0,1,0,0,0.264,0.381,0.377,0.758
2018-04-16,6,5,2,2,0,0,0,0,1,1,0.276,0.391,0.379,0.771
2018-04-17,5,3,0,0,0,0,0,0,2,2,0.262,0.392,0.361,0.752
2018-04-19,4,4,0,1,0,0,0,0,0,1,0.262,0.385,0.354,0.738
2018-04-20,5,5,0,0,0,0,0,0,0,0,0.243,0.361,0.329,0.69
2018-04-21,5,3,2,1,0,0,0,1,1,1,0.247,0.364,0.329,0.692
2018-04-23,5,3,2,0,0,0,0,0,2,0,0.237,0.366,0.316,0.681
2018-04-24,5,4,1,0,0,0,0,0,1,1,0.225,0.357,0.3,0.657
2018-04-25,5,4,1,1,0,0,0,0,0,1,0.226,0.353,0.298,0.651
2018-04-26,4,3,0,1,0,0,0,0,1,0,0.23,0.358,0.299,0.657
2018-04-27,1,0,0,0,0,0,0,1,0,0,0.23,0.355,0.299,0.654
2018-04-28,6,5,1,0,0,0,0,0,1,2,0.217,0.345,0.283,0.628
2018-04-29,4,4,0,0,0,0,0,0,0,1,0.208,0.333,0.271,0.604
2018-04-30,4,4,0,1,0,0,0,1,0,2,0.21,0.331,0.27,0.601
2018-05-01,4,3,0,0,0,0,0,0,0,3,0.204,0.328,0.262,0.59
2018-05-03,5,5,0,0,0,0,0,0,0,1,0.194,0.315,0.25,0.565
2018-05-04,5,3,0,1,0,0,0,0,1,0,0.198,0.326,0.252,0.578
2018-05-05,4,3,0,1,0,0,0,2,0,0,0.202,0.324,0.254,0.578
2018-05-06,4,4,1,1,0,0,0,1,0,0,0.203,0.322,0.254,0.576
2018-05-08,4,3,0,0,0,0,0,0,1,2,0.198,0.32,0.248,0.568
2018-05-09,5,5,3,3,2,1,0,2,0,0,0.214,0.329,0.294,0.623
2018-05-10,5,4,1,0,0,0,0,1,1,2,0.208,0.325,0.285,0.61
2018-05-11,5,2,1,1,0,0,0,0,3,0,0.212,0.34,0.288,0.627
2018-05-12,6,4,1,2,0,0,0,0,2,0,0.221,0.351,0.294,0.645
2018-05-13,5,5,1,2,0,0,0,0,0,1,0.227,0.353,0.298,0.65
2018-05-15,1,1,0,0,0,0,0,0,0,0,0.225,0.351,0.296,0.646
2018-05-18,5,5,0,1,0,0,0,0,0,1,0.224,0.346,0.293,0.639
2018-05-20,5,4,0,1,0,0,0,1,1,0,0.225,0.348,0.291,0.639
2018-05-21,5,3,1,1,1,0,0,0,2,0,0.227,0.354,0.299,0.653
2018-05-23,5,5,1,2,2,0,0,0,0,0,0.233,0.356,0.314,0.67
2018-05-25,4,4,0,1,0,0,0,0,0,0,0.233,0.354,0.313,0.666
2018-05-26,4,4,1,1,0,0,1,1,0,1,0.234,0.351,0.329,0.681
2018-05-27,4,4,0,3,0,0,0,0,0,0,0.246,0.359,0.339,0.698
2018-05-28,4,4,0,0,0,0,0,0,0,1,0.24,0.352,0.331,0.684
2018-05-29,5,5,2,4,0,0,2,3,0,1,0.256,0.363,0.378,0.741
2018-06-01,5,5,1,2,0,0,0,0,0,1,0.259,0.364,0.378,0.742
2018-06-02,5,5,1,2,2,0,0,0,0,0,0.263,0.364,0.389,0.754
2018-06-04,5,5,0,1,0,1,0,1,0,1,0.262,0.361,0.395,0.756
2018-06-05,5,5,0,1,0,0,0,0,0,0,0.26,0.357,0.39,0.747
2018-06-06,6,6,1,2,0,0,0,0,0,2,0.262,0.357,0.388,0.745
2018-06-08,4,3,1,2,0,0,1,2,1,0,0.268,0.363,0.407,0.77
2018-06-09,1,0,0,0,0,0,0,0,1,0,0.268,0.366,0.407,0.773
2018-06-10,4,4,0,0,0,0,0,0,0,1,0.263,0.36,0.399,0.759
2018-06-12,4,4,0,1,0,0,0,0,0,1,0.263,0.358,0.396,0.755
2018-06-13,4,4,1,1,0,0,0,0,0,0,0.262,0.357,0.394,0.75
2018-06-15,4,4,0,1,0,0,0,0,0,1,0.262,0.355,0.391,0.746
2018-06-16,4,4,0,0,0,0,0,0,0,0,0.258,0.35,0.384,0.734
2018-06-22,5,5,0,2,0,0,0,0,0,0,0.261,0.351,0.385,0.735
2018-06-23,4,4,0,0,0,0,0,0,0,1,0.256,0.345,0.378,0.724
2018-06-24,6,5,1,2,1,0,0,0,1,0,0.259,0.349,0.383,0.732
2018-06-25,5,4,1,1,0,0,0,0,1,0,0.259,0.35,0.381,0.73
2018-06-27,4,3,0,0,0,0,0,0,1,0,0.256,0.348,0.376,0.724
2018-06-29,3,3,0,1,0,0,0,0,0,0,0.257,0.348,0.375,0.724
2018-06-30,3,2,0,0,0,0,0,0,1,1,0.255,0.348,0.373,0.72
2018-07-01,4,4,1,1,0,0,0,0,0,0,0.255,0.347,0.371,0.717
2018-07-02,6,4,0,0,0,0,0,0,2,1,0.251,0.346,0.365,0.711
2018-07-03,5,4,1,1,1,0,0,0,1,0,0.251,0.347,0.367,0.714
2018-07-04,4,3,0,0,0,0,0,0,1,1,0.248,0.346,0.363,0.709
2018-07-06,5,5,0,2,0,0,0,0,0,1,0.251,0.347,0.364,0.71
2018-07-07,6,5,2,2,0,1,1,3,1,1,0.254,0.35,0.382,0.732
2018-07-08,5,5,0,1,0,0,0,1,0,0,0.253,0.347,0.379,0.726
2018-07-09,1,1,0,0,0,0,0,0,0,0,0.252,0.346,0.378,0.724
2018-07-09,6,6,3,4,1,0,1,3,0,0,0.26,0.352,0.397,0.749
