PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,1,1,1,1,1,0,0,0,0,0,1.0,1.0,2.0,3.0
2018-05-18,5,4,1,1,0,0,1,1,1,2,0.4,0.5,1.2,1.7
2018-05-19,4,4,0,1,0,0,0,0,0,1,0.333,0.4,0.778,1.178
2018-05-20,2,1,0,0,0,0,0,0,1,1,0.3,0.417,0.7,1.117
2018-05-22,4,4,1,1,1,0,0,0,0,2,0.286,0.375,0.643,1.018
2018-05-23,1,1,0,0,0,0,0,0,0,1,0.267,0.353,0.6,0.953
2018-06-02,4,4,0,0,0,0,0,0,0,2,0.211,0.286,0.474,0.759
2018-06-03,2,2,0,0,0,0,0,0,0,1,0.19,0.261,0.429,0.689
2018-06-05,4,4,0,1,0,0,0,0,0,1,0.2,0.259,0.4,0.659
2018-06-06,3,3,0,0,0,0,0,0,0,3,0.179,0.233,0.357,0.59
2018-06-08,1,1,0,1,0,0,0,0,0,0,0.207,0.258,0.379,0.637
2018-06-09,1,1,1,1,0,0,1,4,0,0,0.233,0.281,0.5,0.781
2018-07-11,4,4,0,2,1,0,0,0,0,1,0.265,0.306,0.529,0.835
2018-07-12,4,4,0,0,0,0,0,0,0,2,0.237,0.275,0.474,0.749
2018-07-14,3,3,0,0,0,0,0,0,0,2,0.22,0.256,0.439,0.695
2018-07-20,4,3,0,0,0,0,0,0,1,0,0.205,0.255,0.409,0.664
2018-07-21,4,4,1,1,0,0,1,1,0,1,0.208,0.255,0.458,0.713
2018-07-22,4,4,0,1,0,0,0,1,0,3,0.212,0.255,0.442,0.697
2018-07-23,4,4,0,3,0,0,0,0,0,0,0.25,0.288,0.464,0.752
2018-07-24,3,2,0,0,0,0,0,0,1,1,0.241,0.29,0.448,0.739
2018-07-26,4,4,1,2,1,0,0,1,0,0,0.258,0.303,0.468,0.771
2018-07-27,4,2,0,0,0,0,0,1,2,0,0.25,0.314,0.453,0.767
2018-08-01,4,3,0,0,0,0,0,0,0,2,0.239,0.311,0.433,0.744
2018-08-03,4,3,0,0,0,0,0,0,1,2,0.229,0.308,0.414,0.722
2018-08-05,5,4,0,1,0,0,0,3,0,1,0.23,0.301,0.405,0.707
2018-08-08,3,3,0,0,0,0,0,0,0,0,0.221,0.291,0.39,0.68
2018-08-09,4,3,1,1,0,0,1,1,1,0,0.225,0.3,0.425,0.725
2018-08-10,4,4,1,1,0,0,1,1,0,3,0.226,0.298,0.452,0.75
2018-08-11,4,4,0,1,1,0,0,0,0,1,0.227,0.296,0.455,0.75
2018-08-12,4,4,0,1,0,0,0,0,0,1,0.228,0.294,0.446,0.74
2018-08-15,5,5,1,2,1,0,0,1,0,0,0.237,0.299,0.454,0.753
2018-08-16,4,4,0,1,1,0,0,0,0,1,0.238,0.297,0.455,0.753
2018-08-19,4,2,0,1,0,0,0,0,2,0,0.243,0.313,0.456,0.769
2018-08-20,4,2,0,1,0,0,0,0,2,1,0.248,0.328,0.457,0.785
2018-08-22,5,5,0,2,1,0,0,0,0,0,0.255,0.331,0.464,0.794
2018-08-23,1,1,0,0,0,0,0,0,0,0,0.252,0.328,0.459,0.788
2018-08-24,4,3,3,2,1,0,0,0,1,0,0.263,0.341,0.474,0.815
2018-08-25,5,5,0,1,0,1,0,1,0,1,0.261,0.336,0.479,0.815
2018-08-26,5,4,1,2,0,0,0,1,1,2,0.268,0.345,0.48,0.825
2018-08-28,1,1,0,0,0,0,0,0,0,0,0.266,0.343,0.476,0.819
2018-08-31,4,3,0,0,0,0,0,0,1,1,0.26,0.34,0.465,0.805
2018-09-01,5,5,0,3,2,0,0,0,0,1,0.273,0.349,0.485,0.834
2018-09-02,5,4,1,1,0,0,0,0,1,1,0.272,0.351,0.478,0.829
2018-09-03,5,5,1,1,0,0,1,1,0,0,0.27,0.346,0.489,0.835
2018-09-04,1,1,1,1,1,0,0,1,0,0,0.275,0.35,0.5,0.85
2018-09-05,4,3,0,0,0,0,0,0,1,1,0.269,0.348,0.49,0.837
2018-09-07,5,2,2,1,0,0,1,4,3,0,0.272,0.361,0.51,0.871
2018-09-08,3,2,0,1,1,0,0,1,0,1,0.275,0.36,0.517,0.877
2018-09-10,5,4,1,1,0,0,1,3,0,2,0.275,0.362,0.529,0.891
2018-09-11,4,4,0,1,0,0,0,0,0,2,0.274,0.359,0.522,0.881
