PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,6,5,2,3,0,0,0,1,1,1,0.6,0.667,0.6,1.267
2018-03-30,4,4,0,1,0,0,0,0,0,1,0.444,0.5,0.444,0.944
2018-03-31,5,5,0,1,1,0,0,0,0,1,0.357,0.4,0.429,0.829
2018-04-01,4,3,0,0,0,0,0,0,1,2,0.294,0.368,0.353,0.721
2018-04-02,4,3,1,1,0,0,0,0,1,2,0.3,0.391,0.35,0.741
2018-04-03,5,5,0,1,0,0,0,0,0,3,0.28,0.357,0.32,0.677
2018-04-04,5,4,0,1,1,0,0,1,0,2,0.276,0.333,0.345,0.678
2018-04-05,5,5,1,1,0,0,0,0,0,0,0.265,0.316,0.324,0.639
2018-04-06,5,5,1,1,0,0,1,1,0,0,0.256,0.302,0.385,0.687
2018-04-07,5,4,0,1,0,0,0,2,1,0,0.256,0.313,0.372,0.685
2018-04-08,4,4,0,1,0,0,0,0,0,2,0.255,0.308,0.362,0.669
2018-04-10,4,4,0,1,1,0,0,0,0,2,0.255,0.304,0.373,0.676
2018-04-11,6,5,3,2,1,0,0,4,1,2,0.268,0.323,0.393,0.715
2018-04-13,5,4,0,0,0,0,0,0,1,1,0.25,0.313,0.367,0.68
2018-04-14,5,5,1,1,1,0,0,0,0,3,0.246,0.306,0.369,0.675
2018-04-15,4,4,1,2,0,0,0,0,0,1,0.261,0.316,0.377,0.693
2018-04-16,5,4,1,1,0,0,0,0,1,1,0.26,0.321,0.37,0.691
2018-04-17,5,4,0,0,0,0,0,1,0,1,0.247,0.302,0.351,0.653
2018-04-18,8,6,2,2,0,0,0,1,1,2,0.253,0.309,0.349,0.658
2018-04-20,5,4,0,0,0,0,0,0,1,0,0.241,0.303,0.333,0.636
2018-04-21,4,3,3,2,0,0,1,1,1,1,0.256,0.32,0.378,0.698
2018-04-22,4,4,2,2,1,0,0,0,0,0,0.266,0.327,0.394,0.721
2018-04-23,6,6,2,2,0,0,1,1,0,0,0.27,0.327,0.42,0.747
2018-04-24,5,4,1,1,1,0,0,0,1,0,0.269,0.331,0.423,0.754
2018-04-25,4,4,1,2,0,0,0,0,0,0,0.278,0.336,0.426,0.762
2018-04-27,4,4,2,2,0,0,0,0,0,2,0.286,0.341,0.429,0.77
2018-04-28,4,4,0,0,0,0,0,0,0,2,0.276,0.331,0.414,0.745
2018-04-29,4,4,0,1,1,0,0,0,0,1,0.275,0.328,0.417,0.745
2018-05-01,4,3,0,1,0,0,0,0,1,2,0.276,0.333,0.415,0.748
2018-05-02,4,4,0,1,1,0,0,0,0,2,0.276,0.331,0.417,0.748
2018-05-03,4,4,0,0,0,0,0,0,0,1,0.267,0.322,0.405,0.726
2018-05-04,5,4,1,1,0,0,0,1,1,0,0.267,0.325,0.4,0.724
2018-05-05,5,5,0,1,0,0,0,0,0,1,0.264,0.321,0.393,0.713
2018-05-06,4,4,0,1,0,0,0,0,0,1,0.264,0.319,0.389,0.708
2018-05-07,5,5,0,1,0,0,0,0,0,0,0.262,0.315,0.383,0.698
2018-05-08,4,3,2,2,0,0,0,0,1,0,0.27,0.325,0.388,0.714
2018-05-09,4,4,0,0,0,0,0,0,0,1,0.263,0.318,0.378,0.696
2018-05-11,6,6,1,2,1,0,0,4,0,0,0.265,0.318,0.383,0.701
2018-05-12,5,4,1,2,0,0,0,0,1,1,0.271,0.326,0.386,0.712
2018-05-13,5,5,0,2,0,0,0,0,0,0,0.275,0.328,0.386,0.714
2018-05-14,5,5,0,1,0,0,0,0,0,1,0.273,0.325,0.381,0.705
2018-05-15,5,5,1,1,0,0,0,0,0,1,0.271,0.322,0.376,0.697
2018-05-16,4,4,1,2,0,0,1,2,0,1,0.276,0.325,0.395,0.72
2018-05-17,6,5,1,1,0,0,0,0,1,1,0.274,0.325,0.389,0.715
2018-05-18,4,4,0,0,0,0,0,0,0,0,0.268,0.319,0.381,0.701
2018-05-19,5,5,0,2,1,0,0,0,0,2,0.271,0.321,0.387,0.708
2018-05-20,5,4,1,2,0,0,1,3,0,0,0.276,0.323,0.404,0.727
2018-05-22,5,5,1,2,0,0,0,1,0,1,0.279,0.325,0.404,0.728
2018-05-23,4,4,0,0,0,0,0,0,0,1,0.274,0.319,0.396,0.715
2018-05-24,4,4,1,1,0,0,0,0,0,2,0.273,0.318,0.394,0.711
2018-05-25,4,3,0,0,0,0,0,0,1,2,0.269,0.317,0.388,0.705
2018-05-26,4,4,0,1,1,0,0,0,0,1,0.269,0.316,0.39,0.706
2018-05-27,4,4,0,2,0,0,0,0,0,2,0.273,0.319,0.392,0.711
2018-05-28,6,4,0,1,0,0,0,0,2,1,0.273,0.323,0.39,0.712
2018-05-29,5,4,0,0,0,0,0,0,1,1,0.268,0.32,0.383,0.703
2018-06-01,0,0,0,0,0,0,0,0,0,0,0.268,0.32,0.383,0.703
2018-06-02,5,5,1,1,1,0,0,0,0,1,0.267,0.318,0.383,0.702
2018-06-03,5,4,0,0,0,0,0,0,1,1,0.262,0.316,0.377,0.693
2018-06-05,5,5,0,0,0,0,0,0,0,0,0.257,0.31,0.369,0.68
2018-06-06,5,5,0,0,0,0,0,0,0,0,0.252,0.305,0.362,0.667
2018-06-07,4,4,0,2,0,0,0,1,0,0,0.256,0.307,0.364,0.672
2018-06-08,4,4,2,3,0,1,0,0,0,0,0.263,0.314,0.378,0.692
2018-06-09,4,4,0,0,0,0,0,0,0,1,0.259,0.309,0.372,0.682
2018-06-10,4,3,0,1,0,0,0,0,1,0,0.26,0.312,0.372,0.684
2018-06-12,5,5,0,1,0,0,0,0,0,0,0.259,0.31,0.369,0.679
2018-06-13,4,3,1,1,0,0,0,0,1,1,0.26,0.313,0.368,0.681
2018-06-14,4,4,0,0,0,0,0,0,0,1,0.256,0.308,0.363,0.671
2018-06-15,5,4,0,1,1,0,0,1,1,1,0.256,0.31,0.365,0.675
2018-06-16,4,4,1,1,0,0,1,1,0,0,0.256,0.309,0.374,0.683
2018-06-17,5,5,1,1,0,0,1,1,0,0,0.255,0.307,0.381,0.688
2018-06-19,5,4,1,1,0,0,0,0,1,2,0.255,0.309,0.379,0.688
2018-06-20,6,5,1,2,2,0,0,1,1,0,0.257,0.312,0.386,0.698
2018-06-22,5,5,0,0,0,0,0,0,0,1,0.253,0.308,0.38,0.688
2018-06-22,4,4,1,1,0,0,0,0,0,1,0.253,0.307,0.378,0.685
2018-06-23,5,4,0,0,0,0,0,0,1,0,0.25,0.305,0.373,0.679
