Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-06-01,2,2,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0
1,2021-06-03,4,3,1,0,0,0,0,0,1,1,0.2,0.333,0.2,0.533
2,2021-06-04,2,2,0,0,0,0,0,0,0,0,0.143,0.25,0.143,0.393
3,2021-06-05,4,3,0,1,0,0,0,0,1,1,0.2,0.333,0.2,0.533
4,2021-06-06,4,4,0,1,0,0,0,0,0,1,0.214,0.313,0.214,0.527
5,2021-06-08,1,1,0,0,0,0,0,0,0,0,0.2,0.294,0.2,0.494
6,2021-06-11,3,2,0,0,0,0,0,1,1,1,0.176,0.3,0.176,0.476
7,2021-06-12,1,1,0,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452
8,2021-06-13,0,0,0,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452
9,2021-06-15,0,0,0,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452
10,2021-06-16,3,3,0,1,0,0,0,0,0,0,0.19,0.292,0.19,0.482
11,2021-06-18,1,1,0,0,0,0,0,0,0,0,0.182,0.28,0.182,0.462
12,2021-06-19,1,1,0,0,0,0,0,0,0,1,0.174,0.269,0.174,0.443
13,2021-06-20,1,1,0,0,0,0,0,0,0,1,0.167,0.259,0.167,0.426
14,2021-06-21,1,1,1,0,0,0,0,0,0,0,0.16,0.25,0.16,0.41
15,2021-06-27,1,1,0,1,0,0,0,0,0,0,0.192,0.276,0.192,0.468
16,2021-06-28,2,2,0,1,0,0,0,0,0,0,0.214,0.29,0.214,0.505
17,June,31,28,2,6,0,0,0,2,3,6,0.214,0.29,0.214,0.505
18,2021-07-01,0,0,0,0,0,0,0,0,0,0,0.214,0.29,0.214,0.505
19,2021-07-04,0,0,1,0,0,0,0,0,0,0,0.214,0.29,0.214,0.505
20,2021-07-05,4,4,0,0,0,0,0,0,0,2,0.188,0.257,0.188,0.445
21,2021-07-06,2,1,0,0,0,0,0,0,1,0,0.182,0.27,0.182,0.452
22,2021-07-07,4,4,1,1,0,0,0,1,0,1,0.189,0.268,0.189,0.458
23,2021-07-10,4,2,0,0,0,0,0,0,1,2,0.179,0.289,0.179,0.468
24,2021-07-11,3,3,0,2,0,0,0,0,0,1,0.214,0.313,0.214,0.527
25,2021-07-16,1,1,0,0,0,0,0,0,0,0,0.209,0.306,0.209,0.515
26,2021-07-17,1,1,0,1,0,0,0,0,0,0,0.227,0.32,0.227,0.547
27,2021-07-18,3,3,0,0,0,0,0,0,0,3,0.213,0.302,0.213,0.515
28,2021-07-19,2,2,1,0,0,0,0,0,0,2,0.204,0.291,0.204,0.495
29,2021-07-21,1,1,0,0,0,0,0,0,0,1,0.2,0.286,0.2,0.486
30,2021-07-23,0,0,0,0,0,0,0,0,0,0,0.2,0.286,0.2,0.486
31,2021-07-25,5,5,1,1,0,0,0,0,0,1,0.2,0.279,0.2,0.479
32,2021-07-26,0,0,0,0,0,0,0,0,0,0,0.2,0.279,0.2,0.479
33,2021-07-28,1,1,0,0,0,0,0,0,0,0,0.196,0.274,0.196,0.471
34,2021-07-31,1,1,0,0,0,0,0,0,0,1,0.193,0.27,0.193,0.463
35,July,32,29,4,5,0,0,0,1,2,14,0.172,0.25,0.172,0.422
36,2021-08-01,1,1,0,0,0,0,0,0,0,0,0.19,0.266,0.19,0.455
37,2021-08-03,0,0,0,0,0,0,0,0,0,0,0.19,0.266,0.19,0.455
38,2021-08-04,1,1,0,0,0,0,0,0,0,0,0.186,0.262,0.186,0.448
39,August,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,2021-06-01,2,2,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0
1,2021-06-03,4,3,1,0,0,0,0,0,1,1,0.2,0.333,0.2,0.533
2,2021-06-04,2,2,0,0,0,0,0,0,0,0,0.143,0.25,0.143,0.393
3,2021-06-05,4,3,0,1,0,0,0,0,1,1,0.2,0.333,0.2,0.533
4,2021-06-06,4,4,0,1,0,0,0,0,0,1,0.214,0.313,0.214,0.527
5,2021-06-08,1,1,0,0,0,0,0,0,0,0,0.2,0.294,0.2,0.494
6,2021-06-11,3,2,0,0,0,0,0,1,1,1,0.176,0.3,0.176,0.476
7,2021-06-12,1,1,0,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452
8,2021-06-13,0,0,0,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452
9,2021-06-15,0,0,0,0,0,0,0,0,0,0,0.167,0.286,0.167,0.452
10,2021-06-16,3,3,0,1,0,0,0,0,0,0,0.19,0.292,0.19,0.482
11,2021-06-18,1,1,0,0,0,0,0,0,0,0,0.182,0.28,0.182,0.462
12,2021-06-19,1,1,0,0,0,0,0,0,0,1,0.174,0.269,0.174,0.443
13,2021-06-20,1,1,0,0,0,0,0,0,0,1,0.167,0.259,0.167,0.426
14,2021-06-21,1,1,1,0,0,0,0,0,0,0,0.16,0.25,0.16,0.41
15,2021-06-27,1,1,0,1,0,0,0,0,0,0,0.192,0.276,0.192,0.468
16,2021-06-28,2,2,0,1,0,0,0,0,0,0,0.214,0.29,0.214,0.505
17,June,31,28,2,6,0,0,0,2,3,6,0.214,0.29,0.214,0.505
18,2021-07-01,0,0,0,0,0,0,0,0,0,0,0.214,0.29,0.214,0.505
19,2021-07-04,0,0,1,0,0,0,0,0,0,0,0.214,0.29,0.214,0.505
20,2021-07-05,4,4,0,0,0,0,0,0,0,2,0.188,0.257,0.188,0.445
21,2021-07-06,2,1,0,0,0,0,0,0,1,0,0.182,0.27,0.182,0.452
22,2021-07-07,4,4,1,1,0,0,0,1,0,1,0.189,0.268,0.189,0.458
23,2021-07-10,4,2,0,0,0,0,0,0,1,2,0.179,0.289,0.179,0.468
24,2021-07-11,3,3,0,2,0,0,0,0,0,1,0.214,0.313,0.214,0.527
25,2021-07-16,1,1,0,0,0,0,0,0,0,0,0.209,0.306,0.209,0.515
26,2021-07-17,1,1,0,1,0,0,0,0,0,0,0.227,0.32,0.227,0.547
27,2021-07-18,3,3,0,0,0,0,0,0,0,3,0.213,0.302,0.213,0.515
28,2021-07-19,2,2,1,0,0,0,0,0,0,2,0.204,0.291,0.204,0.495
29,2021-07-21,1,1,0,0,0,0,0,0,0,1,0.2,0.286,0.2,0.486
30,2021-07-23,0,0,0,0,0,0,0,0,0,0,0.2,0.286,0.2,0.486
31,2021-07-25,5,5,1,1,0,0,0,0,0,1,0.2,0.279,0.2,0.479
32,2021-07-26,0,0,0,0,0,0,0,0,0,0,0.2,0.279,0.2,0.479
