PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-05-19,4,2,1,1,1,0,0,0,2,0,0.5,0.75,1.0,1.75
2018-06-04,4,4,1,1,0,0,0,1,0,2,0.333,0.5,0.5,1.0
2018-06-04,3,2,1,1,0,0,0,0,1,0,0.375,0.545,0.5,1.045
2018-06-18,1,0,1,0,0,0,0,0,0,0,0.375,0.583,0.5,1.083
2018-06-19,3,3,1,1,0,0,0,0,0,1,0.364,0.533,0.455,0.988
2018-06-20,4,4,1,1,1,0,0,0,0,2,0.333,0.474,0.467,0.94
2018-06-21,4,4,1,2,0,0,0,0,0,0,0.368,0.478,0.474,0.952
2018-06-24,1,1,0,0,0,0,0,0,0,0,0.35,0.458,0.45,0.908
2018-07-07,2,2,0,0,0,0,0,0,0,1,0.318,0.423,0.409,0.832
2018-07-08,4,3,0,0,0,0,0,0,1,2,0.28,0.4,0.36,0.76
2018-07-09,4,4,0,0,0,0,0,0,0,3,0.241,0.353,0.31,0.663
2018-07-09,5,4,1,1,1,0,0,0,1,2,0.242,0.359,0.333,0.692
2018-07-11,1,1,1,1,0,0,0,0,0,0,0.265,0.375,0.353,0.728
2018-07-13,0,0,0,0,0,0,0,0,0,0,0.265,0.375,0.353,0.728
2018-07-15,1,0,0,0,0,0,0,0,0,0,0.265,0.39,0.353,0.743
2019-04-02,4,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
2019-04-03,4,3,0,1,0,0,0,0,1,2,0.167,0.25,0.167,0.417
2019-04-04,4,4,0,1,0,0,0,0,0,0,0.2,0.25,0.2,0.45
2019-04-06,2,2,1,1,0,0,1,3,0,1,0.25,0.286,0.5,0.786
2019-04-07,5,5,2,4,0,0,2,4,0,0,0.412,0.421,0.941,1.362
2019-04-08,4,4,0,2,0,0,0,1,0,1,0.429,0.435,0.857,1.292
2019-04-09,4,4,0,0,0,0,0,0,0,2,0.36,0.37,0.72,1.09
2019-04-10,4,3,0,0,0,0,0,1,0,1,0.321,0.323,0.643,0.965
2019-04-12,3,2,1,1,0,0,0,0,1,0,0.333,0.353,0.633,0.986
2019-04-13,3,3,1,1,0,0,0,0,0,1,0.333,0.351,0.606,0.957
2019-04-14,4,4,0,0,0,0,0,0,0,2,0.297,0.317,0.541,0.858
2019-04-16,4,4,1,1,0,0,1,1,0,0,0.293,0.311,0.585,0.896
2019-04-17,4,4,1,3,1,0,0,1,0,1,0.333,0.347,0.622,0.969
2019-04-18,4,4,0,2,0,0,0,0,0,0,0.347,0.358,0.612,0.971
2019-04-19,4,3,0,0,0,0,0,0,1,0,0.327,0.351,0.577,0.928
2019-04-20,5,5,1,3,1,0,1,2,0,0,0.351,0.371,0.649,1.02
2019-04-21,5,5,1,1,0,0,1,3,0,3,0.339,0.358,0.661,1.019
2019-04-22,6,6,1,1,1,0,0,0,0,2,0.324,0.342,0.632,0.975
