Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,4,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25
1,2021-04-02,4,4,1,1,0,0,0,0,0,0,0.143,0.25,0.143,0.393
2,2021-04-03,3,3,1,2,1,0,0,2,0,0,0.3,0.364,0.4,0.764
3,2021-04-05,1,0,0,0,0,0,0,1,1,0,0.3,0.417,0.4,0.817
4,2021-04-06,6,5,1,0,0,0,0,0,1,1,0.2,0.333,0.267,0.6
5,2021-04-07,4,4,0,0,0,0,0,0,0,2,0.158,0.273,0.211,0.483
6,2021-04-09,4,3,1,2,1,0,0,1,1,0,0.227,0.346,0.318,0.664
7,2021-04-10,4,3,0,0,0,0,0,0,1,1,0.2,0.333,0.28,0.613
8,2021-04-11,4,3,1,1,0,0,0,0,1,1,0.214,0.353,0.286,0.639
9,2021-04-13,4,3,0,2,0,0,0,1,1,0,0.258,0.395,0.323,0.717
10,2021-04-14,4,4,0,2,0,0,0,0,0,0,0.286,0.405,0.343,0.748
11,2021-04-15,5,2,0,0,0,0,0,0,3,0,0.27,0.426,0.324,0.75
12,2021-04-16,5,5,0,2,0,0,0,0,0,0,0.286,0.423,0.333,0.756
13,2021-04-17,4,4,0,1,0,0,0,0,0,0,0.283,0.411,0.326,0.737
14,2021-04-18,4,3,0,1,0,0,0,1,1,1,0.286,0.417,0.327,0.743
15,2021-04-19,5,4,0,0,0,0,0,0,1,2,0.264,0.4,0.302,0.702
16,2021-04-21,5,3,1,0,0,0,0,0,2,0,0.25,0.4,0.286,0.686
17,2021-04-23,5,3,1,1,1,0,0,0,2,0,0.254,0.413,0.305,0.718
18,2021-04-24,4,4,0,1,0,0,0,0,0,2,0.254,0.405,0.302,0.707
19,2021-04-25,4,3,0,0,0,0,0,0,0,1,0.242,0.398,0.288,0.686
20,2021-04-26,4,2,0,0,0,0,0,0,2,1,0.235,0.402,0.279,0.682
21,2021-04-27,4,4,0,1,0,0,0,0,0,0,0.236,0.396,0.278,0.673
22,2021-04-28,4,4,0,2,0,0,0,0,0,1,0.25,0.4,0.289,0.69
23,2021-04-29,1,1,0,0,0,0,0,0,0,1,0.247,0.396,0.286,0.682
24,2021-04-30,4,4,0,0,0,0,0,0,0,1,0.235,0.38,0.272,0.652
25,April,100,81,7,19,3,0,0,6,17,16,0.235,0.38,0.272,0.652
26,2021-05-01,4,3,0,0,0,0,0,1,1,0,0.226,0.375,0.262,0.637
27,2021-05-02,1,1,0,1,0,0,0,0,0,0,0.235,0.381,0.271,0.652
28,2021-05-03,5,4,0,3,0,0,0,1,1,0,0.258,0.4,0.292,0.692
29,2021-05-04,5,4,1,2,0,0,0,0,1,0,0.269,0.409,0.301,0.71
30,2021-05-05,5,3,0,0,0,0,0,0,2,0,0.26,0.408,0.292,0.7
31,2021-05-06,4,4,1,2,0,0,0,1,0,1,0.27,0.411,0.3,0.711
32,2021-05-07,4,4,0,0,0,0,0,0,0,1,0.26,0.398,0.288,0.687
33,2021-05-08,5,4,1,1,0,0,0,0,1,0,0.259,0.398,0.287,0.686
34,2021-05-09,4,4,0,0,0,0,0,0,0,0,0.25,0.387,0.277,0.664
35,2021-05-11,4,2,0,0,0,0,0,0,2,0,0.246,0.39,0.272,0.662
36,2021-05-12,3,3,0,1,0,0,0,0,0,1,0.248,0.389,0.274,0.662
37,2021-05-13,4,3,0,2,1,0,0,2,1,1,0.258,0.399,0.292,0.69
