Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-06-05,1,1,1,1,1,0,0,0,0,0,1.0,1.0,2.0,3.0
1,2021-06-06,4,4,2,3,1,0,1,3,0,0,0.8,0.8,1.8,2.6
2,2021-06-08,5,5,1,0,0,0,0,0,0,1,0.4,0.4,0.9,1.3
3,2021-06-11,5,3,1,2,0,0,1,3,2,0,0.462,0.533,1.077,1.61
4,2021-06-12,1,1,1,1,0,0,0,1,0,0,0.5,0.563,1.071,1.634
5,2021-06-13,4,4,0,1,0,0,0,0,0,1,0.444,0.5,0.889,1.389
6,2021-06-14,3,3,0,1,0,0,0,1,0,1,0.429,0.478,0.81,1.288
7,2021-06-15,4,4,1,2,0,0,1,2,0,1,0.44,0.481,0.88,1.361
8,2021-06-16,4,3,0,0,0,0,0,0,1,2,0.393,0.452,0.786,1.237
9,2021-06-17,4,4,1,1,0,0,1,1,0,2,0.375,0.429,0.813,1.241
10,2021-06-18,5,4,1,0,0,0,0,0,1,2,0.333,0.4,0.722,1.122
11,2021-06-19,4,4,0,0,0,0,0,0,0,1,0.3,0.364,0.65,1.014
12,2021-06-20,4,3,0,0,0,0,0,0,1,2,0.279,0.354,0.605,0.959
13,2021-06-21,3,3,2,1,0,0,1,1,0,1,0.283,0.353,0.652,1.005
14,2021-06-22,4,4,0,0,0,0,0,0,0,1,0.26,0.327,0.6,0.927
15,2021-06-24,4,3,1,0,0,0,0,1,1,1,0.245,0.322,0.566,0.888
16,2021-06-25,4,3,2,1,0,0,1,2,1,0,0.25,0.333,0.607,0.94
17,2021-06-27,4,4,0,0,0,0,0,0,0,2,0.233,0.313,0.567,0.88
18,2021-06-28,5,5,1,2,1,0,0,0,0,0,0.246,0.319,0.569,0.889
19,2021-06-30,3,3,2,2,0,0,2,2,0,1,0.265,0.333,0.662,0.995
20,2021-06-30,3,3,0,0,0,0,0,0,0,2,0.254,0.321,0.634,0.954
21,June,78,71,17,18,3,0,8,17,7,21,0.254,0.321,0.634,0.954
22,2021-07-01,4,3,0,0,0,0,0,0,1,2,0.243,0.317,0.608,0.925
23,2021-07-02,5,4,0,1,0,0,0,0,1,2,0.244,0.322,0.59,0.912
24,2021-07-03,4,4,0,1,1,0,0,0,0,1,0.244,0.319,0.585,0.904
25,2021-07-04,4,3,1,0,0,0,0,0,1,1,0.235,0.316,0.565,0.88
26,2021-07-05,5,4,0,1,0,0,0,0,0,1,0.236,0.32,0.551,0.871
27,2021-07-07,3,3,0,0,0,0,0,0,0,2,0.228,0.311,0.533,0.843
28,2021-07-07,3,3,0,0,0,0,0,0,0,3,0.221,0.302,0.516,0.818
29,2021-07-08,4,2,2,2,0,0,1,1,2,0,0.237,0.327,0.557,0.884
30,2021-07-09,4,3,1,1,0,0,1,1,1,1,0.24,0.333,0.58,0.913
31,2021-07-10,5,4,2,1,1,0,0,1,0,2,0.24,0.336,0.577,0.913
32,2021-07-16,4,3,0,0,0,0,0,0,0,3,0.234,0.333,0.561,0.894
33,2021-07-17,4,4,0,0,0,0,0,0,0,2,0.225,0.323,0.541,0.863
34,2021-07-18,4,3,0,1,0,0,0,0,1,2,0.228,0.328,0.535,0.863
35,2021-07-19,4,2,0,0,0,0,0,0,2,2,0.224,0.333,0.526,0.859
36,2021-07-20,2,2,0,0,0,0,0,0,0,2,0.22,0.328,0.517,0.845
37,2021-07-21,4,3,1,0,0,0,0,0,1,0,0.215,0.326,0.504,0.83
38,2021-07-22,5,4,0,0,0,0,0,0,1,4,0.208,0.322,0.488,0.81
39,2021-07-24,4,3,1,1,0,0,1,1,0,0,0.211,0.327,0.508,0.834
40,2021-07-25,4,3,0,0,0,0,0,1,0,2,0.206,0.318,0.496,0.814
41,2021-07-27,4,3,0,0,0,0,0,0,0,2,0.201,0.316,0.485,0.802
42,July,80,63,8,9,2,0,3,5,11,34,0.143,0.313,0.317,0.63
43,2021-08-02,1,1,0,0,0,0,0,0,0,1,0.2,0.314,0.481,0.796
44,2021-08-03,4,4,0,2,1,0,0,1,0,1,0.209,0.319,0.489,0.808
45,2021-08-04,5,5,1,1,0,0,0,0,0,3,0.208,0.315,0.479,0.795
