PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,4,2,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5
2018-03-31,4,3,1,1,1,0,0,1,0,0,0.2,0.375,0.4,0.775
2018-04-01,4,4,1,2,1,0,0,2,0,1,0.333,0.417,0.556,0.972
2018-04-02,1,1,0,0,0,0,0,0,0,1,0.3,0.385,0.5,0.885
2018-04-03,3,2,0,0,0,0,0,0,1,0,0.25,0.375,0.417,0.792
2018-04-04,4,4,0,0,0,0,0,0,0,3,0.188,0.3,0.313,0.612
2018-04-07,5,4,0,0,0,0,0,1,1,0,0.15,0.28,0.25,0.53
2018-04-08,4,3,0,0,0,0,0,0,1,0,0.13,0.276,0.217,0.493
2018-04-10,4,4,0,1,0,0,0,0,0,3,0.148,0.273,0.222,0.495
2018-04-11,1,1,1,1,0,0,1,1,0,0,0.179,0.294,0.357,0.651
2018-04-13,3,3,0,0,0,0,0,0,0,1,0.161,0.27,0.323,0.593
2018-04-14,2,2,0,1,0,0,0,0,0,0,0.182,0.282,0.333,0.615
2018-04-15,4,3,0,0,0,0,0,1,0,2,0.167,0.256,0.306,0.561
2018-04-16,5,5,1,1,0,0,0,1,0,4,0.171,0.25,0.293,0.543
2018-04-17,2,1,0,1,1,0,0,0,1,0,0.19,0.28,0.333,0.613
2018-04-18,3,3,1,2,0,0,0,0,0,0,0.222,0.302,0.356,0.657
2018-04-21,1,1,1,1,0,0,1,1,0,0,0.239,0.315,0.435,0.75
2018-04-22,2,1,0,0,0,0,0,0,1,1,0.234,0.321,0.426,0.747
2018-04-23,4,4,1,3,0,0,1,1,0,0,0.275,0.35,0.51,0.86
2018-04-24,3,2,0,0,0,0,0,0,1,0,0.264,0.349,0.491,0.84
2018-04-25,4,4,1,1,0,1,0,0,0,2,0.263,0.343,0.509,0.852
2018-04-27,4,3,0,0,0,0,0,0,1,1,0.25,0.338,0.483,0.821
2018-04-29,4,3,0,1,0,0,0,1,1,0,0.254,0.347,0.476,0.823
2018-04-30,4,4,0,0,0,0,0,0,0,1,0.239,0.329,0.448,0.777
2018-05-01,1,1,0,0,0,0,0,0,0,0,0.235,0.325,0.441,0.766
2018-05-02,4,3,0,0,0,0,0,0,1,2,0.225,0.321,0.423,0.744
2018-05-03,3,3,0,0,0,0,0,0,0,1,0.216,0.31,0.405,0.716
2018-05-04,4,4,1,2,0,0,1,1,0,1,0.231,0.319,0.449,0.767
2018-05-05,1,1,0,0,0,0,0,0,0,1,0.228,0.315,0.443,0.758
2018-05-06,3,3,0,0,0,0,0,0,0,1,0.22,0.305,0.427,0.732
2018-05-08,2,1,1,1,0,0,1,1,1,0,0.229,0.32,0.47,0.79
2018-05-09,5,5,0,0,0,0,0,0,0,2,0.216,0.304,0.443,0.747
2018-05-10,1,1,0,1,0,0,0,0,0,0,0.225,0.311,0.449,0.76
2018-05-11,1,1,0,0,0,0,0,0,0,0,0.222,0.308,0.444,0.752
2018-05-12,4,4,0,1,0,0,0,0,0,1,0.223,0.306,0.436,0.742
2018-05-13,1,1,0,0,0,0,0,0,0,1,0.221,0.303,0.432,0.734
2018-05-15,2,2,0,0,0,0,0,0,0,1,0.216,0.297,0.423,0.72
2018-05-17,5,5,0,0,0,0,0,0,0,1,0.206,0.284,0.402,0.686
2018-05-19,1,1,0,0,0,0,0,0,0,1,0.204,0.282,0.398,0.68
2018-05-20,4,2,2,1,0,0,1,2,2,1,0.21,0.298,0.429,0.726
2018-05-22,1,1,0,0,0,0,0,0,0,0,0.208,0.295,0.425,0.72
2018-05-23,4,4,1,1,0,0,0,0,0,0,0.209,0.294,0.418,0.712
2018-05-25,4,4,1,1,0,0,1,1,0,1,0.211,0.292,0.439,0.731
