Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,4,4,0,1,0,0,0,0,0,2,0.25,0.25,0.25,0.5
1,2021-04-02,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
2,2021-04-03,4,4,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25
3,2021-04-05,4,3,0,1,1,0,0,0,1,1,0.182,0.25,0.273,0.523
4,2021-04-06,5,5,0,2,1,0,0,1,0,1,0.25,0.294,0.375,0.669
5,2021-04-07,3,3,0,0,0,0,0,0,0,1,0.211,0.25,0.316,0.566
6,2021-04-09,4,4,1,2,1,0,1,2,0,1,0.261,0.292,0.522,0.813
7,2021-04-10,4,3,1,1,0,0,0,0,1,1,0.269,0.321,0.5,0.821
8,2021-04-11,4,4,0,0,0,0,0,0,0,2,0.233,0.281,0.433,0.715
9,2021-04-12,3,3,1,1,0,0,1,1,0,2,0.242,0.286,0.515,0.801
10,2021-04-13,4,4,0,0,0,0,0,0,0,1,0.216,0.256,0.459,0.716
11,2021-04-14,3,3,0,0,0,0,0,0,0,2,0.2,0.238,0.425,0.663
12,2021-04-15,1,1,0,0,0,0,0,0,0,1,0.195,0.233,0.415,0.647
13,2021-04-16,5,5,1,1,0,0,0,0,0,1,0.196,0.229,0.391,0.62
14,2021-04-17,4,4,0,0,0,0,0,0,0,2,0.18,0.212,0.36,0.572
15,2021-04-18,0,0,0,0,0,0,0,0,0,0,0.18,0.212,0.36,0.572
16,2021-04-19,4,4,2,2,0,0,0,0,0,0,0.204,0.232,0.37,0.602
17,2021-04-20,5,5,1,2,0,1,0,1,0,0,0.22,0.246,0.407,0.653
18,2021-04-21,4,4,0,0,0,0,0,0,0,1,0.206,0.231,0.381,0.612
19,2021-04-23,3,2,0,0,0,0,0,0,1,0,0.2,0.235,0.369,0.604
20,2021-04-24,3,3,0,0,0,0,0,0,0,3,0.191,0.225,0.353,0.578
21,2021-04-26,4,3,0,0,0,0,0,0,1,1,0.183,0.227,0.338,0.565
22,2021-04-27,0,0,0,0,0,0,0,0,0,0,0.183,0.227,0.338,0.565
23,2021-04-28,4,4,0,0,0,0,0,0,0,1,0.173,0.215,0.32,0.535
24,2021-04-29,4,4,0,0,0,0,0,0,0,3,0.165,0.205,0.304,0.509
25,2021-04-30,4,4,0,1,0,0,0,2,0,1,0.169,0.207,0.301,0.508
