PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-29,4,3,1,0,0,0,0,0,1,2,0.0,0.25,0.0,0.25
2018-03-30,4,4,0,1,0,0,0,0,0,1,0.143,0.25,0.143,0.393
2018-03-31,4,4,0,0,0,0,0,0,0,0,0.091,0.167,0.091,0.258
2018-04-01,4,4,0,0,0,0,0,0,0,2,0.067,0.125,0.067,0.192
2018-04-03,4,4,0,0,0,0,0,0,0,2,0.053,0.1,0.053,0.153
2018-04-04,4,4,1,1,0,0,0,0,0,3,0.087,0.125,0.087,0.212
2018-04-05,6,5,0,0,0,0,0,0,1,2,0.071,0.133,0.071,0.205
2018-04-08,5,4,0,1,0,1,0,1,1,2,0.094,0.171,0.156,0.328
2018-04-11,4,3,1,1,0,0,0,0,1,1,0.114,0.205,0.171,0.377
2018-04-13,4,3,0,0,0,0,0,0,1,2,0.105,0.209,0.158,0.367
2018-04-14,4,4,2,2,1,0,0,0,0,1,0.143,0.234,0.214,0.448
2018-04-15,1,1,1,1,0,0,0,0,0,0,0.163,0.25,0.233,0.483
2018-06-19,5,5,0,0,0,0,0,0,0,1,0.146,0.226,0.208,0.435
2018-06-20,4,4,0,0,0,0,0,0,0,2,0.135,0.211,0.192,0.403
2018-06-22,5,4,0,0,0,0,0,0,1,1,0.125,0.21,0.179,0.388
2018-06-23,4,3,1,1,0,0,0,0,1,1,0.136,0.227,0.186,0.414
2018-06-24,6,5,1,1,0,1,0,0,0,2,0.141,0.236,0.219,0.455
2018-06-25,5,4,1,1,0,0,1,4,1,2,0.147,0.247,0.265,0.512
2018-06-26,4,3,1,1,0,0,0,0,1,0,0.155,0.259,0.268,0.527
2018-06-28,4,4,0,1,0,0,0,0,0,1,0.16,0.259,0.267,0.526
2018-06-29,4,3,0,0,0,0,0,0,1,1,0.154,0.258,0.256,0.515
2018-06-30,4,3,2,1,0,0,0,0,0,2,0.16,0.269,0.259,0.528
2018-07-01,1,1,0,0,0,0,0,0,0,1,0.159,0.266,0.256,0.522
2018-07-02,5,4,0,0,0,0,0,0,1,2,0.151,0.263,0.244,0.507
2018-07-03,8,8,1,1,0,0,0,0,0,1,0.149,0.252,0.234,0.486
2018-07-04,4,4,0,0,0,0,0,0,0,1,0.143,0.243,0.224,0.468
2018-07-06,4,4,0,1,1,0,0,0,0,2,0.147,0.243,0.235,0.479
2018-07-07,5,5,0,1,0,0,0,0,0,1,0.15,0.242,0.234,0.475
2018-07-09,6,5,1,1,0,1,0,0,1,1,0.152,0.246,0.25,0.496
2018-07-10,4,3,1,1,0,0,0,1,1,0,0.157,0.254,0.252,0.506
2018-07-11,5,5,2,3,0,0,1,1,0,1,0.175,0.267,0.292,0.558
2018-07-12,4,3,0,0,0,0,0,1,0,0,0.171,0.259,0.285,0.544
2018-07-13,5,5,1,1,0,0,0,0,0,2,0.172,0.257,0.281,0.538
2018-07-14,6,6,2,2,0,0,0,2,0,2,0.179,0.26,0.284,0.544
2018-07-15,6,6,0,1,0,0,0,1,0,3,0.179,0.256,0.279,0.535
2018-07-20,2,2,1,1,1,0,0,0,0,0,0.183,0.259,0.289,0.548
2018-07-23,5,5,1,1,0,0,0,0,0,1,0.184,0.258,0.286,0.543
2018-07-24,4,4,0,0,0,0,0,0,0,2,0.179,0.251,0.278,0.53
2018-07-25,4,4,1,1,0,0,1,2,0,2,0.181,0.251,0.297,0.548
2018-07-26,4,3,1,1,1,0,0,0,1,0,0.184,0.257,0.304,0.561
2018-07-27,5,5,1,2,0,0,0,0,0,0,0.19,0.261,0.307,0.568
2018-07-28,4,4,1,2,0,0,1,1,0,1,0.198,0.266,0.329,0.596
2018-07-31,5,4,2,1,0,1,0,2,1,0,0.199,0.27,0.339,0.609
2018-08-01,5,3,0,0,0,0,0,0,2,0,0.195,0.273,0.333,0.606
2018-08-02,4,4,0,0,0,0,0,0,0,0,0.191,0.268,0.326,0.594
2018-08-03,5,4,0,1,0,0,0,0,1,0,0.192,0.271,0.324,0.595
2018-08-04,4,4,0,0,0,0,0,0,0,3,0.188,0.266,0.317,0.583
2018-08-05,5,4,0,1,1,0,0,1,1,1,0.189,0.269,0.321,0.59
2018-08-07,4,4,0,0,0,0,0,0,0,2,0.186,0.264,0.314,0.578
2018-08-08,4,4,0,0,0,0,0,0,0,1,0.182,0.259,0.308,0.567
2018-08-09,4,4,0,0,0,0,0,0,0,1,0.178,0.254,0.302,0.556
2018-08-10,4,4,0,1,0,0,0,0,0,1,0.18,0.254,0.301,0.555
2018-08-11,4,4,1,1,0,0,0,0,0,1,0.181,0.254,0.3,0.554
2018-08-12,4,4,0,0,0,0,0,0,0,0,0.178,0.25,0.294,0.544
2018-08-14,3,3,0,0,0,0,0,0,0,1,0.175,0.247,0.29,0.537
