Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-02,3,3,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
1,2021-04-03,4,3,0,0,0,0,0,0,1,2,0.0,0.143,0.0,0.143
2,2021-04-04,4,4,0,0,0,0,0,0,0,1,0.0,0.091,0.0,0.091
3,2021-04-07,4,4,0,2,0,0,0,0,0,0,0.143,0.2,0.143,0.343
4,2021-04-08,4,4,0,0,0,0,0,0,0,2,0.111,0.158,0.111,0.269
5,2021-04-10,4,3,0,0,0,0,0,1,1,2,0.095,0.174,0.095,0.269
6,2021-04-11,5,4,0,1,1,0,0,0,1,1,0.12,0.214,0.16,0.374
7,2021-04-13,3,3,0,2,2,0,0,2,0,0,0.179,0.258,0.286,0.544
8,2021-04-14,3,3,1,1,0,0,0,0,0,2,0.194,0.265,0.29,0.555
9,2021-04-15,3,3,0,0,0,0,0,0,0,2,0.176,0.243,0.265,0.508
10,2021-04-18,3,3,0,2,1,0,0,0,0,1,0.216,0.275,0.324,0.599
11,2021-04-18,1,1,0,1,0,0,0,0,0,0,0.237,0.293,0.342,0.635
12,2021-04-19,5,4,0,0,0,0,0,0,1,2,0.214,0.283,0.31,0.592
13,2021-04-20,3,3,0,2,0,1,0,1,0,0,0.244,0.306,0.378,0.684
14,2021-04-21,4,4,0,2,0,0,0,0,0,1,0.265,0.321,0.388,0.708
15,2021-04-23,4,3,1,1,0,0,0,0,1,2,0.269,0.333,0.385,0.718
16,2021-04-24,3,3,0,0,0,0,0,0,0,1,0.255,0.317,0.364,0.68
17,2021-04-25,3,3,0,0,0,0,0,0,0,0,0.241,0.302,0.345,0.646
18,2021-04-27,3,3,1,1,0,0,1,1,0,1,0.246,0.303,0.393,0.696
19,2021-04-28,3,3,0,0,0,0,0,0,0,3,0.234,0.29,0.375,0.665
20,2021-04-29,3,3,0,0,0,0,0,0,0,0,0.224,0.278,0.358,0.636
21,2021-04-30,4,3,0,0,0,0,0,0,0,0,0.214,0.276,0.343,0.619
22,April,76,70,3,15,4,1,1,5,5,25,0.214,0.276,0.343,0.619
23,2021-05-01,5,5,0,0,0,0,0,1,0,3,0.2,0.259,0.32,0.579
24,2021-05-04,4,4,0,0,0,0,0,0,0,1,0.19,0.247,0.304,0.551
25,2021-05-05,3,3,0,0,0,0,0,0,0,2,0.183,0.239,0.293,0.531
26,2021-05-06,4,4,0,0,0,0,0,0,0,2,0.174,0.228,0.279,0.507
27,2021-05-07,4,3,2,2,0,0,1,3,1,0,0.191,0.25,0.326,0.576
28,2021-05-08,5,5,0,1,0,0,0,2,0,1,0.191,0.248,0.319,0.567
29,2021-05-09,4,4,0,1,1,0,0,0,0,0,0.194,0.248,0.327,0.574
