Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-05-12,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
1,2021-05-13,4,2,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4
2,2021-05-15,1,1,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333
3,2021-05-16,4,4,1,2,1,0,0,1,0,2,0.25,0.4,0.375,0.775
4,May,10,8,2,2,1,0,0,1,2,3,0.25,0.4,0.375,0.775
5,2021-07-30,4,3,0,2,0,0,0,0,1,0,0.364,0.5,0.455,0.954
6,2021-07-31,3,3,0,0,0,0,0,0,0,2,0.286,0.412,0.357,0.769
7,July,7,6,0,2,0,0,0,0,1,2,0.333,0.429,0.333,0.762
8,2021-08-01,0,0,0,0,0,0,0,0,0,0,0.286,0.412,0.357,0.769
9,2021-08-06,1,1,0,0,0,0,0,0,0,0,0.267,0.389,0.333,0.722
10,2021-08-07,2,2,0,1,0,0,0,0,0,0,0.294,0.4,0.353,0.753
11,2021-08-07,3,3,0,1,0,0,0,1,0,0,0.3,0.391,0.35,0.741
12,2021-08-08,4,4,0,0,0,0,0,0,0,1,0.25,0.333,0.292,0.625
13,2021-08-11,2,2,0,0,0,0,0,0,0,0,0.231,0.31,0.269,0.58
14,2021-08-13,1,1,0,0,0,0,0,0,0,1,0.222,0.3,0.259,0.559
15,2021-08-14,1,1,0,0,0,0,0,0,0,0,0.214,0.29,0.25,0.54
16,2021-08-17,0,0,0,0,0,0,0,0,0,0,0.214,0.29,0.25,0.54
17,2021-08-21,1,1,0,0,0,0,0,0,0,0,0.207,0.281,0.241,0.523
18,2021-08-27,3,2,1,1,0,0,1,3,1,1,0.226,0.314,0.355,0.669
19,2021-08-28,4,4,0,0,0,0,0,0,0,2,0.2,0.282,0.314,0.596
20,2021-08-29,2,2,0,0,0,0,0,0,0,1,0.189,0.268,0.297,0.566
21,2021-08-31,4,3,1,0,0,0,0,0,1,0,0.175,0.267,0.275,0.542
22,August,28,26,2,3,0,0,1,4,2,6,0.115,0.179,0.231,0.409
23,2021-09-01,3,2,0,0,0,0,0,0,1,1,0.167,0.271,0.262,0.533
24,2021-09-02,4,2,1,0,0,0,0,0,2,1,0.159,0.288,0.25,0.538
25,2021-09-03,4,4,2,2,1,0,1,1,0,0,0.188,0.304,0.354,0.658
26,2021-09-04,4,2,0,0,0,0,0,0,0,0,0.18,0.293,0.34,0.633
27,2021-09-05,4,4,0,0,0,0,0,0,0,1,0.167,0.274,0.315,0.589
28,2021-09-06,5,5,2,1,0,0,1,1,0,0,0.169,0.269,0.356,0.625
29,2021-09-07,4,4,0,2,1,0,0,1,0,0,0.19,0.282,0.381,0.663
30,2021-09-08,2,2,0,0,0,0,0,0,0,1,0.185,0.274,0.369,0.643
31,September,30,25,5,5,2,0,2,3,3,4,0.2,0.286,0.52,0.806
0,2021-05-12,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
1,2021-05-13,4,2,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4
2,2021-05-15,1,1,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333
3,2021-05-16,4,4,1,2,1,0,0,1,0,2,0.25,0.4,0.375,0.775
4,May,10,8,2,2,1,0,0,1,2,3,0.25,0.4,0.375,0.775
5,2021-07-30,4,3,0,2,0,0,0,0,1,0,0.364,0.5,0.455,0.954
6,2021-07-31,3,3,0,0,0,0,0,0,0,2,0.286,0.412,0.357,0.769
7,July,7,6,0,2,0,0,0,0,1,2,0.333,0.429,0.333,0.762
8,2021-08-01,0,0,0,0,0,0,0,0,0,0,0.286,0.412,0.357,0.769
