PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
2018-03-30,6,6,1,1,0,0,0,1,0,1,0.167,0.167,0.167,0.333
2018-04-01,4,4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
2018-04-02,3,3,0,0,0,0,0,0,0,1,0.077,0.077,0.077,0.154
2018-04-04,4,4,1,2,0,0,0,0,0,0,0.176,0.176,0.176,0.353
2018-04-05,4,4,1,2,1,1,0,1,0,0,0.238,0.238,0.381,0.619
2018-04-06,5,4,2,3,2,0,0,2,0,0,0.32,0.346,0.52,0.866
2018-04-07,4,4,0,1,1,0,0,2,0,2,0.31,0.333,0.517,0.851
2018-04-08,4,4,1,1,0,0,1,1,0,2,0.303,0.324,0.576,0.899
2018-04-10,5,5,2,3,1,0,0,2,0,0,0.342,0.359,0.605,0.964
2018-04-12,5,3,1,1,1,0,0,0,2,0,0.341,0.386,0.61,0.996
2018-04-13,4,4,1,2,1,0,0,0,0,1,0.356,0.396,0.622,1.018
2018-04-14,4,4,0,1,0,0,0,1,0,0,0.347,0.385,0.592,0.976
2018-04-15,5,4,0,2,0,0,0,2,0,0,0.358,0.386,0.585,0.971
2018-04-16,4,4,0,1,0,0,0,0,0,0,0.351,0.377,0.561,0.938
2018-04-17,4,4,0,0,0,0,0,0,0,0,0.328,0.354,0.525,0.878
2018-04-19,3,3,0,0,0,0,0,0,0,1,0.313,0.338,0.5,0.838
2018-04-20,4,4,0,0,0,0,0,0,0,1,0.294,0.319,0.471,0.79
2018-04-21,4,4,0,2,0,0,0,0,0,0,0.306,0.329,0.472,0.801
2018-04-22,5,4,0,1,0,0,0,0,1,0,0.303,0.333,0.461,0.794
2018-04-25,5,5,2,3,1,0,0,0,0,1,0.321,0.349,0.481,0.83
2018-04-25,2,1,0,0,0,0,0,0,1,0,0.317,0.352,0.476,0.828
2018-04-26,4,4,1,1,0,0,1,1,0,0,0.314,0.348,0.5,0.848
2018-04-27,5,4,1,2,1,0,0,1,0,0,0.322,0.351,0.511,0.862
2018-04-28,4,3,0,1,0,0,0,1,1,0,0.323,0.356,0.505,0.862
2018-04-29,4,2,1,0,0,0,0,0,2,0,0.316,0.362,0.495,0.857
2018-04-30,4,4,1,1,0,0,1,1,0,0,0.313,0.358,0.515,0.873
2018-05-01,4,4,1,1,0,0,1,2,0,1,0.311,0.354,0.534,0.888
2018-05-02,4,4,0,2,0,0,0,2,0,1,0.318,0.359,0.533,0.892
2018-05-03,4,4,0,1,0,0,0,0,0,0,0.315,0.355,0.523,0.878
2018-05-04,5,4,1,1,0,0,1,2,1,0,0.313,0.357,0.539,0.896
2018-05-05,4,4,0,0,0,0,0,0,0,1,0.303,0.346,0.521,0.867
2018-05-06,5,5,1,3,1,0,0,2,0,0,0.315,0.356,0.532,0.888
2018-05-08,5,5,1,4,1,0,0,2,0,1,0.333,0.371,0.55,0.922
2018-05-09,4,4,0,0,0,0,0,0,0,0,0.323,0.361,0.534,0.895
2018-05-12,4,4,0,1,0,0,0,1,0,1,0.321,0.358,0.526,0.884
