Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-06-06,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,2021-06-08,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2,2021-06-09,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3,2021-06-29,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4,June,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,2021-07-02,5,5,1,3,1,0,1,5,0,0,0.429,0.429,1.0,1.429
6,2021-07-03,5,2,1,1,0,0,0,0,3,0,0.444,0.583,0.889,1.472
7,2021-07-04,4,4,0,0,0,0,0,0,0,1,0.308,0.438,0.615,1.053
8,2021-07-05,4,4,0,0,0,0,0,0,0,2,0.235,0.35,0.471,0.821
9,2021-07-06,1,1,0,0,0,0,0,0,0,1,0.222,0.333,0.444,0.778
10,2021-07-07,1,1,0,0,0,0,0,0,0,0,0.211,0.318,0.421,0.739
11,2021-07-09,1,1,0,1,0,0,0,0,0,0,0.25,0.348,0.45,0.798
12,2021-07-10,5,5,1,4,0,0,0,3,0,0,0.36,0.429,0.52,0.949
13,2021-07-16,2,2,1,0,0,0,0,0,0,0,0.333,0.4,0.481,0.882
14,2021-07-17,4,3,0,1,0,0,0,0,1,1,0.333,0.412,0.467,0.878
15,2021-07-18,1,1,0,0,0,0,0,0,0,1,0.323,0.4,0.452,0.852
16,2021-07-19,4,4,1,2,1,0,0,2,0,0,0.343,0.41,0.486,0.896
17,2021-07-20,4,3,1,1,0,0,1,1,1,1,0.342,0.419,0.553,0.971
18,2021-07-21,4,3,0,1,0,0,0,0,1,1,0.341,0.426,0.537,0.962
19,2021-07-22,4,4,1,1,0,0,0,1,0,1,0.333,0.412,0.511,0.923
20,2021-07-23,4,4,0,2,0,0,0,0,0,2,0.347,0.418,0.51,0.928
21,2021-07-24,3,3,0,0,0,0,0,0,0,1,0.327,0.397,0.481,0.877
22,2021-07-25,4,4,2,2,0,0,1,1,0,2,0.339,0.403,0.536,0.939
23,2021-07-27,3,2,0,1,0,0,0,0,0,0,0.345,0.415,0.534,0.95
24,2021-07-28,3,3,0,0,0,0,0,0,0,1,0.328,0.397,0.508,0.905
25,2021-07-29,2,2,1,0,0,0,0,0,0,0,0.317,0.386,0.492,0.878
26,2021-07-30,3,2,1,1,0,0,0,0,1,0,0.323,0.397,0.492,0.89
27,2021-07-31,3,3,0,2,0,0,0,0,0,0,0.338,0.408,0.5,0.908
28,July,74,66,11,23,2,0,3,13,7,15,0.348,0.419,0.515,0.934
29,2021-08-02,1,1,0,0,0,0,0,0,0,1,0.333,0.403,0.493,0.895
30,2021-08-03,3,3,0,0,0,0,0,0,0,1,0.319,0.388,0.472,0.86
31,2021-08-04,4,3,0,0,0,0,0,0,1,0,0.307,0.381,0.453,0.834
32,2021-08-07,1,1,1,0,0,0,0,0,0,0,0.303,0.376,0.447,0.824
33,2021-08-11,0,0,0,0,0,0,0,0,0,0,0.303,0.376,0.447,0.824
34,2021-08-13,4,4,0,1,0,0,0,1,0,1,0.3,0.371,0.438,0.808
35,2021-08-26,1,1,0,0,0,0,0,0,0,0,0.296,0.367,0.432,0.799
36,2021-08-27,4,4,1,1,0,0,0,0,0,1,0.294,0.362,0.424,0.785
37,2021-08-28,1,1,0,0,0,0,0,0,0,0,0.291,0.358,0.419,0.776
38,August,19,18,2,2,0,0,0,1,1,4,0.111,0.158,0.111,0.269
39,2021-09-01,4,4,0,0,0,0,0,0,0,2,0.278,0.343,0.4,0.743
40,2021-09-02,4,4,1,1,0,0,1,3,0,0,0.277,0.34,0.426,0.765
41,2021-09-03,5,5,0,1,1,0,0,0,0,1,0.273,0.333,0.424,0.758
42,2021-09-04,4,4,0,0,0,0,0,0,0,0,0.262,0.321,0.408,0.729
43,2021-09-05,2,2,0,0,0,0,0,0,0,0,0.257,0.316,0.4,0.716
44,2021-09-06,5,5,2,3,0,0,2,3,0,0,0.273,0.328,0.464,0.791
45,2021-09-07,0,0,0,0,0,0,0,0,0,0,0.273,0.328,0.464,0.791
46,2021-09-08,2,2,1,1,0,0,0,0,0,0,0.277,0.331,0.464,0.795
47,2021-09-10,1,1,0,0,0,0,0,0,0,0,0.274,0.328,0.46,0.788
48,2021-09-11,2,1,0,0,0,0,0,1,1,0,0.272,0.331,0.456,0.787
49,2021-09-12,4,4,0,1,1,0,0,0,0,1,0.271,0.328,0.458,0.786
50,2021-09-14,0,0,1,0,0,0,0,0,0,0,0.271,0.328,0.458,0.786
51,2021-09-15,1,1,1,1,0,0,1,1,0,0,0.277,0.333,0.487,0.821
