Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-01,4,3,1,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25
1,2021-04-02,3,3,0,1,0,0,0,0,0,1,0.167,0.286,0.167,0.452
2,2021-04-03,3,3,0,0,0,0,0,0,0,1,0.111,0.2,0.111,0.311
3,2021-04-05,4,4,0,1,0,0,0,0,0,1,0.154,0.214,0.154,0.368
4,2021-04-06,4,4,1,1,0,0,0,0,0,0,0.176,0.222,0.176,0.399
5,2021-04-07,4,4,1,1,0,0,0,1,0,0,0.19,0.227,0.19,0.418
6,2021-04-08,4,4,0,0,0,0,0,0,0,1,0.16,0.192,0.16,0.352
7,2021-04-10,4,4,1,1,0,0,0,0,0,0,0.172,0.2,0.172,0.372
8,2021-04-11,4,4,0,2,0,0,0,0,0,0,0.212,0.235,0.212,0.447
9,2021-04-13,3,3,0,2,0,0,0,0,0,1,0.25,0.27,0.25,0.52
10,2021-04-13,3,3,1,1,0,0,0,0,0,0,0.256,0.275,0.256,0.531
11,2021-04-15,3,3,0,1,1,0,0,2,0,0,0.262,0.279,0.286,0.565
12,2021-04-15,3,3,0,1,0,0,0,0,0,1,0.267,0.283,0.289,0.572
13,2021-04-16,4,3,2,1,0,0,0,0,1,0,0.271,0.3,0.292,0.592
14,2021-04-17,3,3,0,1,0,0,0,0,0,0,0.275,0.302,0.294,0.596
15,2021-04-18,3,2,1,0,0,0,0,0,1,2,0.264,0.304,0.283,0.587
16,2021-04-19,3,2,0,0,0,0,0,0,1,1,0.255,0.305,0.273,0.578
17,2021-04-20,3,3,0,0,0,0,0,0,0,1,0.241,0.29,0.259,0.549
18,2021-04-22,4,2,2,0,0,0,0,0,2,0,0.233,0.303,0.25,0.553
19,2021-04-23,4,3,1,1,0,0,0,1,1,0,0.238,0.314,0.254,0.568
20,2021-04-24,5,5,0,1,0,0,0,0,0,1,0.235,0.307,0.25,0.557
21,2021-04-25,3,3,0,1,1,0,0,1,0,1,0.239,0.308,0.268,0.575
22,2021-04-26,4,4,0,1,0,0,0,0,0,1,0.24,0.305,0.267,0.572
23,2021-04-27,3,2,0,0,0,0,0,0,1,2,0.234,0.306,0.26,0.566
24,2021-04-28,4,4,0,1,1,0,0,1,0,0,0.235,0.303,0.272,0.575
25,2021-04-29,3,3,0,1,0,0,0,0,0,0,0.238,0.304,0.274,0.578
26,2021-04-30,4,4,1,2,1,0,0,1,0,1,0.25,0.313,0.295,0.608
27,April,96,88,12,22,4,0,0,7,8,17,0.25,0.313,0.295,0.608
28,2021-05-01,4,3,1,2,1,0,0,1,1,1,0.264,0.33,0.319,0.649
29,2021-05-02,3,3,0,1,0,0,0,0,0,0,0.266,0.33,0.319,0.649
30,2021-05-03,3,3,0,0,0,0,0,0,0,2,0.258,0.321,0.309,0.63
31,2021-05-04,3,2,0,0,0,0,0,0,1,1,0.253,0.321,0.303,0.624
32,2021-05-05,3,3,0,0,0,0,0,0,0,0,0.245,0.313,0.294,0.607
