Unnamed: 0,date,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,AVG,OBP,SLG,OPS
0,2021-04-02,3,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333
1,2021-04-03,4,4,0,0,0,0,0,0,0,1,0.0,0.143,0.0,0.143
2,2021-04-05,5,5,0,0,0,0,0,0,0,2,0.0,0.083,0.0,0.083
3,2021-04-06,5,5,0,2,0,0,0,1,0,1,0.125,0.176,0.125,0.302
4,2021-04-07,4,3,1,0,0,0,0,0,1,1,0.105,0.19,0.105,0.296
5,2021-04-08,5,3,2,2,0,0,1,2,1,1,0.182,0.308,0.318,0.626
6,2021-04-10,5,5,1,2,0,0,1,2,0,1,0.222,0.323,0.444,0.767
7,2021-04-11,6,5,2,2,0,0,2,5,1,2,0.25,0.351,0.625,0.976
8,2021-04-13,4,3,1,1,0,0,1,1,1,1,0.257,0.366,0.686,1.052
9,2021-04-14,4,4,0,1,0,0,0,0,0,1,0.256,0.356,0.641,0.997
10,2021-04-14,4,4,1,2,1,0,0,2,0,0,0.279,0.367,0.651,1.019
11,2021-04-15,4,4,0,0,0,0,0,0,0,3,0.255,0.34,0.596,0.935
12,2021-04-17,5,3,0,1,0,0,0,1,1,1,0.26,0.345,0.58,0.925
13,2021-04-18,3,3,0,1,0,0,0,0,0,0,0.264,0.344,0.566,0.91
14,2021-04-18,3,3,0,0,0,0,0,0,0,1,0.25,0.328,0.536,0.864
15,2021-04-19,5,3,2,2,0,0,0,1,2,0,0.271,0.362,0.542,0.905
16,2021-04-21,4,4,0,1,1,0,0,1,0,1,0.27,0.356,0.54,0.896
17,2021-04-22,5,5,2,2,0,0,1,1,0,0,0.279,0.359,0.574,0.932
18,2021-04-23,4,4,0,0,0,0,0,0,0,2,0.264,0.341,0.542,0.883
19,2021-04-24,4,4,1,2,2,0,0,1,0,0,0.276,0.349,0.566,0.915
20,2021-04-25,4,2,1,0,0,0,0,0,2,1,0.269,0.356,0.551,0.907
21,2021-04-27,4,4,0,2,0,0,0,1,0,0,0.28,0.362,0.549,0.91
22,2021-04-28,3,3,0,2,1,0,0,0,0,0,0.294,0.371,0.565,0.936
23,2021-04-29,4,4,0,1,1,0,0,1,0,1,0.292,0.366,0.562,0.928
24,2021-04-30,4,3,1,1,0,0,1,1,1,0,0.293,0.371,0.587,0.958
25,April,105,92,15,27,6,0,7,21,11,21,0.293,0.371,0.587,0.958
26,2021-05-01,5,4,1,1,1,0,0,0,1,3,0.292,0.373,0.583,0.956
27,2021-05-02,4,3,0,0,0,0,0,0,1,1,0.283,0.368,0.566,0.934
28,2021-05-05,5,4,0,1,1,0,0,0,1,1,0.282,0.37,0.563,0.933
29,2021-05-06,5,5,1,2,0,0,0,3,0,1,0.287,0.371,0.556,0.926
30,2021-05-07,4,3,2,1,1,0,0,0,1,0,0.288,0.375,0.559,0.934
31,2021-05-08,4,3,1,0,0,0,0,1,1,1,0.281,0.371,0.544,0.915
32,2021-05-09,4,4,1,2,1,0,1,3,0,1,0.288,0.375,0.576,0.951
33,2021-05-10,4,3,0,0,0,0,0,1,0,3,0.281,0.364,0.562,0.926
34,2021-05-11,4,4,1,1,0,0,1,1,0,2,0.28,0.361,0.576,0.937
35,2021-05-12,4,4,0,1,1,0,0,0,0,1,0.279,0.358,0.574,0.932
36,2021-05-13,4,4,0,0,0,0,0,0,0,1,0.271,0.349,0.556,0.905
37,2021-05-14,4,4,1,1,0,0,0,0,0,2,0.27,0.346,0.547,0.894
38,2021-05-15,4,3,2,2,0,0,1,1,1,0,0.279,0.356,0.571,0.928
39,2021-05-16,4,4,1,1,0,0,1,3,0,2,0.278,0.354,0.583,0.937
40,2021-05-18,4,4,0,0,0,0,0,0,0,2,0.27,0.345,0.568,0.913
41,2021-05-19,4,4,1,2,1,0,0,0,0,2,0.276,0.349,0.572,0.921
42,2021-05-20,5,4,0,1,0,0,0,0,1,2,0.276,0.35,0.564,0.914
43,2021-05-21,5,4,2,2,1,0,1,3,1,2,0.281,0.357,0.588,0.945
44,2021-05-22,5,5,0,1,1,0,0,1,0,1,0.279,0.353,0.582,0.935
45,2021-05-23,4,4,1,1,0,0,1,1,0,2,0.278,0.351,0.592,0.942
46,2021-05-25,4,3,0,0,0,0,0,1,0,1,0.273,0.349,0.581,0.93
47,2021-05-26,4,4,2,2,1,0,1,3,0,1,0.278,0.352,0.602,0.954
48,2021-05-28,3,3,0,0,0,0,0,0,0,2,0.274,0.347,0.592,0.939
49,2021-05-29,4,4,2,3,2,0,0,0,0,0,0.284,0.354,0.607,0.961
50,2021-05-31,3,3,0,0,0,0,0,0,0,3,0.28,0.349,0.597,0.946
51,May,104,94,19,25,11,0,7,22,8,37,0.266,0.327,0.606,0.933
52,2021-06-01,4,4,0,0,0,0,0,0,0,2,0.274,0.343,0.584,0.927
53,2021-06-02,4,4,0,2,0,0,0,0,0,1,0.278,0.346,0.582,0.928
54,2021-06-03,5,3,1,1,1,0,0,0,2,1,0.279,0.351,0.584,0.935
55,2021-06-04,4,4,1,1,0,0,1,3,0,1,0.279,0.35,0.592,0.942
