,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-29,0,0,4.50,0,0,2.0,2,1,1,0,2,3,2.00
1,March,0,0,4.50,0,0,2.0,2,1,1,0,2,3,2.00
2,2019-04-05,1,0,3.60,0,0,3.0,1,1,1,1,0,5,1.00
3,2019-04-08,0,0,6.00,0,0,1.0,2,2,2,1,2,0,1.50
4,2019-04-14,0,0,5.19,0,0,2.2,4,1,1,1,0,3,1.50
5,2019-04-16,0,0,4.50,0,0,1.1,1,0,0,0,0,2,1.40
6,2019-04-20,1,0,3.00,1,0,5.0,1,0,0,0,2,5,1.13
7,2019-04-26,0,0,3.20,1,0,4.2,5,2,2,0,3,4,1.27
8,April,2,0,3.06,2,0,17.2,14,6,6,3,7,19,1.19
9,2019-05-18,0,0,2.66,1,0,4.0,2,1,0,0,4,3,1.31
10,2019-05-24,0,0,3.25,1,0,4.0,6,3,3,0,0,4,1.34
11,2019-05-30,1,0,3.31,1,0,5.0,6,2,2,1,1,5,1.35
12,May,1,0,3.46,3,0,13.0,14,6,5,1,5,12,1.46
13,2019-06-04,0,1,3.93,1,0,4.0,7,4,4,3,0,6,1.39
14,2019-06-09,0,0,3.80,1,0,6.0,4,2,2,1,1,6,1.31
15,2019-06-16,0,0,4.05,1,0,4.0,5,3,3,0,4,3,1.39
16,2019-06-21,0,1,4.70,1,0,5.0,5,6,6,1,2,6,1.39
17,2019-06-27,1,0,4.42,1,0,5.1,3,2,1,0,1,6,1.33
18,June,1,2,5.92,5,0,24.1,24,17,16,5,8,27,1.32
19,2019-07-02,0,0,4.31,1,0,5.2,5,2,2,1,0,2,1.29
20,2019-07-07,0,0,4.32,1,0,4.0,5,2,2,0,1,4,1.31
21,2019-07-12,0,0,4.27,1,0,5.0,3,2,2,1,0,5,1.26
22,2019-07-17,1,0,3.96,1,0,5.2,1,0,0,0,3,3,1.22
23,2019-07-22,0,0,3.90,1,0,5.2,7,2,2,0,2,6,1.24
24,2019-07-27,0,0,3.89,1,0,5.0,4,2,2,1,1,4,1.23
25,July,1,0,2.90,6,0,31.0,25,10,10,3,7,24,1.03
26,2019-08-01,0,0,3.73,1,0,6.0,2,1,1,1,3,5,1.20
27,2019-08-06,0,0,3.70,1,0,5.2,6,2,2,1,1,4,1.20
28,2019-08-13,0,0,3.78,1,0,5.0,3,3,3,1,3,4,1.20
29,2019-08-18,0,1,4.54,1,0,2.1,9,10,10,3,2,1,1.28
30,2019-08-24,1,0,4.34,1,0,5.0,3,0,0,0,2,5,1.27
31,2019-08-30,0,1,4.58,1,0,4.0,7,5,5,2,1,2,1.29
32,August,1,2,6.75,6,0,28.0,30,21,21,8,12,21,1.50
33,2019-09-05,0,0,4.58,1,0,4.0,5,2,2,1,2,4,1.31
34,2019-09-10,0,0,4.57,1,0,4.0,3,2,2,0,2,2,1.31
35,2019-09-15,0,0,4.50,1,0,4.0,1,1,1,1,2,6,1.29
36,2019-09-20,1,0,4.30,1,0,6.0,3,0,0,0,1,4,1.26
37,2019-09-26,1,0,4.21,1,0,5.0,5,1,1,1,2,2,1.27
38,September,2,0,2.35,5,0,23.0,17,6,6,3,9,18,1.13
