,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-01,0,1,6.00,1,0,6.0,5,4,4,3,2,9,1.17
1,2019-04-06,0,0,6.00,1,0,6.0,7,4,4,0,1,4,1.25
2,2019-04-14,1,0,3.79,1,0,7.0,3,0,0,0,0,7,0.95
3,2019-04-21,0,0,3.75,1,0,5.0,5,2,2,0,2,10,1.04
4,2019-04-27,0,1,3.60,1,0,6.0,4,2,2,1,3,7,1.07
5,April,1,2,3.60,5,0,30.0,24,12,12,4,8,37,1.07
6,2019-05-02,0,0,3.75,1,0,6.0,7,3,3,1,2,5,1.14
7,2019-05-20,1,0,3.29,1,0,5.0,3,2,0,1,0,4,1.07
8,2019-05-25,0,0,3.24,1,0,0.2,1,0,0,0,0,1,1.08
9,2019-05-28,0,0,2.83,1,0,6.0,3,0,0,0,1,6,1.03
10,May,1,0,1.53,4,0,17.2,14,5,3,2,3,16,0.96
11,2019-06-02,1,0,2.83,1,0,6.1,6,2,2,1,1,6,1.04
12,2019-06-08,1,0,2.70,1,0,6.0,5,1,1,0,2,10,1.05
13,2019-06-13,0,0,3.52,1,0,1.1,5,6,6,0,1,2,1.13
14,2019-06-18,0,0,3.39,1,0,5.0,4,1,1,0,0,2,1.10
15,2019-06-25,1,0,3.36,1,0,6.0,8,3,2,0,0,9,1.12
16,June,3,0,4.38,5,0,24.2,28,13,12,1,4,29,1.30
17,2019-07-02,1,0,3.33,1,0,6.0,4,2,2,0,4,7,1.14
18,2019-07-07,1,0,3.24,1,0,5.0,4,1,1,0,2,6,1.14
19,2019-07-14,0,0,3.16,1,0,5.0,4,4,1,1,3,7,1.15
20,2019-07-19,0,1,3.61,1,0,4.0,8,6,6,2,1,4,1.20
21,2019-07-24,0,1,3.66,1,0,6.0,4,3,3,1,2,8,1.19
22,2019-07-30,0,0,3.86,1,0,4.1,9,4,4,2,2,9,1.25
23,July,2,2,5.04,6,0,30.1,33,20,17,6,14,41,1.55
24,2019-08-04,0,1,4.36,1,0,2.2,9,7,7,2,2,3,1.32
25,August,0,1,23.63,1,0,2.2,9,7,7,2,2,3,4.13
26,2019-09-01,0,0,4.28,1,0,2.0,1,0,0,0,1,2,1.31
27,September,0,0,0.00,1,0,2.0,1,0,0,0,1,2,1.00
