,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,1.42,1,0,6.1,2,1,1,1,0,8,0.32
1,July,0,0,1.42,1,0,6.1,2,1,1,1,0,8,0.32
2,2020-08-04,1,0,3.00,1,0,5.2,8,3,3,1,1,8,0.92
3,2020-08-10,1,0,2.50,1,0,6.0,5,2,1,0,2,4,1.00
4,2020-08-15,0,1,3.91,1,0,5.0,8,5,5,1,1,2,1.17
5,2020-08-21,0,1,3.99,1,0,6.1,8,3,3,1,2,9,1.26
6,2020-08-26,0,0,3.82,1,0,6.0,7,2,2,1,2,3,1.30
7,August,2,2,4.34,5,0,29.0,36,15,14,4,8,26,1.52
8,2020-09-01,0,1,3.79,1,0,5.0,5,2,2,1,3,2,1.34
9,2020-09-06,0,1,4.34,1,0,5.1,9,5,5,1,4,6,1.47
10,2020-09-12,0,1,4.10,1,0,7.0,9,2,2,0,0,8,1.44
11,2020-09-19,0,1,4.76,1,0,6.0,14,7,7,2,0,7,1.53
12,2020-09-24,0,1,4.66,1,0,7.0,10,3,3,1,3,3,1.57
13,September,0,5,5.64,5,0,30.1,47,19,19,5,10,26,1.88
