,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,5.40,0,0,1.2,1,1,1,0,1,2,1.20
1,2021-04-05,0,0,3.38,0,0,1.0,0,0,0,0,0,2,0.75
2,2021-04-09,1,0,2.70,0,0,0.2,0,0,0,0,1,0,0.90
3,2021-04-10,0,0,6.75,0,0,0.2,2,3,2,0,1,0,1.50
4,2021-04-13,0,1,8.31,0,0,0.1,0,1,1,0,2,0,1.85
5,2021-04-16,0,0,6.75,0,0,1.0,0,0,0,0,1,1,1.69
6,2021-04-18,0,0,5.40,0,0,1.1,0,0,0,0,0,1,1.35
7,2021-04-20,0,0,4.70,0,0,1.0,0,0,0,0,1,1,1.30
8,2021-04-21,0,1,6.75,0,0,0.1,0,3,2,0,1,0,1.38
9,2021-04-22,0,0,8.31,0,0,0.2,3,2,2,1,0,1,1.62
10,April,1,2,8.31,0,0,8.2,6,10,8,1,8,8,1.62
11,2021-05-08,0,0,7.45,0,0,1.0,1,0,0,0,1,1,1.66
12,2021-05-11,0,0,6.55,0,0,1.1,0,0,0,0,1,1,1.55
13,2021-05-13,0,0,8.25,0,0,1.0,2,3,3,1,1,0,1.67
14,2021-05-14,0,0,7.62,0,0,1.0,1,0,0,0,1,1,1.69
15,2021-05-17,0,0,7.71,0,0,1.0,1,1,1,0,2,1,1.79
16,2021-05-26,0,0,7.20,0,0,1.0,0,0,0,0,0,1,1.67
17,2021-05-30,0,0,7.47,0,0,0.2,3,1,1,0,1,0,1.85
18,May,0,0,6.43,0,0,7.0,8,5,5,1,7,5,2.14
19,2021-06-01,0,0,8.31,0,0,1.2,3,3,3,1,3,0,2.02
20,2021-06-27,0,0,7.85,0,0,1.0,0,0,0,0,0,2,1.91
21,2021-06-30,0,0,7.71,0,0,0.1,0,0,0,0,0,1,1.88
22,June,0,0,9.00,0,0,3.0,3,3,3,1,3,3,2.00
23,2021-07-06,0,0,7.45,0,0,0.2,2,2,0,1,0,2,1.91
24,2021-07-08,0,0,7.20,0,0,0.2,0,0,0,0,1,1,1.90
25,2021-07-18,0,0,6.95,0,0,2.0,2,1,1,1,1,3,1.86
26,July,0,0,2.70,0,0,3.1,4,3,1,2,2,6,1.80
27,2021-09-25,0,0,6.65,0,0,1.0,0,0,0,0,0,1,1.78
28,2021-09-27,0,0,6.38,0,0,1.0,0,0,0,0,0,2,1.71
29,September,0,0,0.00,0,0,2.0,0,0,0,0,0,3,0.00
