,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-20,1,0,0.00,0.1,0,0,0,0,0,0.00
1,2021-04-22,0,0,0.00,0.2,0,0,0,1,1,1.00
2,2021-04-23,0,0,0.00,1.0,0,0,0,0,1,0.50
3,2021-04-27,0,0,0.00,1.0,0,0,0,0,1,0.33
4,2021-04-28,0,0,9.00,0.0,4,3,0,0,0,1.67
5,April,1,0,9.00,3.0,4,3,0,1,3,1.67
6,2021-05-01,0,0,9.00,1.0,2,1,0,0,2,1.75
7,2021-05-04,0,0,7.20,1.0,0,0,0,0,0,1.40
8,2021-05-06,0,1,9.00,1.0,3,2,1,0,0,1.67
9,2021-05-09,0,0,8.10,0.2,0,0,0,1,1,1.65
10,2021-05-13,0,0,7.04,1.0,1,0,0,0,1,1.57
11,2021-05-14,0,0,8.31,1.0,4,2,0,0,1,1.85
12,May,0,1,7.94,5.2,10,5,1,1,5,1.94
13,2021-07-02,0,0,7.45,1.0,1,0,1,3,0,2.07
14,2021-07-06,0,0,6.97,0.2,0,0,0,0,0,1.94
15,2021-07-08,0,0,7.15,1.0,2,1,0,0,1,1.94
16,2021-07-09,0,0,7.30,1.0,1,1,0,0,0,1.86
17,2021-07-11,0,1,9.24,0.1,2,3,1,1,0,2.05
18,2021-07-16,0,0,8.56,1.0,1,0,0,0,1,1.98
19,2021-07-20,1,0,7.98,1.0,0,0,0,0,2,1.84
20,2021-07-31,0,0,7.47,1.0,1,0,0,0,0,1.79
21,July,1,1,6.43,7.0,8,5,2,4,4,1.71
22,2021-08-02,0,0,8.27,0.2,1,2,1,1,1,1.84
23,2021-08-04,0,0,7.79,1.0,1,0,0,0,1,1.79
24,August,0,0,10.80,1.2,2,2,1,1,2,1.80
