,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-07-16,1,0,0.00,0,0,1.1,0,0,0,0,1,2,0.75
1,2021-07-18,0,0,0.00,0,0,1.0,0,0,0,0,0,2,0.43
2,2021-07-19,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.30
3,2021-07-21,0,0,0.00,0,0,1.0,0,0,0,0,0,3,0.23
4,2021-07-23,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.19
5,2021-07-25,0,0,0.00,0,0,0.2,0,0,0,0,0,0,0.17
6,2021-07-30,0,0,1.35,0,0,0.2,2,1,1,1,2,1,0.75
7,2021-07-31,1,0,2.35,0,0,1.0,1,1,1,1,0,1,0.78
8,July,2,0,2.35,0,0,7.2,3,2,2,2,3,11,0.78
9,2021-08-02,0,0,5.40,0,0,0.2,3,3,3,0,1,0,1.20
10,2021-08-04,0,0,4.82,0,0,1.0,0,0,0,0,1,3,1.18
11,2021-08-05,0,0,4.35,0,0,1.0,0,0,0,0,0,3,1.06
12,2021-08-07,0,0,4.38,0,0,2.0,1,1,1,0,0,0,0.97
13,2021-08-12,0,0,4.05,0,0,1.0,0,0,0,0,0,2,0.90
14,2021-08-13,0,0,3.77,0,0,1.0,1,0,0,0,1,2,0.98
15,2021-08-16,0,0,3.68,0,0,0.1,2,0,0,0,0,0,1.09
16,2021-08-24,0,0,3.52,0,0,0.2,1,0,0,0,0,0,1.11
17,2021-08-28,0,0,3.31,0,0,1.0,0,0,0,0,0,3,1.04
18,2021-08-30,0,0,3.24,0,0,0.1,0,0,0,0,0,1,1.02
19,August,0,0,4.00,0,0,9.0,8,4,4,0,3,14,1.22
20,2021-09-04,0,1,4.76,1,0,0.1,1,3,3,1,2,1,1.18
21,2021-09-05,0,0,4.58,0,0,0.2,1,0,0,0,1,0,1.25
22,2021-09-10,0,0,4.34,0,0,1.0,0,0,0,0,1,0,1.23
23,2021-09-15,0,0,3.92,0,0,2.0,2,0,0,0,0,0,1.21
24,2021-09-18,0,0,3.74,0,0,1.0,0,0,0,0,2,2,1.25
25,September,0,1,5.40,1,0,5.0,4,3,3,1,6,3,2.00
