,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-08-08,0,0,3.00,3.0,1,1,0,2,1,1.00
1,2020-08-15,0,0,3.00,3.0,5,1,1,0,3,1.33
2,2020-08-20,0,0,2.79,3.2,4,1,1,1,3,1.34
3,2020-08-25,0,0,3.68,5.0,7,3,0,1,3,1.43
4,2020-08-31,0,0,3.20,5.0,3,1,0,0,8,1.22
5,August,0,0,3.20,19.2,20,7,2,4,18,1.22
6,2020-09-05,0,0,4.94,4.0,9,6,3,1,3,1.44
7,2020-09-11,0,1,5.81,2.2,4,4,1,3,4,1.56
8,2020-09-17,0,1,7.45,2.2,8,7,5,1,4,1.72
9,2020-09-22,0,0,7.67,2.2,3,3,0,1,5,1.71
10,2020-09-26,1,0,7.22,2.0,1,0,0,0,4,1.63
11,September,1,2,12.86,14.0,25,20,9,6,20,2.21
