,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-07,0,1,18.00,1.0,2,2,1,1,0,3.00
1,2021-04-11,0,0,18.00,1.0,2,2,1,0,1,2.50
2,2021-04-12,0,0,12.00,1.0,2,0,0,0,1,2.33
3,2021-04-14,0,0,10.80,0.1,0,0,0,1,0,2.40
4,2021-04-17,0,0,8.31,1.0,0,0,0,0,1,1.85
5,2021-04-20,0,0,10.13,1.0,1,2,0,1,1,1.88
6,2021-04-21,0,0,8.53,1.0,1,0,0,0,3,1.74
7,2021-04-25,0,0,7.36,1.0,0,0,0,1,1,1.64
8,2021-04-30,0,0,6.48,1.0,0,0,0,0,0,1.44
9,April,0,1,6.48,8.1,8,6,2,4,8,1.44
10,2021-05-04,0,0,10.00,0.2,2,4,1,2,0,1.78
11,2021-05-07,0,0,9.00,1.0,0,0,0,1,3,1.70
12,2021-05-08,0,1,9.00,0.0,1,0,0,2,0,2.00
13,2021-05-11,0,0,8.18,1.0,0,0,0,2,2,2.00
14,2021-05-13,0,0,7.94,0.1,1,0,0,1,0,2.12
15,2021-05-17,0,0,7.50,0.2,0,0,0,0,2,2.00
16,2021-05-18,0,0,7.30,0.1,0,0,0,0,0,1.95
17,2021-05-26,0,0,9.49,0.0,3,3,0,0,0,2.19
18,2021-05-31,0,0,8.78,1.0,0,0,0,1,2,2.10
19,May,0,1,12.60,5.0,7,7,1,9,9,3.20
20,2021-06-02,0,0,9.42,1.0,1,2,0,1,3,2.09
21,2021-06-06,0,0,10.57,1.0,2,3,1,0,1,2.09
22,2021-06-08,0,0,9.92,1.0,0,0,0,0,1,1.96
23,2021-06-09,0,0,9.35,1.0,0,0,0,1,2,1.90
24,2021-06-12,0,0,8.84,1.0,0,0,0,1,0,1.85
25,2021-06-14,0,0,8.38,1.0,0,0,0,1,0,1.81
26,2021-06-16,0,0,7.97,1.0,0,0,0,1,0,1.77
27,2021-06-20,0,0,7.59,1.0,0,0,0,0,2,1.69
28,2021-06-22,0,0,7.77,0.2,1,1,1,0,2,1.68
29,2021-06-23,1,0,7.54,0.2,2,0,0,1,1,1.76
30,2021-06-26,0,0,7.23,1.0,0,0,0,0,1,1.69
31,2021-06-27,0,0,6.93,1.0,0,0,0,1,1,1.66
32,June,1,0,4.76,11.1,6,6,2,7,14,1.15
33,2021-07-29,0,0,7.20,0.1,2,1,0,1,0,1.76
34,July,0,0,27.00,0.1,2,1,0,1,0,9.00
35,2021-08-12,0,0,7.62,1.0,3,2,1,0,0,1.81
36,August,0,0,18.00,1.0,3,2,1,0,0,3.00
37,2021-09-19,0,0,7.33,1.0,0,0,0,0,3,1.74
38,2021-09-20,0,0,7.07,1.0,0,0,0,0,3,1.68
39,2021-09-22,0,0,6.91,0.2,0,0,0,0,0,1.64
40,2021-09-23,0,0,6.67,1.0,0,0,0,1,2,1.62
41,2021-09-27,0,0,6.75,1.0,1,1,0,1,0,1.63
42,September,0,0,1.93,4.2,1,1,0,2,8,0.64
43,2021-10-02,0,1,7.39,1.0,2,3,0,2,3,1.71
44,October,0,1,27.00,1.0,2,3,0,2,3,4.00
