,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,1.0,0,0,0,0,2,0.00
1,2021-04-04,0,0,0.00,1.0,0,0,0,0,2,0.00
2,2021-04-06,0,1,0.00,0.2,1,0,0,1,1,0.75
3,2021-04-07,0,0,0.00,1.0,0,0,0,0,1,0.55
4,2021-04-11,0,0,0.00,1.0,0,0,0,0,0,0.43
5,2021-04-15,0,0,5.06,0.2,0,3,0,2,1,0.75
6,2021-04-20,0,0,4.26,1.0,0,0,0,0,1,0.63
7,2021-04-21,0,0,6.43,0.2,2,2,0,0,1,0.86
8,2021-04-26,0,0,5.40,1.1,0,0,0,1,0,0.84
9,2021-04-30,0,0,4.82,1.0,0,0,0,1,0,0.86
10,April,0,1,4.82,9.1,3,5,0,5,9,0.86
11,2021-05-02,0,0,4.35,1.0,1,0,0,1,0,0.97
12,2021-05-04,0,0,3.75,1.2,0,0,0,1,1,0.92
13,2021-05-06,0,0,4.15,1.0,1,1,1,1,0,1.00
14,2021-05-07,0,0,3.86,1.0,0,0,0,1,2,1.00
15,2021-05-13,0,0,3.68,0.2,1,0,0,0,2,1.02
16,2021-05-15,0,0,3.45,1.0,1,0,0,0,2,1.02
17,2021-05-18,0,0,3.24,1.0,0,0,0,1,3,1.02
18,2021-05-20,0,0,3.06,1.0,0,0,0,0,2,0.96
19,2021-05-22,0,0,2.89,1.0,1,0,0,2,1,1.07
20,2021-05-23,1,0,3.20,1.0,2,1,0,1,1,1.17
21,2021-05-25,0,0,3.05,1.0,0,0,0,0,0,1.11
22,2021-05-26,0,0,3.32,1.0,2,1,0,0,0,1.15
23,2021-05-29,0,0,3.57,1.0,2,1,0,1,0,1.24
24,2021-05-31,0,0,3.42,1.0,1,0,0,1,2,1.27
25,May,1,0,2.51,14.1,12,4,1,10,16,1.53
26,2021-06-03,0,1,3.28,1.0,0,0,0,2,1,1.30
27,2021-06-05,0,0,3.16,1.0,1,0,0,0,0,1.29
28,2021-06-06,0,0,3.04,1.0,1,0,0,0,2,1.28
29,2021-06-10,1,0,2.93,1.0,0,0,0,0,2,1.23
30,2021-06-12,0,0,2.83,1.0,0,0,0,1,0,1.22
31,2021-06-14,0,1,3.03,1.0,2,1,1,1,1,1.28
32,2021-06-18,1,0,2.93,1.0,0,0,0,0,1,1.24
33,2021-06-19,0,0,2.84,1.0,2,0,0,0,1,1.26
34,2021-06-20,0,0,2.76,1.0,0,0,0,0,1,1.22
35,2021-06-22,0,1,3.48,1.0,2,3,1,0,0,1.25
36,2021-06-25,0,0,3.63,1.0,2,1,1,0,0,1.27
37,June,2,3,4.09,11.0,10,5,3,4,9,1.27
38,2021-07-01,0,0,4.11,0.1,2,2,0,1,1,1.34
39,2021-07-04,0,0,4.50,1.0,2,2,0,1,1,1.39
40,2021-07-05,0,0,4.38,1.0,1,0,0,1,0,1.41
41,2021-07-09,0,0,4.19,1.2,1,0,0,0,2,1.37
42,2021-07-11,0,0,4.15,0.1,0,0,0,0,0,1.36
43,2021-07-17,0,0,3.95,2.0,0,0,0,0,2,1.29
44,2021-07-19,0,0,3.86,1.0,1,0,0,0,2,1.29
45,2021-07-20,0,0,4.25,0.1,2,2,1,0,1,1.32
46,2021-07-26,0,0,4.15,1.0,0,0,0,1,0,1.32
47,2021-07-27,0,0,4.91,0.2,3,4,1,1,0,1.39
48,July,0,0,9.64,9.1,12,10,2,5,9,1.82
49,2021-08-01,0,0,4.80,1.0,1,0,0,0,0,1.38
50,2021-08-03,0,0,4.70,1.0,1,0,0,0,3,1.37
51,2021-08-05,0,0,5.17,1.0,3,3,0,1,2,1.43
52,2021-08-06,0,0,5.51,0.1,3,2,0,0,0,1.48
53,2021-08-12,0,0,5.40,1.0,0,0,0,3,1,1.51
54,2021-08-14,0,0,5.29,1.0,1,0,0,0,1,1.50
55,2021-08-17,0,0,5.19,1.0,1,0,0,2,3,1.53
56,2021-08-20,0,0,5.08,1.0,0,0,0,1,1,1.52
57,2021-08-21,0,0,4.99,1.0,1,0,0,1,0,1.53
58,2021-08-24,0,0,4.89,1.0,0,0,0,0,2,1.50
59,2021-08-25,0,1,5.47,1.0,3,4,2,0,1,1.53
60,2021-08-29,0,0,5.53,1.0,2,1,0,0,2,1.54
61,2021-08-30,0,0,5.43,1.0,0,0,0,1,2,1.53
62,August,0,1,7.30,12.1,16,10,2,9,18,2.03
63,2021-09-04,0,0,5.40,0.1,0,0,0,0,0,1.52
64,2021-09-05,0,0,5.31,1.0,0,0,0,0,2,1.49
65,2021-09-08,0,0,5.22,1.0,1,0,0,0,2,1.48
66,2021-09-11,0,0,5.13,1.0,1,0,0,0,1,1.47
67,2021-09-12,0,0,5.04,1.0,0,0,0,1,2,1.47
68,2021-09-18,0,0,4.96,1.0,0,0,0,0,2,1.44
69,2021-09-19,0,0,4.88,1.0,1,0,0,0,1,1.44
70,2021-09-21,0,0,4.81,1.0,0,0,0,0,2,1.41
71,2021-09-25,0,0,4.76,0.2,0,0,0,0,0,1.40
72,2021-09-26,0,0,4.68,1.0,0,0,0,0,1,1.38
73,2021-09-28,0,0,4.64,0.2,2,0,0,0,0,1.39
74,2021-09-29,0,0,4.57,1.0,0,0,0,0,1,1.37
75,September,0,0,0.00,10.2,5,0,0,1,14,0.56
76,2021-10-01,0,0,4.50,1.0,0,0,0,2,0,1.38
77,2021-10-02,0,0,4.43,1.0,0,0,0,1,1,1.38
78,October,0,0,0.00,2.0,0,0,0,3,1,1.50
