,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,March,0,0,0.00,1,0,5.0,2,0,0,0,0,8,0.40
1,2019-03-31,0,0,0.00,1,0,5.0,2,0,0,0,0,8,0.40
2,2019-04-05,0,0,1.69,1,0,5.2,3,2,2,1,2,7,0.66
3,2019-04-12,0,1,4.61,1,0,3.0,8,5,5,3,2,3,1.24
4,2019-04-17,0,1,5.40,1,0,4.2,6,4,4,0,3,3,1.42
5,2019-04-23,0,1,5.79,1,0,5.0,6,4,4,1,0,5,1.37
6,2019-04-28,0,0,5.08,1,0,5.0,2,1,1,0,5,7,1.38
7,April,0,3,6.17,5,0,23.1,25,16,16,5,12,25,1.59
8,2019-05-03,0,0,4.08,1,0,7.0,1,0,0,0,2,5,1.19
9,2019-05-08,0,1,5.06,1,0,2.0,7,5,5,2,2,1,1.37
10,2019-05-14,1,0,4.81,1,0,5.2,3,2,2,1,5,7,1.37
11,2019-05-19,0,0,4.41,1,0,6.0,3,1,1,0,1,4,1.29
12,2019-05-24,0,0,4.42,1,0,6.0,4,3,3,2,3,10,1.27
13,2019-05-29,0,0,4.53,1,0,4.2,7,3,3,0,3,5,1.34
14,May,1,1,4.02,6,0,31.1,25,14,14,5,16,32,1.31
15,2019-06-05,0,0,4.73,1,0,5.0,5,4,4,1,3,4,1.36
16,2019-06-11,0,1,4.78,1,0,5.0,7,3,3,0,3,4,1.41
17,2019-06-16,1,0,4.36,1,0,6.2,6,0,0,0,3,7,1.40
18,2019-06-21,0,0,4.25,1,0,6.1,8,2,2,0,1,7,1.40
19,2019-06-26,0,0,4.60,1,0,3.1,7,5,5,2,2,4,1.45
20,June,1,1,4.78,5,0,26.1,33,14,14,3,12,26,1.71
21,2019-07-02,0,1,5.18,1,0,2.2,11,7,7,1,1,1,1.55
22,2019-07-07,1,0,4.85,1,0,6.0,3,0,0,0,0,5,1.48
23,2019-07-15,0,1,5.25,1,0,1.1,5,5,5,1,3,0,1.54
24,2019-07-20,0,0,5.45,1,0,3.0,3,4,4,1,1,3,1.54
25,July,1,2,11.08,4,0,13.0,22,16,16,3,5,9,2.08
26,2019-08-01,1,0,5.23,1,0,6.0,5,1,1,0,0,2,1.50
27,2019-08-06,0,0,5.55,1,0,3.2,8,6,6,3,1,2,1.53
28,2019-08-11,0,1,5.34,1,0,6.0,3,1,1,0,1,6,1.48
29,2019-08-17,0,0,5.30,1,0,6.0,5,3,3,1,4,3,1.48
30,2019-08-23,0,0,5.34,1,0,4.0,9,4,3,2,1,4,1.52
31,2019-08-30,0,1,5.34,1,0,5.0,6,4,3,1,0,6,1.50
32,August,1,2,4.99,6,0,30.2,36,19,17,7,7,23,1.40
33,2019-09-05,0,0,5.23,1,0,4.2,4,3,1,0,3,4,1.50
34,2019-09-11,1,0,5.04,0,0,5.0,0,0,0,0,1,7,1.46
35,2019-09-17,0,0,4.93,0,0,5.0,3,1,1,0,1,4,1.43
36,2019-09-22,0,0,5.00,0,0,5.0,5,4,4,1,0,3,1.42
37,2019-09-28,1,0,4.84,1,0,5.0,1,0,0,0,4,8,1.41
38,September,2,0,2.19,2,0,24.2,13,8,6,1,9,26,0.89
