,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-10,1,0,3.38,0,0,2.2,4,1,1,0,0,3,1.50
1,2019-04-16,0,1,5.87,1,0,5.0,6,4,4,1,2,3,1.57
2,2019-04-21,1,0,4.26,0,0,5.0,4,1,1,0,0,3,1.26
3,2019-04-27,0,1,8.16,0,0,1.2,10,7,7,0,1,1,1.88
4,April,2,2,8.16,1,0,14.1,24,13,13,1,3,10,1.88
5,2019-06-06,0,0,6.52,0,0,5.0,3,1,1,1,2,6,1.66
6,2019-06-26,0,0,5.55,1,0,5.0,3,1,1,1,0,6,1.44
7,June,0,0,1.80,1,0,10.0,6,2,2,2,2,12,0.80
8,2019-07-03,1,0,5.22,1,0,5.0,4,2,2,1,2,8,1.40
9,2019-07-19,0,1,7.36,0,0,3.2,9,10,10,2,4,4,1.64
10,2019-07-24,1,0,6.63,1,0,5.0,3,1,1,1,2,3,1.55
11,2019-07-29,0,1,6.28,1,0,5.0,4,3,2,2,0,5,1.47
12,July,2,2,7.23,3,0,18.2,20,16,15,6,8,20,1.50
13,2019-08-04,0,1,6.36,1,0,3.2,5,3,3,3,3,6,1.52
14,2019-08-09,0,1,6.62,1,0,5.0,6,5,5,2,0,3,1.49
15,2019-08-20,0,0,6.35,1,0,5.0,5,2,2,1,1,4,1.46
16,2019-08-25,0,1,6.10,1,0,5.1,3,2,2,0,3,4,1.44
17,August,0,3,5.68,4,0,19.0,19,12,12,6,7,17,1.37
18,2019-09-03,0,0,6.27,1,0,4.0,4,5,4,1,2,5,1.44
19,2019-09-08,0,1,6.14,0,0,4.1,4,2,2,2,1,2,1.42
20,2019-09-14,0,1,5.95,1,0,5.1,3,2,2,0,2,4,1.39
21,2019-09-20,0,1,6.43,1,0,2.2,8,6,6,4,0,1,1.44
22,2019-09-26,0,0,6.42,1,0,4.1,4,3,3,2,2,4,1.44
23,September,0,3,7.40,4,0,20.2,23,18,17,9,7,16,1.45
