,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-30,0,0,6.00,1,0,6.0,7,4,4,0,2,8,1.50
1,March,0,0,6.00,1,0,6.0,7,4,4,0,2,8,1.50
2,2019-04-04,1,0,2.84,1,0,6.2,3,0,0,0,1,9,1.03
3,2019-04-09,0,0,5.40,1,0,4.0,6,6,6,2,4,3,1.38
4,2019-04-16,0,1,5.56,1,0,6.0,6,4,4,3,0,8,1.28
5,2019-04-21,1,0,4.11,1,0,8.0,2,0,0,0,2,11,1.08
6,2019-04-27,0,0,3.82,1,0,7.0,4,2,2,1,1,9,1.01
7,April,2,1,3.41,5,0,31.2,21,12,12,6,8,40,0.92
8,2019-05-02,1,0,3.45,1,0,6.2,6,1,1,0,2,9,1.04
9,2019-05-07,0,1,3.71,1,0,6.2,6,4,4,0,2,11,1.06
10,2019-05-12,0,1,3.63,1,0,6.0,4,2,2,0,2,7,1.05
11,2019-05-18,1,0,3.32,1,0,8.0,4,2,1,1,0,7,0.98
12,2019-05-23,0,0,3.25,1,0,7.0,5,3,2,0,2,5,0.99
13,2019-05-28,1,0,3.19,1,0,7.0,5,2,2,0,2,11,0.99
14,May,3,2,2.61,6,0,41.1,30,14,12,1,10,50,0.97
15,2019-06-04,1,0,3.54,1,0,5.0,5,5,5,1,3,6,1.02
16,2019-06-09,1,0,3.36,1,0,7.0,6,1,1,0,0,6,1.01
17,2019-06-15,0,1,3.75,1,0,5.0,9,6,6,4,1,5,1.06
18,2019-06-21,1,0,3.79,1,0,6.0,5,3,3,1,3,5,1.08
19,2019-06-27,1,0,3.88,1,0,7.0,7,4,4,0,0,4,1.07
20,June,4,1,5.70,5,0,30.0,32,19,19,6,7,26,1.30
21,2019-07-03,1,0,3.64,1,0,7.1,2,0,0,0,2,14,1.04
22,2019-07-12,1,0,3.46,1,0,6.0,7,0,0,0,1,6,1.05
23,2019-07-18,1,0,3.52,1,0,5.1,8,3,3,0,2,7,1.09
24,2019-07-23,1,0,3.37,1,0,6.0,3,0,0,0,2,8,1.08
25,2019-07-28,1,0,3.26,1,0,7.0,2,1,1,0,0,9,1.04
26,July,5,0,1.14,5,0,31.2,22,4,4,0,7,44,0.92
27,2019-08-03,0,1,3.72,1,0,4.2,9,9,9,3,2,7,1.08
28,2019-08-09,0,0,3.72,1,0,7.0,4,3,3,2,2,6,1.07
29,2019-08-14,1,0,3.82,1,0,5.2,7,4,4,1,3,4,1.09
30,2019-08-20,0,0,3.65,1,0,7.0,4,0,0,0,1,6,1.08
31,2019-08-25,0,0,3.63,1,0,6.0,5,2,2,1,1,10,1.08
32,2019-08-31,1,0,3.47,1,0,8.0,2,0,0,0,0,14,1.04
33,August,2,1,4.23,6,0,38.1,31,18,18,7,9,47,1.04
34,2019-09-05,0,1,3.50,1,0,6.0,4,3,3,1,4,7,1.05
35,2019-09-11,1,0,3.49,1,0,6.0,4,2,2,1,2,7,1.05
36,2019-09-16,0,0,3.49,1,0,5.0,3,2,2,1,4,6,1.06
37,2019-09-21,0,0,3.37,1,0,7.0,3,0,0,0,3,6,1.05
38,2019-09-26,1,0,3.32,1,0,6.0,4,1,1,1,0,10,1.04
39,September,2,1,2.40,5,0,30.0,18,8,8,4,13,36,1.03
